"season","location_name","meanpercdiff","perclow","perchigh","perciqr","perc_median","meanabsolute","absolow","absohigh","absoiqr","median"
"B) 2022-2023","Illinois",0.0411067564033233,-0.275,0.272727272727273,0.108885018729415,0.0438551845819761,8.58823529411765,-46,76,11,2
"B) 2022-2023","Indiana",-0.0538983577636463,-0.294117647058824,0.119047619047619,0.0888177064163906,-0.0453169104439312,-4.76470588235294,-42,21,3.75,-2
"B) 2022-2023","Iowa",0.0165515581723042,-0.285714285714286,0.828947368421053,0.0238095238095238,0,1.94117647058824,-12,63,0.75,0
"B) 2022-2023","Kansas",0.0608396446131979,-0.857142857142857,0.571428571428571,0.161931818181818,0,2.41176470588235,-44,39,3.75,0
"B) 2022-2023","Kentucky",0.0110982221516744,-0.153846153846154,0.363636363636364,0.0329256336540142,0,-2.73529411764706,-40,21,2.5,0
"B) 2022-2023","Louisiana",-0.0367947018990486,-0.638297872340426,0.0833333333333333,0.0117228075382104,0,-3.02941176470588,-60,7,1,0
"B) 2022-2023","Maine",Inf,-0.5,Inf,0.0292372881355932,0,0.352941176470588,-9,17,0.75,0
"B) 2022-2023","Maryland",0.0428709471152142,-0.285714285714286,0.666666666666667,0.0842011445726616,0,4.29411764705882,-13,50,7,0
"B) 2022-2023","Massachusetts",-0.00510691752918419,-0.333333333333333,0.6,0.0121077182103394,0,-4.32352941176471,-67,22,3.75,0
"B) 2022-2023","Michigan",0.0103197558380461,-0.15,0.307692307692308,0.019955801753483,0,-2.32352941176471,-73,21,2.75,0
"B) 2022-2023","Minnesota",0.0150309146603375,-0.214285714285714,0.5,0,0,-1.38235294117647,-27,13,0,0
"B) 2022-2023","Mississippi",0.0094071394981192,-0.210526315789474,0.176470588235294,0.0764925828331625,0,0.970588235294118,-8,26,4.5,0
"B) 2022-2023","Missouri",0.115249827914288,-0.171428571428571,3.5,0.102986629940303,0,2.64705882352941,-20,112,6.75,0
"B) 2022-2023","Montana",Inf,-0.357142857142857,Inf,0.0690979625681118,0,-1.5,-13,1,0.75,0
"B) 2022-2023","Nebraska",0.0215018508936167,-0.4,1,0.103626943005181,0,-2.26470588235294,-20,5,3,0
"B) 2022-2023","Nevada",-0.00907993711075466,-0.421052631578947,1.33333333333333,0.137362637362637,0,-1.88235294117647,-39,105,7.75,0
"B) 2022-2023","New Hampshire",-0.0172180863783352,-0.4,0.0619469026548673,0,0,-0.529411764705882,-22,7,0,0
"B) 2022-2023","New Jersey",0.00767537148671183,-0.125,0.129032258064516,0.0275900900900901,0.00561395126612518,-0.911764705882353,-108,26,2,1
"B) 2022-2023","New Mexico",0.0315270544566477,-0.171428571428571,0.336065573770492,0,0,7.05882352941176,-6,85,0,0
"B) 2022-2023","New York",-0.00439121350533244,-0.155555555555556,0.119402985074627,0.0552107364285199,0,-2.29411764705882,-85,50,5,0
"B) 2022-2023","North Carolina",0.021860642879158,-0.217391304347826,2,0.0813263041065483,-0.0355623100303951,-8.44117647058824,-88,29,13.5,-1
"B) 2022-2023","North Dakota",0.0735986263663056,-0.75,1.15384615384615,0.138436360799444,0,0.617647058823529,-8,15,1.75,0
"B) 2022-2023","Ohio",0.00252498588504916,-0.0820512820512821,0.181818181818182,0.0193563432835821,0,-1.32352941176471,-33,37,4.75,0
"B) 2022-2023","Oklahoma",0.0235771697295394,-0.157894736842105,0.395833333333333,0.0728692605220723,0,1.55882352941176,-67,76,3.75,0
"B) 2022-2023","Oregon",0.0812372111945438,-0.333333333333333,1.5,0.16705467372134,0,6.35294117647059,-8,85,2.5,0
"B) 2022-2023","Pennsylvania",0.129048008691043,-0.0491803278688525,1.03333333333333,0.0481853889293206,0.0170717592592593,15.9117647058824,-46,93,28.5,1.5
"B) 2022-2023","Puerto Rico",0.00237551646902246,-0.317241379310345,0.53448275862069,0.14217411102372,-0.00925925925925926,-1.94117647058824,-46,31,7.25,-0.5
"B) 2022-2023","Rhode Island",-0.0596973851215197,-0.666666666666667,0.230769230769231,0,0,-0.558823529411765,-8,3,0,0
"B) 2022-2023","South Carolina",0.0109383407588999,-0.173913043478261,0.333333333333333,0.0147515527950311,0,0.558823529411765,-16,26,1.5,0
"B) 2022-2023","South Dakota",Inf,-0.25,Inf,0.122596153846154,0,0.441176470588235,-17,12,1,0
"B) 2022-2023","Tennessee",-0.0156501953762437,-0.153846153846154,0.189873417721519,0.0825191784606231,-0.00976904835550057,-1.61764705882353,-40,38,3.75,-1
"B) 2022-2023","Texas",-0.00621818811834841,-0.0983606557377049,0.0666666666666667,0.0301342078420271,-0.00195694716242661,-2.44117647058824,-67,63,11.5,-0.5
"B) 2022-2023","US",0.00647891806473988,-0.0793172690763052,0.0654998389348223,0.0383809220428554,0.00461964279460738,31.9117647058824,-389,1220,101,14.5
"B) 2022-2023","Utah",0.0129528137161448,-0.147058823529412,0.205882352941176,0,0,0.382352941176471,-5,10,0,0
"B) 2022-2023","Vermont",Inf,-0.166666666666667,Inf,0.0651515151515152,0,0.205882352941176,-6,10,0,0
"B) 2022-2023","Virginia",0.0233776304668073,-0.0963391136801541,0.25,0.0488636363636364,0.0105776736924278,3.41176470588235,-50,88,2,1
"B) 2022-2023","Washington",-0.00109541033759611,-0.36734693877551,0.432323232323232,0.142319882498454,0,10.7352941176471,-37,214,5.75,0
"B) 2022-2023","West Virginia",-0.00192070063718297,-0.380952380952381,0.4,0.049003163379058,0,-3.11764705882353,-82,27,2.5,0
"B) 2022-2023","Wisconsin",0.0479095110163342,-0.666666666666667,0.5,0.0480769230769231,0.00211416490486258,1.64705882352941,-4,15,2,0.5
"B) 2022-2023","Wyoming",-0.0108700716136998,-0.666666666666667,0.4,0,0,-0.0882352941176471,-7,8,0,0
