"report_date","state","value","location_name","final_value","truth_date","final_perc_change","absolutediff","season"
2022-12-03,"GA",244,"Georgia",252,2023-05-20,0.0327868852459016,8,"B) 2022-2023"
2022-12-03,"HI",10,"Hawaii",12,2023-05-20,0.2,2,"B) 2022-2023"
2022-12-03,"ID",150,"Idaho",189,2023-05-20,0.26,39,"B) 2022-2023"
2022-12-03,"IL",1098,"Illinois",1125,2023-05-20,0.0245901639344262,27,"B) 2022-2023"
2022-12-03,"IN",866,"Indiana",826,2023-05-20,-0.046189376443418,-40,"B) 2022-2023"
2022-12-03,"IA",196,"Iowa",201,2023-05-20,0.0255102040816327,5,"B) 2022-2023"
2022-12-03,"KS",264,"Kansas",303,2023-05-20,0.147727272727273,39,"B) 2022-2023"
2022-12-03,"KY",837,"Kentucky",807,2023-05-20,-0.03584229390681,-30,"B) 2022-2023"
2022-12-03,"LA",293,"Louisiana",294,2023-05-20,0.00341296928327645,1,"B) 2022-2023"
2022-12-03,"ME",114,"Maine",110,2023-05-20,-0.0350877192982456,-4,"B) 2022-2023"
2022-12-03,"MD",396,"Maryland",405,2023-05-20,0.0227272727272727,9,"B) 2022-2023"
2022-12-03,"MA",451,"Massachusetts",446,2023-05-20,-0.0110864745011086,-5,"B) 2022-2023"
2022-12-03,"MI",483,"Michigan",485,2023-05-20,0.0041407867494824,2,"B) 2022-2023"
2022-12-03,"MN",474,"Minnesota",447,2023-05-20,-0.0569620253164557,-27,"B) 2022-2023"
2022-12-03,"MS",264,"Mississippi",258,2023-05-20,-0.0227272727272727,-6,"B) 2022-2023"
2022-12-03,"MO",881,"Missouri",861,2023-05-20,-0.0227014755959137,-20,"B) 2022-2023"
2022-12-03,"MT",70,"Montana",71,2023-05-20,0.0142857142857143,1,"B) 2022-2023"
2022-12-03,"NE",112,"Nebraska",97,2023-05-20,-0.133928571428571,-15,"B) 2022-2023"
2022-12-03,"NV",404,"Nevada",397,2023-05-20,-0.0173267326732673,-7,"B) 2022-2023"
2022-12-03,"NH",36,"New Hampshire",36,2023-05-20,0,0,"B) 2022-2023"
2022-12-03,"NJ",1000,"New Jersey",892,2023-05-20,-0.108,-108,"B) 2022-2023"
2022-12-03,"NM",352,"New Mexico",371,2023-05-20,0.0539772727272727,19,"B) 2022-2023"
2022-12-03,"NY",1397,"New York",1350,2023-05-20,-0.0336435218324982,-47,"B) 2022-2023"
2022-12-03,"NC",688,"North Carolina",600,2023-05-20,-0.127906976744186,-88,"B) 2022-2023"
2022-12-03,"ND",53,"North Dakota",49,2023-05-20,-0.0754716981132075,-4,"B) 2022-2023"
2022-12-03,"OH",972,"Ohio",966,2023-05-20,-0.00617283950617284,-6,"B) 2022-2023"
2022-12-03,"OK",831,"Oklahoma",829,2023-05-20,-0.00240673886883273,-2,"B) 2022-2023"
2022-12-03,"OR",528,"Oregon",546,2023-05-20,0.0340909090909091,18,"B) 2022-2023"
2022-12-03,"PA",1343,"Pennsylvania",1330,2023-05-20,-0.00967982129560685,-13,"B) 2022-2023"
2022-12-03,"PR",91,"Puerto Rico",87,2023-05-20,-0.043956043956044,-4,"B) 2022-2023"
2022-12-03,"RI",25,"Rhode Island",26,2023-05-20,0.04,1,"B) 2022-2023"
2022-12-03,"SC",239,"South Carolina",223,2023-05-20,-0.0669456066945607,-16,"B) 2022-2023"
2022-12-03,"SD",69,"South Dakota",70,2023-05-20,0.0144927536231884,1,"B) 2022-2023"
2022-12-03,"TN",671,"Tennessee",660,2023-05-20,-0.0163934426229508,-11,"B) 2022-2023"
2022-12-03,"TX",2138,"Texas",2139,2023-05-20,0.000467726847521048,1,"B) 2022-2023"
2022-12-03,"US",26722,"US",26333,2023-05-20,-0.0145572936157473,-389,"B) 2022-2023"
2022-12-03,"UT",37,"Utah",36,2023-05-20,-0.027027027027027,-1,"B) 2022-2023"
2022-12-03,"VT",33,"Vermont",34,2023-05-20,0.0303030303030303,1,"B) 2022-2023"
2022-12-03,"VA",519,"Virginia",469,2023-05-20,-0.0963391136801541,-50,"B) 2022-2023"
2022-12-03,"WA",692,"Washington",716,2023-05-20,0.0346820809248555,24,"B) 2022-2023"
2022-12-03,"WV",303,"West Virginia",320,2023-05-20,0.0561056105610561,17,"B) 2022-2023"
2022-12-03,"WI",473,"Wisconsin",474,2023-05-20,0.00211416490486258,1,"B) 2022-2023"
2022-12-03,"WY",72,"Wyoming",73,2023-05-20,0.0138888888888889,1,"B) 2022-2023"
2022-12-10,"AL",233,"Alabama",223,2023-05-20,-0.0429184549356223,-10,"B) 2022-2023"
2022-12-10,"AK",83,"Alaska",77,2023-05-20,-0.072289156626506,-6,"B) 2022-2023"
2022-12-10,"AZ",781,"Arizona",759,2023-05-20,-0.028169014084507,-22,"B) 2022-2023"
2022-12-10,"AR",313,"Arkansas",331,2023-05-20,0.0575079872204473,18,"B) 2022-2023"
2022-12-10,"CA",2299,"California",2275,2023-05-20,-0.0104393214441061,-24,"B) 2022-2023"
2022-12-10,"CO",252,"Colorado",243,2023-05-20,-0.0357142857142857,-9,"B) 2022-2023"
2022-12-10,"CT",469,"Connecticut",419,2023-05-20,-0.106609808102345,-50,"B) 2022-2023"
2022-12-10,"DE",39,"Delaware",28,2023-05-20,-0.282051282051282,-11,"B) 2022-2023"
2022-12-10,"DC",43,"District of Columbia",42,2023-05-20,-0.0232558139534884,-1,"B) 2022-2023"
2022-12-10,"FL",811,"Florida",789,2023-05-20,-0.0271270036991369,-22,"B) 2022-2023"
2022-12-10,"GA",187,"Georgia",172,2023-05-20,-0.0802139037433155,-15,"B) 2022-2023"
2022-12-10,"HI",10,"Hawaii",11,2023-05-20,0.1,1,"B) 2022-2023"
2022-12-10,"ID",140,"Idaho",195,2023-05-20,0.392857142857143,55,"B) 2022-2023"
2022-12-10,"IL",921,"Illinois",973,2023-05-20,0.0564603691639522,52,"B) 2022-2023"
2022-12-10,"IN",874,"Indiana",851,2023-05-20,-0.0263157894736842,-23,"B) 2022-2023"
2022-12-10,"IA",239,"Iowa",235,2023-05-20,-0.0167364016736402,-4,"B) 2022-2023"
2022-12-10,"KS",262,"Kansas",253,2023-05-20,-0.0343511450381679,-9,"B) 2022-2023"
2022-12-10,"KY",708,"Kentucky",691,2023-05-20,-0.0240112994350282,-17,"B) 2022-2023"
2022-12-10,"LA",253,"Louisiana",253,2023-05-20,0,0,"B) 2022-2023"
2022-12-10,"ME",118,"Maine",120,2023-05-20,0.0169491525423729,2,"B) 2022-2023"
2022-12-10,"MD",305,"Maryland",319,2023-05-20,0.0459016393442623,14,"B) 2022-2023"
2022-12-10,"MA",582,"Massachusetts",578,2023-05-20,-0.00687285223367698,-4,"B) 2022-2023"
2022-12-10,"MI",603,"Michigan",601,2023-05-20,-0.0033167495854063,-2,"B) 2022-2023"
2022-12-10,"MN",325,"Minnesota",325,2023-05-20,0,0,"B) 2022-2023"
2022-12-10,"MS",173,"Mississippi",171,2023-05-20,-0.0115606936416185,-2,"B) 2022-2023"
2022-12-10,"MO",868,"Missouri",861,2023-05-20,-0.00806451612903226,-7,"B) 2022-2023"
2022-12-10,"MT",112,"Montana",104,2023-05-20,-0.0714285714285714,-8,"B) 2022-2023"
2022-12-10,"NE",129,"Nebraska",133,2023-05-20,0.0310077519379845,4,"B) 2022-2023"
2022-12-10,"NV",375,"Nevada",366,2023-05-20,-0.024,-9,"B) 2022-2023"
2022-12-10,"NH",73,"New Hampshire",73,2023-05-20,0,0,"B) 2022-2023"
2022-12-10,"NJ",712,"New Jersey",738,2023-05-20,0.0365168539325843,26,"B) 2022-2023"
2022-12-10,"NM",421,"New Mexico",417,2023-05-20,-0.00950118764845606,-4,"B) 2022-2023"
2022-12-10,"NY",1527,"New York",1531,2023-05-20,0.00261951538965291,4,"B) 2022-2023"
2022-12-10,"NC",468,"North Carolina",385,2023-05-20,-0.177350427350427,-83,"B) 2022-2023"
2022-12-10,"ND",55,"North Dakota",59,2023-05-20,0.0727272727272727,4,"B) 2022-2023"
2022-12-10,"OH",938,"Ohio",952,2023-05-20,0.0149253731343284,14,"B) 2022-2023"
2022-12-10,"OK",899,"Oklahoma",871,2023-05-20,-0.0311457174638487,-28,"B) 2022-2023"
2022-12-10,"OR",644,"Oregon",698,2023-05-20,0.0838509316770186,54,"B) 2022-2023"
2022-12-10,"PA",1226,"Pennsylvania",1180,2023-05-20,-0.0375203915171289,-46,"B) 2022-2023"
2022-12-10,"PR",108,"Puerto Rico",88,2023-05-20,-0.185185185185185,-20,"B) 2022-2023"
2022-12-10,"RI",51,"Rhode Island",50,2023-05-20,-0.0196078431372549,-1,"B) 2022-2023"
2022-12-10,"SC",157,"South Carolina",163,2023-05-20,0.0382165605095541,6,"B) 2022-2023"
2022-12-10,"SD",102,"South Dakota",85,2023-05-20,-0.166666666666667,-17,"B) 2022-2023"
2022-12-10,"TN",474,"Tennessee",462,2023-05-20,-0.0253164556962025,-12,"B) 2022-2023"
2022-12-10,"TX",1791,"Texas",1781,2023-05-20,-0.00558347292015634,-10,"B) 2022-2023"
2022-12-10,"US",23951,"US",23851,2023-05-20,-0.00417519101498894,-100,"B) 2022-2023"
2022-12-10,"UT",62,"Utah",64,2023-05-20,0.032258064516129,2,"B) 2022-2023"
2022-12-10,"VT",51,"Vermont",45,2023-05-20,-0.117647058823529,-6,"B) 2022-2023"
2022-12-10,"VA",341,"Virginia",338,2023-05-20,-0.00879765395894428,-3,"B) 2022-2023"
2022-12-10,"WA",592,"Washington",707,2023-05-20,0.194256756756757,115,"B) 2022-2023"
2022-12-10,"WV",237,"West Virginia",236,2023-05-20,-0.00421940928270042,-1,"B) 2022-2023"
2022-12-10,"WI",469,"Wisconsin",478,2023-05-20,0.0191897654584222,9,"B) 2022-2023"
2022-12-10,"WY",46,"Wyoming",52,2023-05-20,0.130434782608696,6,"B) 2022-2023"
2022-12-17,"AL",136,"Alabama",143,2023-05-20,0.0514705882352941,7,"B) 2022-2023"
2022-12-17,"AK",47,"Alaska",45,2023-05-20,-0.0425531914893617,-2,"B) 2022-2023"
2022-12-17,"AZ",580,"Arizona",563,2023-05-20,-0.0293103448275862,-17,"B) 2022-2023"
2022-12-17,"AR",229,"Arkansas",234,2023-05-20,0.0218340611353712,5,"B) 2022-2023"
2022-12-17,"CA",1573,"California",1576,2023-05-20,0.00190718372536554,3,"B) 2022-2023"
2022-12-17,"CO",228,"Colorado",255,2023-05-20,0.118421052631579,27,"B) 2022-2023"
2022-12-17,"CT",402,"Connecticut",352,2023-05-20,-0.124378109452736,-50,"B) 2022-2023"
2022-12-17,"DE",25,"Delaware",27,2023-05-20,0.08,2,"B) 2022-2023"
2022-12-17,"DC",21,"District of Columbia",20,2023-05-20,-0.0476190476190476,-1,"B) 2022-2023"
2022-12-17,"FL",817,"Florida",891,2023-05-20,0.0905752753977968,74,"B) 2022-2023"
2022-12-17,"GA",146,"Georgia",138,2023-05-20,-0.0547945205479452,-8,"B) 2022-2023"
2022-12-17,"HI",16,"Hawaii",17,2023-05-20,0.0625,1,"B) 2022-2023"
2022-12-17,"ID",305,"Idaho",285,2023-05-20,-0.0655737704918033,-20,"B) 2022-2023"
2022-12-17,"IL",790,"Illinois",744,2023-05-20,-0.0582278481012658,-46,"B) 2022-2023"
2022-12-17,"IN",700,"Indiana",685,2023-05-20,-0.0214285714285714,-15,"B) 2022-2023"
2022-12-17,"IA",358,"Iowa",352,2023-05-20,-0.0167597765363128,-6,"B) 2022-2023"
2022-12-17,"KS",264,"Kansas",220,2023-05-20,-0.166666666666667,-44,"B) 2022-2023"
2022-12-17,"KY",459,"Kentucky",419,2023-05-20,-0.0871459694989107,-40,"B) 2022-2023"
2022-12-17,"LA",139,"Louisiana",146,2023-05-20,0.0503597122302158,7,"B) 2022-2023"
2022-12-17,"ME",204,"Maine",196,2023-05-20,-0.0392156862745098,-8,"B) 2022-2023"
2022-12-17,"MD",228,"Maryland",278,2023-05-20,0.219298245614035,50,"B) 2022-2023"
2022-12-17,"MA",689,"Massachusetts",694,2023-05-20,0.00725689404934688,5,"B) 2022-2023"
2022-12-17,"MI",1074,"Michigan",1001,2023-05-20,-0.0679702048417132,-73,"B) 2022-2023"
2022-12-17,"MN",257,"Minnesota",236,2023-05-20,-0.0817120622568093,-21,"B) 2022-2023"
2022-12-17,"MS",135,"Mississippi",133,2023-05-20,-0.0148148148148148,-2,"B) 2022-2023"
2022-12-17,"MO",735,"Missouri",717,2023-05-20,-0.0244897959183673,-18,"B) 2022-2023"
2022-12-17,"MT",107,"Montana",96,2023-05-20,-0.102803738317757,-11,"B) 2022-2023"
2022-12-17,"NE",193,"Nebraska",173,2023-05-20,-0.103626943005181,-20,"B) 2022-2023"
2022-12-17,"NV",242,"Nevada",231,2023-05-20,-0.0454545454545455,-11,"B) 2022-2023"
2022-12-17,"NH",89,"New Hampshire",87,2023-05-20,-0.0224719101123595,-2,"B) 2022-2023"
2022-12-17,"NJ",598,"New Jersey",601,2023-05-20,0.00501672240802676,3,"B) 2022-2023"
2022-12-17,"NM",267,"New Mexico",351,2023-05-20,0.314606741573034,84,"B) 2022-2023"
2022-12-17,"NY",1826,"New York",1741,2023-05-20,-0.0465498357064622,-85,"B) 2022-2023"
2022-12-17,"NC",335,"North Carolina",315,2023-05-20,-0.0597014925373134,-20,"B) 2022-2023"
2022-12-17,"ND",92,"North Dakota",95,2023-05-20,0.0326086956521739,3,"B) 2022-2023"
2022-12-17,"OH",993,"Ohio",982,2023-05-20,-0.0110775427995972,-11,"B) 2022-2023"
2022-12-17,"OK",768,"Oklahoma",764,2023-05-20,-0.00520833333333333,-4,"B) 2022-2023"
2022-12-17,"OR",567,"Oregon",652,2023-05-20,0.149911816578483,85,"B) 2022-2023"
2022-12-17,"PA",994,"Pennsylvania",1042,2023-05-20,0.0482897384305835,48,"B) 2022-2023"
2022-12-17,"PR",58,"Puerto Rico",89,2023-05-20,0.53448275862069,31,"B) 2022-2023"
2022-12-17,"RI",47,"Rhode Island",47,2023-05-20,0,0,"B) 2022-2023"
2022-12-17,"SC",138,"South Carolina",137,2023-05-20,-0.0072463768115942,-1,"B) 2022-2023"
2022-12-17,"SD",103,"South Dakota",105,2023-05-20,0.0194174757281553,2,"B) 2022-2023"
2022-12-17,"TN",242,"Tennessee",251,2023-05-20,0.0371900826446281,9,"B) 2022-2023"
2022-12-17,"TX",1488,"Texas",1462,2023-05-20,-0.0174731182795699,-26,"B) 2022-2023"
2022-12-17,"US",21323,"US",21421,2023-05-20,0.00459597617596023,98,"B) 2022-2023"
2022-12-17,"UT",34,"Utah",41,2023-05-20,0.205882352941176,7,"B) 2022-2023"
2022-12-17,"VT",56,"Vermont",66,2023-05-20,0.178571428571429,10,"B) 2022-2023"
2022-12-17,"VA",298,"Virginia",285,2023-05-20,-0.0436241610738255,-13,"B) 2022-2023"
2022-12-17,"WA",495,"Washington",709,2023-05-20,0.432323232323232,214,"B) 2022-2023"
2022-12-17,"WV",211,"West Virginia",199,2023-05-20,-0.0568720379146919,-12,"B) 2022-2023"
2022-12-17,"WI",483,"Wisconsin",498,2023-05-20,0.031055900621118,15,"B) 2022-2023"
2022-12-17,"WY",42,"Wyoming",35,2023-05-20,-0.166666666666667,-7,"B) 2022-2023"
2022-12-24,"AL",130,"Alabama",155,2023-05-20,0.192307692307692,25,"B) 2022-2023"
2022-12-24,"AK",48,"Alaska",40,2023-05-20,-0.166666666666667,-8,"B) 2022-2023"
2022-12-24,"AZ",597,"Arizona",604,2023-05-20,0.0117252931323283,7,"B) 2022-2023"
2022-12-24,"AR",210,"Arkansas",189,2023-05-20,-0.1,-21,"B) 2022-2023"
2022-12-24,"CA",1645,"California",1580,2023-05-20,-0.0395136778115502,-65,"B) 2022-2023"
2022-12-24,"CO",341,"Colorado",350,2023-05-20,0.0263929618768328,9,"B) 2022-2023"
2022-12-24,"CT",309,"Connecticut",275,2023-05-20,-0.110032362459547,-34,"B) 2022-2023"
2022-12-24,"DE",28,"Delaware",29,2023-05-20,0.0357142857142857,1,"B) 2022-2023"
2022-12-24,"DC",23,"District of Columbia",26,2023-05-20,0.130434782608696,3,"B) 2022-2023"
2022-12-24,"FL",905,"Florida",982,2023-05-20,0.0850828729281768,77,"B) 2022-2023"
2022-12-24,"GA",152,"Georgia",162,2023-05-20,0.0657894736842105,10,"B) 2022-2023"
2022-12-24,"HI",24,"Hawaii",31,2023-05-20,0.291666666666667,7,"B) 2022-2023"
2022-12-24,"ID",213,"Idaho",195,2023-05-20,-0.0845070422535211,-18,"B) 2022-2023"
2022-12-24,"IL",529,"Illinois",563,2023-05-20,0.0642722117202268,34,"B) 2022-2023"
2022-12-24,"IN",627,"Indiana",592,2023-05-20,-0.0558213716108453,-35,"B) 2022-2023"
2022-12-24,"IA",319,"Iowa",331,2023-05-20,0.0376175548589342,12,"B) 2022-2023"
2022-12-24,"KS",154,"Kansas",187,2023-05-20,0.214285714285714,33,"B) 2022-2023"
2022-12-24,"KY",279,"Kentucky",268,2023-05-20,-0.039426523297491,-11,"B) 2022-2023"
2022-12-24,"LA",170,"Louisiana",141,2023-05-20,-0.170588235294118,-29,"B) 2022-2023"
2022-12-24,"ME",195,"Maine",212,2023-05-20,0.0871794871794872,17,"B) 2022-2023"
2022-12-24,"MD",209,"Maryland",227,2023-05-20,0.0861244019138756,18,"B) 2022-2023"
2022-12-24,"MA",804,"Massachusetts",769,2023-05-20,-0.0435323383084577,-35,"B) 2022-2023"
2022-12-24,"MI",1088,"Michigan",1109,2023-05-20,0.0193014705882353,21,"B) 2022-2023"
2022-12-24,"MN",169,"Minnesota",162,2023-05-20,-0.0414201183431953,-7,"B) 2022-2023"
2022-12-24,"MS",78,"Mississippi",87,2023-05-20,0.115384615384615,9,"B) 2022-2023"
2022-12-24,"MO",540,"Missouri",548,2023-05-20,0.0148148148148148,8,"B) 2022-2023"
2022-12-24,"MT",67,"Montana",64,2023-05-20,-0.0447761194029851,-3,"B) 2022-2023"
2022-12-24,"NE",139,"Nebraska",138,2023-05-20,-0.00719424460431655,-1,"B) 2022-2023"
2022-12-24,"NV",271,"Nevada",232,2023-05-20,-0.143911439114391,-39,"B) 2022-2023"
2022-12-24,"NH",113,"New Hampshire",120,2023-05-20,0.0619469026548673,7,"B) 2022-2023"
2022-12-24,"NJ",516,"New Jersey",522,2023-05-20,0.0116279069767442,6,"B) 2022-2023"
2022-12-24,"NM",267,"New Mexico",352,2023-05-20,0.318352059925094,85,"B) 2022-2023"
2022-12-24,"NY",1435,"New York",1485,2023-05-20,0.0348432055749129,50,"B) 2022-2023"
2022-12-24,"NC",267,"North Carolina",296,2023-05-20,0.108614232209738,29,"B) 2022-2023"
2022-12-24,"ND",78,"North Dakota",70,2023-05-20,-0.102564102564103,-8,"B) 2022-2023"
2022-12-24,"OH",790,"Ohio",783,2023-05-20,-0.00886075949367089,-7,"B) 2022-2023"
2022-12-24,"OK",749,"Oklahoma",682,2023-05-20,-0.0894526034712951,-67,"B) 2022-2023"
2022-12-24,"OR",421,"Oregon",443,2023-05-20,0.0522565320665083,22,"B) 2022-2023"
2022-12-24,"PA",1015,"Pennsylvania",1044,2023-05-20,0.0285714285714286,29,"B) 2022-2023"
2022-12-24,"PR",145,"Puerto Rico",99,2023-05-20,-0.317241379310345,-46,"B) 2022-2023"
2022-12-24,"RI",61,"Rhode Island",62,2023-05-20,0.0163934426229508,1,"B) 2022-2023"
2022-12-24,"SC",117,"South Carolina",128,2023-05-20,0.094017094017094,11,"B) 2022-2023"
2022-12-24,"SD",71,"South Dakota",71,2023-05-20,0,0,"B) 2022-2023"
2022-12-24,"TN",265,"Tennessee",225,2023-05-20,-0.150943396226415,-40,"B) 2022-2023"
2022-12-24,"TX",1292,"Texas",1225,2023-05-20,-0.0518575851393189,-67,"B) 2022-2023"
2022-12-24,"US",19374,"US",19288,2023-05-20,-0.00443893878393724,-86,"B) 2022-2023"
2022-12-24,"UT",52,"Utah",62,2023-05-20,0.192307692307692,10,"B) 2022-2023"
2022-12-24,"VT",59,"Vermont",66,2023-05-20,0.11864406779661,7,"B) 2022-2023"
2022-12-24,"VA",251,"Virginia",274,2023-05-20,0.0916334661354582,23,"B) 2022-2023"
2022-12-24,"WA",424,"Washington",387,2023-05-20,-0.0872641509433962,-37,"B) 2022-2023"
2022-12-24,"WV",219,"West Virginia",149,2023-05-20,-0.319634703196347,-70,"B) 2022-2023"
2022-12-24,"WI",446,"Wisconsin",444,2023-05-20,-0.00448430493273543,-2,"B) 2022-2023"
2022-12-24,"WY",58,"Wyoming",51,2023-05-20,-0.120689655172414,-7,"B) 2022-2023"
2022-12-31,"AL",150,"Alabama",140,2023-05-20,-0.0666666666666667,-10,"B) 2022-2023"
2022-12-31,"AK",61,"Alaska",44,2023-05-20,-0.278688524590164,-17,"B) 2022-2023"
2022-12-31,"AZ",758,"Arizona",656,2023-05-20,-0.134564643799472,-102,"B) 2022-2023"
2022-12-31,"AR",231,"Arkansas",217,2023-05-20,-0.0606060606060606,-14,"B) 2022-2023"
2022-12-31,"CA",1506,"California",1384,2023-05-20,-0.0810092961487384,-122,"B) 2022-2023"
2022-12-31,"CO",313,"Colorado",311,2023-05-20,-0.00638977635782748,-2,"B) 2022-2023"
2022-12-31,"CT",269,"Connecticut",248,2023-05-20,-0.0780669144981413,-21,"B) 2022-2023"
2022-12-31,"DE",40,"Delaware",46,2023-05-20,0.15,6,"B) 2022-2023"
2022-12-31,"DC",30,"District of Columbia",27,2023-05-20,-0.1,-3,"B) 2022-2023"
2022-12-31,"FL",1220,"Florida",1297,2023-05-20,0.0631147540983607,77,"B) 2022-2023"
2022-12-31,"GA",166,"Georgia",195,2023-05-20,0.174698795180723,29,"B) 2022-2023"
2022-12-31,"HI",27,"Hawaii",28,2023-05-20,0.037037037037037,1,"B) 2022-2023"
2022-12-31,"ID",224,"Idaho",219,2023-05-20,-0.0223214285714286,-5,"B) 2022-2023"
2022-12-31,"IL",529,"Illinois",571,2023-05-20,0.0793950850661626,42,"B) 2022-2023"
2022-12-31,"IN",567,"Indiana",571,2023-05-20,0.00705467372134039,4,"B) 2022-2023"
2022-12-31,"IA",313,"Iowa",301,2023-05-20,-0.0383386581469649,-12,"B) 2022-2023"
2022-12-31,"KS",143,"Kansas",176,2023-05-20,0.230769230769231,33,"B) 2022-2023"
2022-12-31,"KY",251,"Kentucky",231,2023-05-20,-0.0796812749003984,-20,"B) 2022-2023"
2022-12-31,"LA",186,"Louisiana",189,2023-05-20,0.0161290322580645,3,"B) 2022-2023"
2022-12-31,"ME",195,"Maine",186,2023-05-20,-0.0461538461538462,-9,"B) 2022-2023"
2022-12-31,"MD",234,"Maryland",221,2023-05-20,-0.0555555555555556,-13,"B) 2022-2023"
2022-12-31,"MA",800,"Massachusetts",733,2023-05-20,-0.08375,-67,"B) 2022-2023"
2022-12-31,"MI",1131,"Michigan",1137,2023-05-20,0.00530503978779841,6,"B) 2022-2023"
2022-12-31,"MN",172,"Minnesota",164,2023-05-20,-0.0465116279069767,-8,"B) 2022-2023"
2022-12-31,"MS",127,"Mississippi",122,2023-05-20,-0.0393700787401575,-5,"B) 2022-2023"
2022-12-31,"MO",652,"Missouri",642,2023-05-20,-0.0153374233128834,-10,"B) 2022-2023"
2022-12-31,"MT",99,"Montana",86,2023-05-20,-0.131313131313131,-13,"B) 2022-2023"
2022-12-31,"NE",139,"Nebraska",136,2023-05-20,-0.0215827338129496,-3,"B) 2022-2023"
2022-12-31,"NV",180,"Nevada",169,2023-05-20,-0.0611111111111111,-11,"B) 2022-2023"
2022-12-31,"NH",141,"New Hampshire",142,2023-05-20,0.00709219858156028,1,"B) 2022-2023"
2022-12-31,"NJ",484,"New Jersey",505,2023-05-20,0.0433884297520661,21,"B) 2022-2023"
2022-12-31,"NM",252,"New Mexico",269,2023-05-20,0.0674603174603175,17,"B) 2022-2023"
2022-12-31,"NY",1295,"New York",1273,2023-05-20,-0.016988416988417,-22,"B) 2022-2023"
2022-12-31,"NC",326,"North Carolina",308,2023-05-20,-0.0552147239263804,-18,"B) 2022-2023"
2022-12-31,"ND",87,"North Dakota",81,2023-05-20,-0.0689655172413793,-6,"B) 2022-2023"
2022-12-31,"OH",721,"Ohio",688,2023-05-20,-0.0457697642163662,-33,"B) 2022-2023"
2022-12-31,"OK",724,"Oklahoma",700,2023-05-20,-0.0331491712707182,-24,"B) 2022-2023"
2022-12-31,"OR",350,"Oregon",344,2023-05-20,-0.0171428571428571,-6,"B) 2022-2023"
2022-12-31,"PA",1033,"Pennsylvania",1060,2023-05-20,0.0261374636979671,27,"B) 2022-2023"
2022-12-31,"PR",68,"Puerto Rico",61,2023-05-20,-0.102941176470588,-7,"B) 2022-2023"
2022-12-31,"RI",54,"Rhode Island",51,2023-05-20,-0.0555555555555556,-3,"B) 2022-2023"
2022-12-31,"SC",138,"South Carolina",164,2023-05-20,0.188405797101449,26,"B) 2022-2023"
2022-12-31,"SD",45,"South Dakota",57,2023-05-20,0.266666666666667,12,"B) 2022-2023"
2022-12-31,"TN",257,"Tennessee",247,2023-05-20,-0.0389105058365759,-10,"B) 2022-2023"
2022-12-31,"TX",1446,"Texas",1432,2023-05-20,-0.00968188105117566,-14,"B) 2022-2023"
2022-12-31,"US",19707,"US",19369,2023-05-20,-0.0171512660475973,-338,"B) 2022-2023"
2022-12-31,"UT",86,"Utah",90,2023-05-20,0.0465116279069767,4,"B) 2022-2023"
2022-12-31,"VT",81,"Vermont",76,2023-05-20,-0.0617283950617284,-5,"B) 2022-2023"
2022-12-31,"VA",239,"Virginia",280,2023-05-20,0.171548117154812,41,"B) 2022-2023"
2022-12-31,"WA",377,"Washington",380,2023-05-20,0.00795755968169761,3,"B) 2022-2023"
2022-12-31,"WV",270,"West Virginia",188,2023-05-20,-0.303703703703704,-82,"B) 2022-2023"
2022-12-31,"WI",470,"Wisconsin",476,2023-05-20,0.0127659574468085,6,"B) 2022-2023"
2022-12-31,"WY",50,"Wyoming",50,2023-05-20,0,0,"B) 2022-2023"
2023-01-07,"AL",136,"Alabama",125,2023-05-20,-0.0808823529411765,-11,"B) 2022-2023"
2023-01-07,"AK",36,"Alaska",29,2023-05-20,-0.194444444444444,-7,"B) 2022-2023"
2023-01-07,"AZ",392,"Arizona",350,2023-05-20,-0.107142857142857,-42,"B) 2022-2023"
2023-01-07,"AR",155,"Arkansas",146,2023-05-20,-0.0580645161290323,-9,"B) 2022-2023"
2023-01-07,"CA",874,"California",855,2023-05-20,-0.0217391304347826,-19,"B) 2022-2023"
2023-01-07,"CO",141,"Colorado",146,2023-05-20,0.0354609929078014,5,"B) 2022-2023"
2023-01-07,"CT",170,"Connecticut",160,2023-05-20,-0.0588235294117647,-10,"B) 2022-2023"
2023-01-07,"DE",35,"Delaware",41,2023-05-20,0.171428571428571,6,"B) 2022-2023"
2023-01-07,"DC",16,"District of Columbia",15,2023-05-20,-0.0625,-1,"B) 2022-2023"
2023-01-07,"FL",1061,"Florida",1213,2023-05-20,0.143261074458058,152,"B) 2022-2023"
2023-01-07,"GA",166,"Georgia",168,2023-05-20,0.0120481927710843,2,"B) 2022-2023"
2023-01-07,"HI",18,"Hawaii",10,2023-05-20,-0.444444444444444,-8,"B) 2022-2023"
2023-01-07,"ID",101,"Idaho",101,2023-05-20,0,0,"B) 2022-2023"
2023-01-07,"IL",386,"Illinois",393,2023-05-20,0.0181347150259067,7,"B) 2022-2023"
2023-01-07,"IN",381,"Indiana",339,2023-05-20,-0.110236220472441,-42,"B) 2022-2023"
2023-01-07,"IA",193,"Iowa",202,2023-05-20,0.0466321243523316,9,"B) 2022-2023"
2023-01-07,"KS",120,"Kansas",116,2023-05-20,-0.0333333333333333,-4,"B) 2022-2023"
2023-01-07,"KY",133,"Kentucky",123,2023-05-20,-0.075187969924812,-10,"B) 2022-2023"
