"forecast_date","target","target_end_date","location","type","quantile","value"
2023-05-15,"1 wk ahead inc flu hosp",2023-05-20,"01","quantile",0.01,3.09030443807927
2023-05-15,"1 wk ahead inc flu hosp",2023-05-20,"01","quantile",0.025,3.90091654156381
2023-05-15,"1 wk ahead inc flu hosp",2023-05-20,"01","quantile",0.05,5.05543880782609
2023-05-15,"1 wk ahead inc flu hosp",2023-05-20,"01","quantile",0.1,6.2902752019454
2023-05-15,"1 wk ahead inc flu hosp",2023-05-20,"01","quantile",0.15,7.5131256480132
2023-05-15,"1 wk ahead inc flu hosp",2023-05-20,"01","quantile",0.2,8.97573332510531
2023-05-15,"1 wk ahead inc flu hosp",2023-05-20,"01","quantile",0.25,10.002712257122
2023-05-15,"1 wk ahead inc flu hosp",2023-05-20,"01","quantile",0.3,11.1092298667155
2023-05-15,"1 wk ahead inc flu hosp",2023-05-20,"01","quantile",0.35,12.0403317226323
2023-05-15,"1 wk ahead inc flu hosp",2023-05-20,"01","quantile",0.4,13.2096193834841
2023-05-15,"1 wk ahead inc flu hosp",2023-05-20,"01","quantile",0.45,14.2913487959194
2023-05-15,"1 wk ahead inc flu hosp",2023-05-20,"01","quantile",0.5,15.4994324524011
2023-05-15,"1 wk ahead inc flu hosp",2023-05-20,"01","quantile",0.55,16.804156966125
2023-05-15,"1 wk ahead inc flu hosp",2023-05-20,"01","quantile",0.6,17.9747301174833
2023-05-15,"1 wk ahead inc flu hosp",2023-05-20,"01","quantile",0.65,19.1600660505299
2023-05-15,"1 wk ahead inc flu hosp",2023-05-20,"01","quantile",0.7,21.0326820390236
2023-05-15,"1 wk ahead inc flu hosp",2023-05-20,"01","quantile",0.75,22.5528440275191
2023-05-15,"1 wk ahead inc flu hosp",2023-05-20,"01","quantile",0.8,24.1197301274195
2023-05-15,"1 wk ahead inc flu hosp",2023-05-20,"01","quantile",0.85,26.449248332021
2023-05-15,"1 wk ahead inc flu hosp",2023-05-20,"01","quantile",0.9,30.1843112983267
2023-05-15,"1 wk ahead inc flu hosp",2023-05-20,"01","quantile",0.95,34.4921745187762
2023-05-15,"1 wk ahead inc flu hosp",2023-05-20,"01","quantile",0.975,38.6923884346798
2023-05-15,"1 wk ahead inc flu hosp",2023-05-20,"01","quantile",0.99,44.9987537729071
2023-05-15,"2 wk ahead inc flu hosp",2023-05-27,"01","quantile",0.01,2.26115858049368
2023-05-15,"2 wk ahead inc flu hosp",2023-05-27,"01","quantile",0.025,2.81607643954732
2023-05-15,"2 wk ahead inc flu hosp",2023-05-27,"01","quantile",0.05,3.51685342616184
2023-05-15,"2 wk ahead inc flu hosp",2023-05-27,"01","quantile",0.1,4.5632846207991
2023-05-15,"2 wk ahead inc flu hosp",2023-05-27,"01","quantile",0.15,5.5463398637619
2023-05-15,"2 wk ahead inc flu hosp",2023-05-27,"01","quantile",0.2,6.78934510795271
2023-05-15,"2 wk ahead inc flu hosp",2023-05-27,"01","quantile",0.25,8.09840020104108
2023-05-15,"2 wk ahead inc flu hosp",2023-05-27,"01","quantile",0.3,9.39689494860091
2023-05-15,"2 wk ahead inc flu hosp",2023-05-27,"01","quantile",0.35,10.863470163783
2023-05-15,"2 wk ahead inc flu hosp",2023-05-27,"01","quantile",0.4,12.6866495990253
2023-05-15,"2 wk ahead inc flu hosp",2023-05-27,"01","quantile",0.45,14.2564440087355
2023-05-15,"2 wk ahead inc flu hosp",2023-05-27,"01","quantile",0.5,15.915611092929
2023-05-15,"2 wk ahead inc flu hosp",2023-05-27,"01","quantile",0.55,17.6674200006032
2023-05-15,"2 wk ahead inc flu hosp",2023-05-27,"01","quantile",0.6,19.0575796347596
2023-05-15,"2 wk ahead inc flu hosp",2023-05-27,"01","quantile",0.65,20.9200755909151
2023-05-15,"2 wk ahead inc flu hosp",2023-05-27,"01","quantile",0.7,23.0838662336453
2023-05-15,"2 wk ahead inc flu hosp",2023-05-27,"01","quantile",0.75,25.8001406678652
2023-05-15,"2 wk ahead inc flu hosp",2023-05-27,"01","quantile",0.8,28.2859737027114
2023-05-15,"2 wk ahead inc flu hosp",2023-05-27,"01","quantile",0.85,31.349265156853
2023-05-15,"2 wk ahead inc flu hosp",2023-05-27,"01","quantile",0.9,36.1056124960831
2023-05-15,"2 wk ahead inc flu hosp",2023-05-27,"01","quantile",0.95,42.7645094772273
2023-05-15,"2 wk ahead inc flu hosp",2023-05-27,"01","quantile",0.975,49.4300263461429
2023-05-15,"2 wk ahead inc flu hosp",2023-05-27,"01","quantile",0.99,59.016553339937
2023-05-15,"3 wk ahead inc flu hosp",2023-06-03,"01","quantile",0.01,2.40503488365232
2023-05-15,"3 wk ahead inc flu hosp",2023-06-03,"01","quantile",0.025,2.81338128883953
2023-05-15,"3 wk ahead inc flu hosp",2023-06-03,"01","quantile",0.05,3.50918162287469
2023-05-15,"3 wk ahead inc flu hosp",2023-06-03,"01","quantile",0.1,4.36416193657359
2023-05-15,"3 wk ahead inc flu hosp",2023-06-03,"01","quantile",0.15,5.32124402335245
2023-05-15,"3 wk ahead inc flu hosp",2023-06-03,"01","quantile",0.2,6.76325173816431
2023-05-15,"3 wk ahead inc flu hosp",2023-06-03,"01","quantile",0.25,7.64776233286237
2023-05-15,"3 wk ahead inc flu hosp",2023-06-03,"01","quantile",0.3,9.42387411812487
2023-05-15,"3 wk ahead inc flu hosp",2023-06-03,"01","quantile",0.35,10.7969293945758
2023-05-15,"3 wk ahead inc flu hosp",2023-06-03,"01","quantile",0.4,12.4884587584958
2023-05-15,"3 wk ahead inc flu hosp",2023-06-03,"01","quantile",0.45,14.3342390961005
2023-05-15,"3 wk ahead inc flu hosp",2023-06-03,"01","quantile",0.5,15.798213546398
2023-05-15,"3 wk ahead inc flu hosp",2023-06-03,"01","quantile",0.55,17.8135765759406
2023-05-15,"3 wk ahead inc flu hosp",2023-06-03,"01","quantile",0.6,20.1269879836839
2023-05-15,"3 wk ahead inc flu hosp",2023-06-03,"01","quantile",0.65,22.0814221452783
2023-05-15,"3 wk ahead inc flu hosp",2023-06-03,"01","quantile",0.7,24.582636871681
2023-05-15,"3 wk ahead inc flu hosp",2023-06-03,"01","quantile",0.75,26.7946726860878
2023-05-15,"3 wk ahead inc flu hosp",2023-06-03,"01","quantile",0.8,29.8271390831452
2023-05-15,"3 wk ahead inc flu hosp",2023-06-03,"01","quantile",0.85,33.8740602297767
2023-05-15,"3 wk ahead inc flu hosp",2023-06-03,"01","quantile",0.9,38.6763157269959
2023-05-15,"3 wk ahead inc flu hosp",2023-06-03,"01","quantile",0.95,49.9358800942104
2023-05-15,"3 wk ahead inc flu hosp",2023-06-03,"01","quantile",0.975,56.9638936280821
2023-05-15,"3 wk ahead inc flu hosp",2023-06-03,"01","quantile",0.99,69.9294367146055
2023-05-15,"4 wk ahead inc flu hosp",2023-06-10,"01","quantile",0.01,2.105286022166
2023-05-15,"4 wk ahead inc flu hosp",2023-06-10,"01","quantile",0.025,2.77630288254279
2023-05-15,"4 wk ahead inc flu hosp",2023-06-10,"01","quantile",0.05,3.42143162750163
