"","location_name","wk_end_date","value"
"1","Alabama",2022-09-03,21
"2","Alabama",2022-09-10,11
"3","Alabama",2022-09-17,17
"4","Alabama",2022-09-24,20
"5","Alabama",2022-10-01,24
"6","Alabama",2022-10-08,41
"7","Alabama",2022-10-15,86
"8","Alabama",2022-10-22,141
"9","Alabama",2022-10-29,262
"10","Alabama",2022-11-05,360
"11","Alabama",2022-11-12,303
"12","Alabama",2022-11-19,226
"13","Alabama",2022-11-26,261
"14","Alabama",2022-12-03,349
"15","Alaska",2022-09-03,0
"16","Alaska",2022-09-10,5
"17","Alaska",2022-09-17,0
"18","Alaska",2022-09-24,0
"19","Alaska",2022-10-01,2
"20","Alaska",2022-10-08,3
"21","Alaska",2022-10-15,2
"22","Alaska",2022-10-22,3
"23","Alaska",2022-10-29,14
"24","Alaska",2022-11-05,10
"25","Alaska",2022-11-12,20
"26","Alaska",2022-11-19,38
"27","Alaska",2022-11-26,66
"28","Alaska",2022-12-03,58
"29","Arizona",2022-09-03,16
"30","Arizona",2022-09-10,5
"31","Arizona",2022-09-17,7
"32","Arizona",2022-09-24,9
"33","Arizona",2022-10-01,10
"34","Arizona",2022-10-08,18
"35","Arizona",2022-10-15,14
"36","Arizona",2022-10-22,22
"37","Arizona",2022-10-29,34
"38","Arizona",2022-11-05,84
"39","Arizona",2022-11-12,153
"40","Arizona",2022-11-19,339
"41","Arizona",2022-11-26,612
"42","Arizona",2022-12-03,821
"43","Arkansas",2022-09-03,8
"44","Arkansas",2022-09-10,6
"45","Arkansas",2022-09-17,4
"46","Arkansas",2022-09-24,8
"47","Arkansas",2022-10-01,10
"48","Arkansas",2022-10-08,21
"49","Arkansas",2022-10-15,40
"50","Arkansas",2022-10-22,50
"51","Arkansas",2022-10-29,84
"52","Arkansas",2022-11-05,141
"53","Arkansas",2022-11-12,212
"54","Arkansas",2022-11-19,218
"55","Arkansas",2022-11-26,435
"56","Arkansas",2022-12-03,466
"57","California",2022-09-03,35
"58","California",2022-09-10,29
"59","California",2022-09-17,24
"60","California",2022-09-24,35
"61","California",2022-10-01,72
"62","California",2022-10-08,93
"63","California",2022-10-15,97
"64","California",2022-10-22,124
"65","California",2022-10-29,211
"66","California",2022-11-05,456
"67","California",2022-11-12,928
"68","California",2022-11-19,1616
"69","California",2022-11-26,2790
"70","California",2022-12-03,3157
"71","Colorado",2022-09-03,1
"72","Colorado",2022-09-10,3
"73","Colorado",2022-09-17,3
"74","Colorado",2022-09-24,4
"75","Colorado",2022-10-01,3
"76","Colorado",2022-10-08,1
"77","Colorado",2022-10-15,5
"78","Colorado",2022-10-22,15
"79","Colorado",2022-10-29,32
"80","Colorado",2022-11-05,32
"81","Colorado",2022-11-12,61
