"model","target_end_date","target","coverage95"
"ISU_NiemiLab-NLH",2023-12-23,"2 wk inc flu hosp","0.333333333333333"
"ISU_NiemiLab-NLH",2023-12-23,"3 wk inc flu hosp","0.269230769230769"
"ISU_NiemiLab-NLH",2023-12-30,"0 wk inc flu hosp","No data"
"ISU_NiemiLab-NLH",2023-12-30,"1 wk inc flu hosp","No data"
"ISU_NiemiLab-NLH",2023-12-30,"2 wk inc flu hosp","0.423076923076923"
"ISU_NiemiLab-NLH",2023-12-30,"3 wk inc flu hosp","0.274509803921569"
"ISU_NiemiLab-NLH",2024-01-06,"0 wk inc flu hosp","0.75"
"ISU_NiemiLab-NLH",2024-01-06,"1 wk inc flu hosp","No data"
"ISU_NiemiLab-NLH",2024-01-06,"2 wk inc flu hosp","No data"
"ISU_NiemiLab-NLH",2024-01-06,"3 wk inc flu hosp","0.692307692307692"
"ISU_NiemiLab-NLH",2024-01-13,"0 wk inc flu hosp","0.807692307692308"
"ISU_NiemiLab-NLH",2024-01-13,"1 wk inc flu hosp","0.846153846153846"
"ISU_NiemiLab-NLH",2024-01-13,"2 wk inc flu hosp","No data"
"ISU_NiemiLab-NLH",2024-01-13,"3 wk inc flu hosp","No data"
"ISU_NiemiLab-NLH",2024-01-20,"0 wk inc flu hosp","0.923076923076923"
"ISU_NiemiLab-NLH",2024-01-20,"1 wk inc flu hosp","0.865384615384615"
"ISU_NiemiLab-NLH",2024-01-20,"2 wk inc flu hosp","0.865384615384615"
"ISU_NiemiLab-NLH",2024-01-20,"3 wk inc flu hosp","No data"
"ISU_NiemiLab-NLH",2024-01-27,"0 wk inc flu hosp","0.92156862745098"
"ISU_NiemiLab-NLH",2024-01-27,"1 wk inc flu hosp","0.980769230769231"
"ISU_NiemiLab-NLH",2024-01-27,"2 wk inc flu hosp","0.846153846153846"
"ISU_NiemiLab-NLH",2024-01-27,"3 wk inc flu hosp","0.865384615384615"
"ISU_NiemiLab-NLH",2024-02-03,"0 wk inc flu hosp","0.865384615384615"
"ISU_NiemiLab-NLH",2024-02-03,"1 wk inc flu hosp","0.92156862745098"
"ISU_NiemiLab-NLH",2024-02-03,"2 wk inc flu hosp","0.923076923076923"
"ISU_NiemiLab-NLH",2024-02-03,"3 wk inc flu hosp","0.884615384615385"
"ISU_NiemiLab-NLH",2024-02-10,"0 wk inc flu hosp","0.705882352941177"
"ISU_NiemiLab-NLH",2024-02-10,"1 wk inc flu hosp","0.807692307692308"
"ISU_NiemiLab-NLH",2024-02-10,"2 wk inc flu hosp","0.843137254901961"
"ISU_NiemiLab-NLH",2024-02-10,"3 wk inc flu hosp","0.942307692307692"
"ISU_NiemiLab-NLH",2024-02-17,"0 wk inc flu hosp","No data"
"ISU_NiemiLab-NLH",2024-02-17,"1 wk inc flu hosp","0.647058823529412"
"ISU_NiemiLab-NLH",2024-02-17,"2 wk inc flu hosp","0.711538461538462"
"ISU_NiemiLab-NLH",2024-02-17,"3 wk inc flu hosp","0.843137254901961"
"ISU_NiemiLab-NLH",2024-02-24,"0 wk inc flu hosp","0.884615384615385"
"ISU_NiemiLab-NLH",2024-02-24,"1 wk inc flu hosp","No data"
"ISU_NiemiLab-NLH",2024-02-24,"2 wk inc flu hosp","0.627450980392157"
"ISU_NiemiLab-NLH",2024-02-24,"3 wk inc flu hosp","0.673076923076923"
"ISU_NiemiLab-NLH",2024-03-02,"0 wk inc flu hosp","0.862745098039216"
"ISU_NiemiLab-NLH",2024-03-02,"1 wk inc flu hosp","0.826923076923077"
"ISU_NiemiLab-NLH",2024-03-02,"2 wk inc flu hosp","No data"
"ISU_NiemiLab-NLH",2024-03-02,"3 wk inc flu hosp","0.568627450980392"
"ISU_NiemiLab-NLH",2024-03-09,"0 wk inc flu hosp","1"
"ISU_NiemiLab-NLH",2024-03-09,"1 wk inc flu hosp","0.92156862745098"
"ISU_NiemiLab-NLH",2024-03-09,"2 wk inc flu hosp","0.846153846153846"
"ISU_NiemiLab-NLH",2024-03-09,"3 wk inc flu hosp","No data"
"ISU_NiemiLab-NLH",2024-03-16,"0 wk inc flu hosp","0.980769230769231"
"ISU_NiemiLab-NLH",2024-03-16,"1 wk inc flu hosp","1"
"ISU_NiemiLab-NLH",2024-03-16,"2 wk inc flu hosp","0.980392156862745"
"ISU_NiemiLab-NLH",2024-03-16,"3 wk inc flu hosp","0.865384615384615"
"ISU_NiemiLab-NLH",2024-03-23,"0 wk inc flu hosp","0.923076923076923"
"ISU_NiemiLab-NLH",2024-03-23,"1 wk inc flu hosp","0.942307692307692"
"ISU_NiemiLab-NLH",2024-03-23,"2 wk inc flu hosp","0.903846153846154"
"ISU_NiemiLab-NLH",2024-03-23,"3 wk inc flu hosp","0.96078431372549"
"ISU_NiemiLab-NLH",2024-03-30,"0 wk inc flu hosp","0.980769230769231"
"ISU_NiemiLab-NLH",2024-03-30,"1 wk inc flu hosp","0.980769230769231"
"ISU_NiemiLab-NLH",2024-03-30,"2 wk inc flu hosp","0.961538461538462"
"ISU_NiemiLab-NLH",2024-03-30,"3 wk inc flu hosp","0.942307692307692"
"ISU_NiemiLab-NLH",2024-04-06,"0 wk inc flu hosp","1"
"ISU_NiemiLab-NLH",2024-04-06,"1 wk inc flu hosp","0.961538461538462"
"ISU_NiemiLab-NLH",2024-04-06,"2 wk inc flu hosp","0.942307692307692"
"ISU_NiemiLab-NLH",2024-04-06,"3 wk inc flu hosp","0.961538461538462"
"ISU_NiemiLab-NLH",2024-04-13,"0 wk inc flu hosp","0.980769230769231"
"ISU_NiemiLab-NLH",2024-04-13,"1 wk inc flu hosp","0.980769230769231"
"ISU_NiemiLab-NLH",2024-04-13,"2 wk inc flu hosp","0.961538461538462"
"ISU_NiemiLab-NLH",2024-04-13,"3 wk inc flu hosp","0.942307692307692"
"ISU_NiemiLab-NLH",2024-04-20,"0 wk inc flu hosp","0.961538461538462"
"ISU_NiemiLab-NLH",2024-04-20,"1 wk inc flu hosp","1"
"ISU_NiemiLab-NLH",2024-04-20,"2 wk inc flu hosp","0.980769230769231"
"ISU_NiemiLab-NLH",2024-04-20,"3 wk inc flu hosp","0.961538461538462"
"ISU_NiemiLab-NLH",2024-04-27,"0 wk inc flu hosp","No data"
"ISU_NiemiLab-NLH",2024-04-27,"1 wk inc flu hosp","0.980769230769231"
"ISU_NiemiLab-NLH",2024-04-27,"2 wk inc flu hosp","0.980769230769231"
"ISU_NiemiLab-NLH",2024-04-27,"3 wk inc flu hosp","0.980769230769231"
"LUcompUncertLab-chimera",2023-10-14,"0 wk inc flu hosp","0.461538461538462"
"LUcompUncertLab-chimera",2023-10-21,"0 wk inc flu hosp","0.615384615384615"
"LUcompUncertLab-chimera",2023-10-21,"1 wk inc flu hosp","0.442307692307692"
"LUcompUncertLab-chimera",2023-10-28,"0 wk inc flu hosp","0.519230769230769"
"LUcompUncertLab-chimera",2023-10-28,"1 wk inc flu hosp","0.942307692307692"
"LUcompUncertLab-chimera",2023-10-28,"2 wk inc flu hosp","0.307692307692308"
"LUcompUncertLab-chimera",2023-11-04,"0 wk inc flu hosp","0.846153846153846"
"LUcompUncertLab-chimera",2023-11-04,"1 wk inc flu hosp","0.384615384615385"
"LUcompUncertLab-chimera",2023-11-04,"2 wk inc flu hosp","0.942307692307692"
"LUcompUncertLab-chimera",2023-11-04,"3 wk inc flu hosp","No data"
"LUcompUncertLab-chimera",2023-11-11,"0 wk inc flu hosp","0.807692307692308"
"LUcompUncertLab-chimera",2023-11-11,"1 wk inc flu hosp","0.865384615384615"
"LUcompUncertLab-chimera",2023-11-11,"2 wk inc flu hosp","0.403846153846154"
"LUcompUncertLab-chimera",2023-11-11,"3 wk inc flu hosp","No data"
"LUcompUncertLab-chimera",2023-11-18,"0 wk inc flu hosp","0.75"
"LUcompUncertLab-chimera",2023-11-18,"1 wk inc flu hosp","0.75"
"LUcompUncertLab-chimera",2023-11-18,"2 wk inc flu hosp","0.788461538461538"
"LUcompUncertLab-chimera",2023-11-18,"3 wk inc flu hosp","No data"
"LUcompUncertLab-chimera",2023-11-25,"0 wk inc flu hosp","0.865384615384615"
"LUcompUncertLab-chimera",2023-11-25,"1 wk inc flu hosp","0.788461538461538"
"LUcompUncertLab-chimera",2023-11-25,"2 wk inc flu hosp","0.692307692307692"
"LUcompUncertLab-chimera",2023-11-25,"3 wk inc flu hosp","No data"
"LUcompUncertLab-chimera",2023-12-02,"0 wk inc flu hosp","0.730769230769231"
"LUcompUncertLab-chimera",2023-12-02,"1 wk inc flu hosp","0.615384615384615"
"LUcompUncertLab-chimera",2023-12-02,"2 wk inc flu hosp","0.711538461538462"
"LUcompUncertLab-chimera",2023-12-02,"3 wk inc flu hosp","No data"
"LUcompUncertLab-chimera",2023-12-09,"0 wk inc flu hosp","0.843137254901961"
"LUcompUncertLab-chimera",2023-12-09,"1 wk inc flu hosp","0.692307692307692"
"LUcompUncertLab-chimera",2023-12-09,"2 wk inc flu hosp","0.596153846153846"
"LUcompUncertLab-chimera",2023-12-09,"3 wk inc flu hosp","No data"
"LUcompUncertLab-chimera",2023-12-16,"0 wk inc flu hosp","0.826923076923077"
"LUcompUncertLab-chimera",2023-12-16,"1 wk inc flu hosp","0.745098039215686"
"LUcompUncertLab-chimera",2023-12-16,"2 wk inc flu hosp","0.692307692307692"
"LUcompUncertLab-chimera",2023-12-16,"3 wk inc flu hosp","No data"
"LUcompUncertLab-chimera",2023-12-23,"0 wk inc flu hosp","0.519230769230769"
"LUcompUncertLab-chimera",2023-12-23,"1 wk inc flu hosp","0.538461538461538"
"LUcompUncertLab-chimera",2023-12-23,"2 wk inc flu hosp","0.411764705882353"
"LUcompUncertLab-chimera",2023-12-23,"3 wk inc flu hosp","0.403846153846154"
"LUcompUncertLab-chimera",2023-12-30,"0 wk inc flu hosp","0.673076923076923"
"LUcompUncertLab-chimera",2023-12-30,"1 wk inc flu hosp","0.5"
"LUcompUncertLab-chimera",2023-12-30,"2 wk inc flu hosp","0.461538461538462"
"LUcompUncertLab-chimera",2023-12-30,"3 wk inc flu hosp","0.372549019607843"
"LUcompUncertLab-chimera",2024-01-06,"0 wk inc flu hosp","0.865384615384615"
"LUcompUncertLab-chimera",2024-01-06,"1 wk inc flu hosp","0.846153846153846"
"LUcompUncertLab-chimera",2024-01-06,"2 wk inc flu hosp","0.826923076923077"
"LUcompUncertLab-chimera",2024-01-06,"3 wk inc flu hosp","0.634615384615385"
"LUcompUncertLab-chimera",2024-01-13,"0 wk inc flu hosp","0.923076923076923"
"LUcompUncertLab-chimera",2024-01-13,"1 wk inc flu hosp","0.846153846153846"
"LUcompUncertLab-chimera",2024-01-13,"2 wk inc flu hosp","0.846153846153846"
"LUcompUncertLab-chimera",2024-01-13,"3 wk inc flu hosp","0.826923076923077"
"LUcompUncertLab-chimera",2024-01-20,"0 wk inc flu hosp","1"
"LUcompUncertLab-chimera",2024-01-20,"1 wk inc flu hosp","0.923076923076923"
"LUcompUncertLab-chimera",2024-01-20,"2 wk inc flu hosp","0.826923076923077"
"LUcompUncertLab-chimera",2024-01-20,"3 wk inc flu hosp","0.807692307692308"
"LUcompUncertLab-chimera",2024-01-27,"0 wk inc flu hosp","0.903846153846154"
"LUcompUncertLab-chimera",2024-01-27,"1 wk inc flu hosp","1"
"LUcompUncertLab-chimera",2024-01-27,"2 wk inc flu hosp","0.942307692307692"
"LUcompUncertLab-chimera",2024-01-27,"3 wk inc flu hosp","0.846153846153846"
"LUcompUncertLab-chimera",2024-02-03,"0 wk inc flu hosp","0.923076923076923"
"LUcompUncertLab-chimera",2024-02-03,"1 wk inc flu hosp","0.884615384615385"
"LUcompUncertLab-chimera",2024-02-03,"2 wk inc flu hosp","0.923076923076923"
"LUcompUncertLab-chimera",2024-02-03,"3 wk inc flu hosp","0.942307692307692"
"LUcompUncertLab-chimera",2024-02-10,"0 wk inc flu hosp","0.961538461538462"
"LUcompUncertLab-chimera",2024-02-10,"1 wk inc flu hosp","0.923076923076923"
"LUcompUncertLab-chimera",2024-02-10,"2 wk inc flu hosp","0.923076923076923"
"LUcompUncertLab-chimera",2024-02-10,"3 wk inc flu hosp","0.942307692307692"
"LUcompUncertLab-chimera",2024-02-17,"0 wk inc flu hosp","0.942307692307692"
"LUcompUncertLab-chimera",2024-02-17,"1 wk inc flu hosp","0.884615384615385"
"LUcompUncertLab-chimera",2024-02-17,"2 wk inc flu hosp","0.903846153846154"
"LUcompUncertLab-chimera",2024-02-17,"3 wk inc flu hosp","0.923076923076923"
"LUcompUncertLab-chimera",2024-02-24,"0 wk inc flu hosp","0.961538461538462"
"LUcompUncertLab-chimera",2024-02-24,"1 wk inc flu hosp","0.980769230769231"
"LUcompUncertLab-chimera",2024-02-24,"2 wk inc flu hosp","0.961538461538462"
"LUcompUncertLab-chimera",2024-02-24,"3 wk inc flu hosp","0.884615384615385"
"LUcompUncertLab-chimera",2024-03-02,"0 wk inc flu hosp","0.903846153846154"
"LUcompUncertLab-chimera",2024-03-02,"1 wk inc flu hosp","0.942307692307692"
"LUcompUncertLab-chimera",2024-03-02,"2 wk inc flu hosp","0.961538461538462"
"LUcompUncertLab-chimera",2024-03-02,"3 wk inc flu hosp","0.942307692307692"
"LUcompUncertLab-chimera",2024-03-09,"0 wk inc flu hosp","0.980769230769231"
"LUcompUncertLab-chimera",2024-03-09,"1 wk inc flu hosp","0.942307692307692"
"LUcompUncertLab-chimera",2024-03-09,"2 wk inc flu hosp","0.961538461538462"
"LUcompUncertLab-chimera",2024-03-09,"3 wk inc flu hosp","0.942307692307692"
"LUcompUncertLab-chimera",2024-03-16,"0 wk inc flu hosp","0.980769230769231"
"LUcompUncertLab-chimera",2024-03-16,"1 wk inc flu hosp","0.980769230769231"
"LUcompUncertLab-chimera",2024-03-16,"2 wk inc flu hosp","0.961538461538462"
"LUcompUncertLab-chimera",2024-03-16,"3 wk inc flu hosp","0.923076923076923"
"LUcompUncertLab-chimera",2024-03-23,"0 wk inc flu hosp","0.980769230769231"
"LUcompUncertLab-chimera",2024-03-23,"1 wk inc flu hosp","0.961538461538462"
"LUcompUncertLab-chimera",2024-03-23,"2 wk inc flu hosp","0.980769230769231"
"LUcompUncertLab-chimera",2024-03-23,"3 wk inc flu hosp","0.961538461538462"
"LUcompUncertLab-chimera",2024-03-30,"0 wk inc flu hosp","0.980769230769231"
"LUcompUncertLab-chimera",2024-03-30,"1 wk inc flu hosp","0.980769230769231"
"LUcompUncertLab-chimera",2024-03-30,"2 wk inc flu hosp","0.961538461538462"
"LUcompUncertLab-chimera",2024-03-30,"3 wk inc flu hosp","1"
"LUcompUncertLab-chimera",2024-04-06,"0 wk inc flu hosp","1"
"LUcompUncertLab-chimera",2024-04-06,"1 wk inc flu hosp","0.980769230769231"
"LUcompUncertLab-chimera",2024-04-06,"2 wk inc flu hosp","1"
"LUcompUncertLab-chimera",2024-04-06,"3 wk inc flu hosp","1"
"LUcompUncertLab-chimera",2024-04-13,"0 wk inc flu hosp","1"
"LUcompUncertLab-chimera",2024-04-13,"1 wk inc flu hosp","0.980769230769231"
"LUcompUncertLab-chimera",2024-04-13,"2 wk inc flu hosp","0.980769230769231"
"LUcompUncertLab-chimera",2024-04-13,"3 wk inc flu hosp","1"
"LUcompUncertLab-chimera",2024-04-20,"0 wk inc flu hosp","1"
"LUcompUncertLab-chimera",2024-04-20,"1 wk inc flu hosp","1"
"LUcompUncertLab-chimera",2024-04-20,"2 wk inc flu hosp","0.980769230769231"
"LUcompUncertLab-chimera",2024-04-20,"3 wk inc flu hosp","1"
"LUcompUncertLab-chimera",2024-04-27,"0 wk inc flu hosp","0.980769230769231"
"LUcompUncertLab-chimera",2024-04-27,"1 wk inc flu hosp","1"
"LUcompUncertLab-chimera",2024-04-27,"2 wk inc flu hosp","0.980769230769231"
"LUcompUncertLab-chimera",2024-04-27,"3 wk inc flu hosp","1"
"LosAlamos_NAU-CModel_Flu",2023-10-14,"0 wk inc flu hosp","No data"
"LosAlamos_NAU-CModel_Flu",2023-10-21,"0 wk inc flu hosp","0.634615384615385"
"LosAlamos_NAU-CModel_Flu",2023-10-21,"1 wk inc flu hosp","No data"
"LosAlamos_NAU-CModel_Flu",2023-10-28,"0 wk inc flu hosp","0.673076923076923"
"LosAlamos_NAU-CModel_Flu",2023-10-28,"1 wk inc flu hosp","0.615384615384615"
"LosAlamos_NAU-CModel_Flu",2023-10-28,"2 wk inc flu hosp","No data"
"LosAlamos_NAU-CModel_Flu",2023-11-04,"0 wk inc flu hosp","0.634615384615385"
"LosAlamos_NAU-CModel_Flu",2023-11-04,"1 wk inc flu hosp","0.653846153846154"
"LosAlamos_NAU-CModel_Flu",2023-11-04,"2 wk inc flu hosp","0.538461538461538"
"LosAlamos_NAU-CModel_Flu",2023-11-04,"3 wk inc flu hosp","No data"
"LosAlamos_NAU-CModel_Flu",2023-11-11,"0 wk inc flu hosp","0.596153846153846"
"LosAlamos_NAU-CModel_Flu",2023-11-11,"1 wk inc flu hosp","0.480769230769231"
"LosAlamos_NAU-CModel_Flu",2023-11-11,"2 wk inc flu hosp","0.538461538461538"
"LosAlamos_NAU-CModel_Flu",2023-11-11,"3 wk inc flu hosp","0.307692307692308"
"LosAlamos_NAU-CModel_Flu",2023-11-18,"0 wk inc flu hosp","0.346153846153846"
"LosAlamos_NAU-CModel_Flu",2023-11-18,"1 wk inc flu hosp","0.403846153846154"
"LosAlamos_NAU-CModel_Flu",2023-11-18,"2 wk inc flu hosp","0.461538461538462"
"LosAlamos_NAU-CModel_Flu",2023-11-18,"3 wk inc flu hosp","0.461538461538462"
"LosAlamos_NAU-CModel_Flu",2023-11-25,"0 wk inc flu hosp","0.423076923076923"
"LosAlamos_NAU-CModel_Flu",2023-11-25,"1 wk inc flu hosp","0.230769230769231"
"LosAlamos_NAU-CModel_Flu",2023-11-25,"2 wk inc flu hosp","0.269230769230769"
"LosAlamos_NAU-CModel_Flu",2023-11-25,"3 wk inc flu hosp","0.384615384615385"
"LosAlamos_NAU-CModel_Flu",2023-12-02,"0 wk inc flu hosp","0.230769230769231"
"LosAlamos_NAU-CModel_Flu",2023-12-02,"1 wk inc flu hosp","0.153846153846154"
"LosAlamos_NAU-CModel_Flu",2023-12-02,"2 wk inc flu hosp","0.0961538461538462"
"LosAlamos_NAU-CModel_Flu",2023-12-02,"3 wk inc flu hosp","0.173076923076923"
"LosAlamos_NAU-CModel_Flu",2023-12-09,"0 wk inc flu hosp","0.62"
"LosAlamos_NAU-CModel_Flu",2023-12-09,"1 wk inc flu hosp","0.230769230769231"
"LosAlamos_NAU-CModel_Flu",2023-12-09,"2 wk inc flu hosp","0.134615384615385"
"LosAlamos_NAU-CModel_Flu",2023-12-09,"3 wk inc flu hosp","0.0769230769230769"
"LosAlamos_NAU-CModel_Flu",2023-12-16,"0 wk inc flu hosp","0.788461538461538"
"LosAlamos_NAU-CModel_Flu",2023-12-16,"1 wk inc flu hosp","0.6"
"LosAlamos_NAU-CModel_Flu",2023-12-16,"2 wk inc flu hosp","0.153846153846154"
"LosAlamos_NAU-CModel_Flu",2023-12-16,"3 wk inc flu hosp","0.115384615384615"
"LosAlamos_NAU-CModel_Flu",2023-12-23,"0 wk inc flu hosp","0.326923076923077"
"LosAlamos_NAU-CModel_Flu",2023-12-23,"1 wk inc flu hosp","0.519230769230769"
"LosAlamos_NAU-CModel_Flu",2023-12-23,"2 wk inc flu hosp","0.54"
"LosAlamos_NAU-CModel_Flu",2023-12-23,"3 wk inc flu hosp","0.134615384615385"
"LosAlamos_NAU-CModel_Flu",2023-12-30,"0 wk inc flu hosp","0.692307692307692"
"LosAlamos_NAU-CModel_Flu",2023-12-30,"1 wk inc flu hosp","0.403846153846154"
"LosAlamos_NAU-CModel_Flu",2023-12-30,"2 wk inc flu hosp","0.596153846153846"
"LosAlamos_NAU-CModel_Flu",2023-12-30,"3 wk inc flu hosp","0.56"
"LosAlamos_NAU-CModel_Flu",2024-01-06,"0 wk inc flu hosp","0.365384615384615"
"LosAlamos_NAU-CModel_Flu",2024-01-06,"1 wk inc flu hosp","0.423076923076923"
"LosAlamos_NAU-CModel_Flu",2024-01-06,"2 wk inc flu hosp","0.711538461538462"
"LosAlamos_NAU-CModel_Flu",2024-01-06,"3 wk inc flu hosp","0.653846153846154"
"LosAlamos_NAU-CModel_Flu",2024-01-13,"0 wk inc flu hosp","0.0769230769230769"
"LosAlamos_NAU-CModel_Flu",2024-01-13,"1 wk inc flu hosp","0.134615384615385"
"LosAlamos_NAU-CModel_Flu",2024-01-13,"2 wk inc flu hosp","0.211538461538462"
"LosAlamos_NAU-CModel_Flu",2024-01-13,"3 wk inc flu hosp","0.557692307692308"
"LosAlamos_NAU-CModel_Flu",2024-01-20,"0 wk inc flu hosp","0.0961538461538462"
"LosAlamos_NAU-CModel_Flu",2024-01-20,"1 wk inc flu hosp","0.0384615384615385"
"LosAlamos_NAU-CModel_Flu",2024-01-20,"2 wk inc flu hosp","0.0384615384615385"
"LosAlamos_NAU-CModel_Flu",2024-01-20,"3 wk inc flu hosp","0.0769230769230769"
"LosAlamos_NAU-CModel_Flu",2024-01-27,"0 wk inc flu hosp","No data"
"LosAlamos_NAU-CModel_Flu",2024-01-27,"1 wk inc flu hosp","0.0961538461538462"
"LosAlamos_NAU-CModel_Flu",2024-01-27,"2 wk inc flu hosp","0.0192307692307692"
"LosAlamos_NAU-CModel_Flu",2024-01-27,"3 wk inc flu hosp","0.0192307692307692"
"LosAlamos_NAU-CModel_Flu",2024-02-03,"0 wk inc flu hosp","0.519230769230769"
"LosAlamos_NAU-CModel_Flu",2024-02-03,"1 wk inc flu hosp","No data"
"LosAlamos_NAU-CModel_Flu",2024-02-03,"2 wk inc flu hosp","0.0769230769230769"
"LosAlamos_NAU-CModel_Flu",2024-02-03,"3 wk inc flu hosp","0.0192307692307692"
"LosAlamos_NAU-CModel_Flu",2024-02-10,"0 wk inc flu hosp","0.538461538461538"
"LosAlamos_NAU-CModel_Flu",2024-02-10,"1 wk inc flu hosp","0.403846153846154"
"LosAlamos_NAU-CModel_Flu",2024-02-10,"2 wk inc flu hosp","No data"
"LosAlamos_NAU-CModel_Flu",2024-02-10,"3 wk inc flu hosp","0.0384615384615385"
"LosAlamos_NAU-CModel_Flu",2024-02-17,"0 wk inc flu hosp","0.576923076923077"
"LosAlamos_NAU-CModel_Flu",2024-02-17,"1 wk inc flu hosp","0.384615384615385"
"LosAlamos_NAU-CModel_Flu",2024-02-17,"2 wk inc flu hosp","0.384615384615385"
"LosAlamos_NAU-CModel_Flu",2024-02-17,"3 wk inc flu hosp","No data"
"LosAlamos_NAU-CModel_Flu",2024-02-24,"0 wk inc flu hosp","0.576923076923077"
"LosAlamos_NAU-CModel_Flu",2024-02-24,"1 wk inc flu hosp","0.442307692307692"
"LosAlamos_NAU-CModel_Flu",2024-02-24,"2 wk inc flu hosp","0.346153846153846"
"LosAlamos_NAU-CModel_Flu",2024-02-24,"3 wk inc flu hosp","0.288461538461538"
"LosAlamos_NAU-CModel_Flu",2024-03-02,"0 wk inc flu hosp","0.615384615384615"
"LosAlamos_NAU-CModel_Flu",2024-03-02,"1 wk inc flu hosp","0.480769230769231"
"LosAlamos_NAU-CModel_Flu",2024-03-02,"2 wk inc flu hosp","0.211538461538462"
"LosAlamos_NAU-CModel_Flu",2024-03-02,"3 wk inc flu hosp","0.230769230769231"
"LosAlamos_NAU-CModel_Flu",2024-03-09,"0 wk inc flu hosp","0.711538461538462"
"LosAlamos_NAU-CModel_Flu",2024-03-09,"1 wk inc flu hosp","0.653846153846154"
"LosAlamos_NAU-CModel_Flu",2024-03-09,"2 wk inc flu hosp","0.442307692307692"
"LosAlamos_NAU-CModel_Flu",2024-03-09,"3 wk inc flu hosp","0.307692307692308"
"LosAlamos_NAU-CModel_Flu",2024-03-16,"0 wk inc flu hosp","0.653846153846154"
"LosAlamos_NAU-CModel_Flu",2024-03-16,"1 wk inc flu hosp","0.596153846153846"
"LosAlamos_NAU-CModel_Flu",2024-03-16,"2 wk inc flu hosp","0.538461538461538"
"LosAlamos_NAU-CModel_Flu",2024-03-16,"3 wk inc flu hosp","0.423076923076923"
"LosAlamos_NAU-CModel_Flu",2024-03-23,"0 wk inc flu hosp","0.627450980392157"
"LosAlamos_NAU-CModel_Flu",2024-03-23,"1 wk inc flu hosp","0.557692307692308"
"LosAlamos_NAU-CModel_Flu",2024-03-23,"2 wk inc flu hosp","0.576923076923077"
"LosAlamos_NAU-CModel_Flu",2024-03-23,"3 wk inc flu hosp","0.5"
"LosAlamos_NAU-CModel_Flu",2024-03-30,"0 wk inc flu hosp","0.634615384615385"
"LosAlamos_NAU-CModel_Flu",2024-03-30,"1 wk inc flu hosp","0.647058823529412"
"LosAlamos_NAU-CModel_Flu",2024-03-30,"2 wk inc flu hosp","0.673076923076923"
"LosAlamos_NAU-CModel_Flu",2024-03-30,"3 wk inc flu hosp","0.538461538461538"
"LosAlamos_NAU-CModel_Flu",2024-04-06,"0 wk inc flu hosp","0.846153846153846"
"LosAlamos_NAU-CModel_Flu",2024-04-06,"1 wk inc flu hosp","0.596153846153846"
"LosAlamos_NAU-CModel_Flu",2024-04-06,"2 wk inc flu hosp","0.705882352941177"
"LosAlamos_NAU-CModel_Flu",2024-04-06,"3 wk inc flu hosp","0.673076923076923"
"LosAlamos_NAU-CModel_Flu",2024-04-13,"0 wk inc flu hosp","0.615384615384615"
"LosAlamos_NAU-CModel_Flu",2024-04-13,"1 wk inc flu hosp","0.634615384615385"
"LosAlamos_NAU-CModel_Flu",2024-04-13,"2 wk inc flu hosp","0.557692307692308"
"LosAlamos_NAU-CModel_Flu",2024-04-13,"3 wk inc flu hosp","0.529411764705882"
"LosAlamos_NAU-CModel_Flu",2024-04-20,"0 wk inc flu hosp","0.384615384615385"
"LosAlamos_NAU-CModel_Flu",2024-04-20,"1 wk inc flu hosp","0.557692307692308"
"LosAlamos_NAU-CModel_Flu",2024-04-20,"2 wk inc flu hosp","0.634615384615385"
"LosAlamos_NAU-CModel_Flu",2024-04-20,"3 wk inc flu hosp","0.557692307692308"
"LosAlamos_NAU-CModel_Flu",2024-04-27,"0 wk inc flu hosp","0.634615384615385"
"LosAlamos_NAU-CModel_Flu",2024-04-27,"1 wk inc flu hosp","0.326923076923077"
"LosAlamos_NAU-CModel_Flu",2024-04-27,"2 wk inc flu hosp","0.423076923076923"
"LosAlamos_NAU-CModel_Flu",2024-04-27,"3 wk inc flu hosp","0.480769230769231"
"MIGHTE-Nsemble",2023-10-14,"0 wk inc flu hosp","1"
"MIGHTE-Nsemble",2023-10-21,"0 wk inc flu hosp","0.961538461538462"
"MIGHTE-Nsemble",2023-10-21,"1 wk inc flu hosp","0.961538461538462"
"MIGHTE-Nsemble",2023-10-28,"0 wk inc flu hosp","0.961538461538462"
"MIGHTE-Nsemble",2023-10-28,"1 wk inc flu hosp","0.923076923076923"
"MIGHTE-Nsemble",2023-10-28,"2 wk inc flu hosp","0.942307692307692"
"MIGHTE-Nsemble",2023-11-04,"0 wk inc flu hosp","1"
"MIGHTE-Nsemble",2023-11-04,"1 wk inc flu hosp","0.980769230769231"
"MIGHTE-Nsemble",2023-11-04,"2 wk inc flu hosp","0.961538461538462"
"MIGHTE-Nsemble",2023-11-04,"3 wk inc flu hosp","0.903846153846154"
"MIGHTE-Nsemble",2023-11-11,"0 wk inc flu hosp","1"
"MIGHTE-Nsemble",2023-11-11,"1 wk inc flu hosp","1"
"MIGHTE-Nsemble",2023-11-11,"2 wk inc flu hosp","0.980769230769231"
"MIGHTE-Nsemble",2023-11-11,"3 wk inc flu hosp","0.942307692307692"
"MIGHTE-Nsemble",2023-11-18,"0 wk inc flu hosp","0.961538461538462"
"MIGHTE-Nsemble",2023-11-18,"1 wk inc flu hosp","0.942307692307692"
