forecast_date,target,target_end_date,location,type,quantile,value
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,1,point,NA,13.69605337
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,1,quantile,0.01,1.950474776
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,1,quantile,0.025,3.090185556
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,1,quantile,0.05,4.262048863
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,1,quantile,0.1,5.848657423
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,1,quantile,0.15,7.069705437
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,1,quantile,0.2,8.130608353
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,1,quantile,0.25,9.106661946
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,1,quantile,0.3,10.0363901
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,1,quantile,0.35,10.94385709
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,1,quantile,0.4,11.84661986
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,1,quantile,0.45,12.75937226
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,1,quantile,0.5,13.69605337
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,1,quantile,0.55,14.67145157
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,1,quantile,0.6,15.70285471
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,1,quantile,0.65,16.81224996
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,1,quantile,0.7,18.02984718
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,1,quantile,0.75,19.40053963
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,1,quantile,0.8,20.99735748
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,1,quantile,0.85,22.95417214
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,1,quantile,0.9,25.56558598
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,1,quantile,0.95,29.75067768
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,1,quantile,0.975,33.69423838
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,1,quantile,0.99,38.65796786
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,2,point,NA,0.517477701
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,2,quantile,0.01,0
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,2,quantile,0.025,0
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,2,quantile,0.05,0
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,2,quantile,0.1,0
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,2,quantile,0.15,0
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,2,quantile,0.2,0
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,2,quantile,0.25,0
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,2,quantile,0.3,0
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,2,quantile,0.35,0
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,2,quantile,0.4,0
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,2,quantile,0.45,0.235563885
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,2,quantile,0.5,0.517477701
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,2,quantile,0.55,0.821998043
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,2,quantile,0.6,1.153728889
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,2,quantile,0.65,1.519432156
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,2,quantile,0.7,1.929153666
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,2,quantile,0.75,2.398461864
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,2,quantile,0.8,2.953232635
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,2,quantile,0.85,3.641359933
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,2,quantile,0.9,4.568514199
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,2,quantile,0.95,6.063521085
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,2,quantile,0.975,7.472403021
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,2,quantile,0.99,9.236305841
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,4,point,NA,42.18389763
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,4,quantile,0.01,13.4715215
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,4,quantile,0.025,16.801605
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,4,quantile,0.05,20.00282304
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,4,quantile,0.1,24.09508208
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,4,quantile,0.15,27.10652935
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,4,quantile,0.2,29.64749228
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,4,quantile,0.25,31.93346938
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,4,quantile,0.3,34.07106555
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,4,quantile,0.35,36.12435249
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,4,quantile,0.4,38.13794274
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,4,quantile,0.45,40.14721487
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,4,quantile,0.5,42.18389763
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,4,quantile,0.55,44.27995059
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,4,quantile,0.6,46.47116892
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,4,quantile,0.65,48.80163199
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,4,quantile,0.7,51.33053079
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,4,quantile,0.75,54.14443459
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,4,quantile,0.8,57.38257935
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,4,quantile,0.85,61.29795719
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,4,quantile,0.9,66.44285213
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,4,quantile,0.95,74.52398775
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,4,quantile,0.975,81.98237915
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,4,quantile,0.99,91.19014354
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,5,point,NA,23.08286222
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,5,quantile,0.01,5.772803353
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,5,quantile,0.025,7.643341627
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,5,quantile,0.05,9.487524715
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,5,quantile,0.1,11.89918036
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,5,quantile,0.15,13.70699502
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,5,quantile,0.2,15.25153539
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,5,quantile,0.25,16.65472111
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,5,quantile,0.3,17.97765174
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,5,quantile,0.35,19.25762143
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,5,quantile,0.4,20.52110716
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,5,quantile,0.45,21.7895995
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,5,quantile,0.5,23.08286222
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,5,quantile,0.55,24.42128654
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,5,quantile,0.6,25.82818147
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,5,quantile,0.65,27.33270611
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,5,quantile,0.7,28.97446564
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,5,quantile,0.75,30.8118546
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,5,quantile,0.8,32.93934699
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,5,quantile,0.85,35.52940524
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,5,quantile,0.9,38.96016017
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,5,quantile,0.95,44.40629044
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,5,quantile,0.975,49.48917865
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,5,quantile,0.99,55.83147219
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,6,point,NA,66.9
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,6,quantile,0.01,8.670923113
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,6,quantile,0.025,13.93378053
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,6,quantile,0.05,19.54101989
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,6,quantile,0.1,27.31523327
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,6,quantile,0.15,33.38664911
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,6,quantile,0.2,38.70267918
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,6,quantile,0.25,43.61772586
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,6,quantile,0.3,48.31564487
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,6,quantile,0.35,52.91266793
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,6,quantile,0.4,57.49455968
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,6,quantile,0.45,62.13385747
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,6,quantile,0.5,66.9
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,6,quantile,0.55,71.86717691
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,6,quantile,0.6,77.1225403
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,6,quantile,0.65,82.77726472
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,6,quantile,0.7,88.98434282
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,6,quantile,0.75,95.97126378
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,6,quantile,0.8,104.1080655
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,6,quantile,0.85,114.072667
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,6,quantile,0.9,127.3553478
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,6,quantile,0.95,148.5971762
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,6,quantile,0.975,168.5551334
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,6,quantile,0.99,193.5904142
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,8,point,NA,17.56253104
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,8,quantile,0.01,1.696286614
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,8,quantile,0.025,2.91720563
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,8,quantile,0.05,4.262412085
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,8,quantile,0.1,6.211268337
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,8,quantile,0.15,7.800873537
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,8,quantile,0.2,9.240075178
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,8,quantile,0.25,10.60892893
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,8,quantile,0.3,11.95068543
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,8,quantile,0.35,13.29438616
3/6/2023,1 wk ahead inc flu hosp,3/11/2023,8,quantile,0.4,14.66319897
