"model","target_end_date","target","season","coverage50","coverage95","model_color"
"CEPH-Rtrend_fluH",2023-01-14,"4 wk ahead inc flu hosp","2022-2023",0.153846153846154,0.557692307692308,"gray"
"CEPH-Rtrend_fluH",2023-01-21,"1 wk ahead inc flu hosp","2022-2023",0.269230769230769,0.711538461538462,"gray"
"CEPH-Rtrend_fluH",2023-01-21,"4 wk ahead inc flu hosp","2022-2023",0.365384615384615,0.865384615384615,"gray"
"CEPH-Rtrend_fluH",2023-01-28,"1 wk ahead inc flu hosp","2022-2023",0.326923076923077,0.826923076923077,"gray"
"CEPH-Rtrend_fluH",2023-01-28,"4 wk ahead inc flu hosp","2022-2023",0.365384615384615,0.865384615384615,"gray"
"CEPH-Rtrend_fluH",2023-02-04,"1 wk ahead inc flu hosp","2022-2023",0.25,0.769230769230769,"gray"
"CEPH-Rtrend_fluH",2023-02-04,"4 wk ahead inc flu hosp","2022-2023",0.75,0.942307692307692,"gray"
"CEPH-Rtrend_fluH",2023-02-11,"1 wk ahead inc flu hosp","2022-2023",0.365384615384615,0.826923076923077,"gray"
"CEPH-Rtrend_fluH",2023-02-11,"4 wk ahead inc flu hosp","2022-2023",0.0961538461538462,0.365384615384615,"gray"
"CEPH-Rtrend_fluH",2023-02-18,"1 wk ahead inc flu hosp","2022-2023",0.480769230769231,0.865384615384615,"gray"
"CEPH-Rtrend_fluH",2023-02-18,"4 wk ahead inc flu hosp","2022-2023",0.192307692307692,0.5,"gray"
"CEPH-Rtrend_fluH",2023-02-25,"1 wk ahead inc flu hosp","2022-2023",0.346153846153846,0.923076923076923,"gray"
"CEPH-Rtrend_fluH",2023-02-25,"4 wk ahead inc flu hosp","2022-2023",0.230769230769231,0.538461538461538,"gray"
"CEPH-Rtrend_fluH",2023-03-04,"1 wk ahead inc flu hosp","2022-2023",0.461538461538462,0.942307692307692,"gray"
"CEPH-Rtrend_fluH",2023-03-04,"4 wk ahead inc flu hosp","2022-2023",0.346153846153846,0.692307692307692,"gray"
"CEPH-Rtrend_fluH",2023-03-11,"1 wk ahead inc flu hosp","2022-2023",0.461538461538462,0.961538461538462,"gray"
"CEPH-Rtrend_fluH",2023-03-11,"4 wk ahead inc flu hosp","2022-2023",0.365384615384615,0.884615384615385,"gray"
"CEPH-Rtrend_fluH",2023-03-18,"1 wk ahead inc flu hosp","2022-2023",0.692307692307692,0.961538461538462,"gray"
"CEPH-Rtrend_fluH",2023-03-18,"4 wk ahead inc flu hosp","2022-2023",0.403846153846154,0.923076923076923,"gray"
"CEPH-Rtrend_fluH",2023-03-25,"1 wk ahead inc flu hosp","2022-2023",0.596153846153846,0.980769230769231,"gray"
"CEPH-Rtrend_fluH",2023-03-25,"4 wk ahead inc flu hosp","2022-2023",0.423076923076923,0.846153846153846,"gray"
"CEPH-Rtrend_fluH",2023-04-01,"1 wk ahead inc flu hosp","2022-2023",0.519230769230769,0.980769230769231,"gray"
"CEPH-Rtrend_fluH",2023-04-01,"4 wk ahead inc flu hosp","2022-2023",0.653846153846154,1,"gray"
"CEPH-Rtrend_fluH",2023-04-08,"1 wk ahead inc flu hosp","2022-2023",0.557692307692308,0.942307692307692,"gray"
"CEPH-Rtrend_fluH",2023-04-08,"4 wk ahead inc flu hosp","2022-2023",0.711538461538462,1,"gray"
"CEPH-Rtrend_fluH",2023-04-15,"1 wk ahead inc flu hosp","2022-2023",0.557692307692308,0.942307692307692,"gray"
"CEPH-Rtrend_fluH",2023-04-15,"4 wk ahead inc flu hosp","2022-2023",0.673076923076923,0.980769230769231,"gray"
"CEPH-Rtrend_fluH",2023-04-22,"4 wk ahead inc flu hosp","2022-2023",0.769230769230769,1,"gray"
"CEPH-Rtrend_fluH",2023-04-29,"4 wk ahead inc flu hosp","2022-2023",0.75,1,"gray"
"CEPH-Rtrend_fluH",2023-05-06,"4 wk ahead inc flu hosp","2022-2023",0.826923076923077,1,"gray"
"CMU-TimeSeries",2022-02-26,"1 wk ahead inc flu hosp","2021-2022",0.480769230769231,0.942307692307692,"gray"
"CMU-TimeSeries",2022-03-05,"1 wk ahead inc flu hosp","2021-2022",0.442307692307692,0.903846153846154,"gray"
"CMU-TimeSeries",2022-03-12,"1 wk ahead inc flu hosp","2021-2022",0.538461538461538,0.846153846153846,"gray"
"CMU-TimeSeries",2022-03-19,"1 wk ahead inc flu hosp","2021-2022",0.442307692307692,0.884615384615385,"gray"
"CMU-TimeSeries",2022-03-19,"4 wk ahead inc flu hosp","2021-2022",0.365384615384615,0.769230769230769,"gray"
"CMU-TimeSeries",2022-03-26,"1 wk ahead inc flu hosp","2021-2022",0.557692307692308,0.884615384615385,"gray"
"CMU-TimeSeries",2022-03-26,"4 wk ahead inc flu hosp","2021-2022",0.346153846153846,0.884615384615385,"gray"
"CMU-TimeSeries",2022-04-02,"1 wk ahead inc flu hosp","2021-2022",0.538461538461538,0.923076923076923,"gray"
"CMU-TimeSeries",2022-04-02,"4 wk ahead inc flu hosp","2021-2022",0.403846153846154,0.807692307692308,"gray"
"CMU-TimeSeries",2022-04-09,"1 wk ahead inc flu hosp","2021-2022",0.442307692307692,0.923076923076923,"gray"
"CMU-TimeSeries",2022-04-09,"4 wk ahead inc flu hosp","2021-2022",0.365384615384615,0.846153846153846,"gray"
"CMU-TimeSeries",2022-04-16,"1 wk ahead inc flu hosp","2021-2022",0.576923076923077,0.980769230769231,"gray"
"CMU-TimeSeries",2022-04-16,"4 wk ahead inc flu hosp","2021-2022",0.365384615384615,0.846153846153846,"gray"
"CMU-TimeSeries",2022-04-23,"1 wk ahead inc flu hosp","2021-2022",0.461538461538462,0.884615384615385,"gray"
"CMU-TimeSeries",2022-04-23,"4 wk ahead inc flu hosp","2021-2022",0.5,0.826923076923077,"gray"
"CMU-TimeSeries",2022-04-30,"1 wk ahead inc flu hosp","2021-2022",0.461538461538462,0.846153846153846,"gray"
"CMU-TimeSeries",2022-04-30,"4 wk ahead inc flu hosp","2021-2022",0.769230769230769,0.961538461538462,"gray"
"CMU-TimeSeries",2022-05-07,"1 wk ahead inc flu hosp","2021-2022",0.442307692307692,0.807692307692308,"gray"
"CMU-TimeSeries",2022-05-07,"4 wk ahead inc flu hosp","2021-2022",0.538461538461538,0.884615384615385,"gray"
"CMU-TimeSeries",2022-05-14,"1 wk ahead inc flu hosp","2021-2022",0.423076923076923,0.942307692307692,"gray"
"CMU-TimeSeries",2022-05-14,"4 wk ahead inc flu hosp","2021-2022",0.423076923076923,0.826923076923077,"gray"
"CMU-TimeSeries",2022-05-21,"1 wk ahead inc flu hosp","2021-2022",0.519230769230769,0.942307692307692,"gray"
"CMU-TimeSeries",2022-05-21,"4 wk ahead inc flu hosp","2021-2022",0.423076923076923,0.788461538461538,"gray"
"CMU-TimeSeries",2022-05-28,"1 wk ahead inc flu hosp","2021-2022",0.442307692307692,0.942307692307692,"gray"
"CMU-TimeSeries",2022-05-28,"4 wk ahead inc flu hosp","2021-2022",0.403846153846154,0.788461538461538,"gray"
"CMU-TimeSeries",2022-06-04,"1 wk ahead inc flu hosp","2021-2022",0.480769230769231,0.865384615384615,"gray"
"CMU-TimeSeries",2022-06-04,"4 wk ahead inc flu hosp","2021-2022",0.269230769230769,0.846153846153846,"gray"
"CMU-TimeSeries",2022-06-11,"1 wk ahead inc flu hosp","2021-2022",0.442307692307692,0.884615384615385,"gray"
"CMU-TimeSeries",2022-06-11,"4 wk ahead inc flu hosp","2021-2022",0.288461538461538,0.865384615384615,"gray"
"CMU-TimeSeries",2022-06-18,"1 wk ahead inc flu hosp","2021-2022",0.615384615384615,0.884615384615385,"gray"
"CMU-TimeSeries",2022-06-18,"4 wk ahead inc flu hosp","2021-2022",0.307692307692308,0.942307692307692,"gray"
"CMU-TimeSeries",2022-06-25,"1 wk ahead inc flu hosp","2021-2022",0.557692307692308,0.942307692307692,"gray"
"CMU-TimeSeries",2022-06-25,"4 wk ahead inc flu hosp","2021-2022",0.519230769230769,0.884615384615385,"gray"
"CMU-TimeSeries",2022-07-02,"4 wk ahead inc flu hosp","2021-2022",0.461538461538462,0.903846153846154,"gray"
"CMU-TimeSeries",2022-07-09,"4 wk ahead inc flu hosp","2021-2022",0.461538461538462,0.903846153846154,"gray"
"CMU-TimeSeries",2022-07-16,"4 wk ahead inc flu hosp","2021-2022",0.596153846153846,1,"gray"
"CMU-TimeSeries",2022-10-22,"1 wk ahead inc flu hosp","2022-2023",0.480769230769231,0.903846153846154,"gray"
"CMU-TimeSeries",2022-10-29,"1 wk ahead inc flu hosp","2022-2023",0.137254901960784,0.509803921568627,"gray"
"CMU-TimeSeries",2022-11-05,"1 wk ahead inc flu hosp","2022-2023",0.36,0.78,"gray"
"CMU-TimeSeries",2022-11-12,"1 wk ahead inc flu hosp","2022-2023",0.384615384615385,0.865384615384615,"gray"
"CMU-TimeSeries",2022-11-12,"4 wk ahead inc flu hosp","2022-2023",0.0576923076923077,0.230769230769231,"gray"
"CMU-TimeSeries",2022-11-19,"1 wk ahead inc flu hosp","2022-2023",0.295454545454545,0.681818181818182,"gray"
"CMU-TimeSeries",2022-11-19,"4 wk ahead inc flu hosp","2022-2023",0.156862745098039,0.352941176470588,"gray"
"CMU-TimeSeries",2022-11-26,"1 wk ahead inc flu hosp","2022-2023",0.0851063829787234,0.446808510638298,"gray"
"CMU-TimeSeries",2022-11-26,"4 wk ahead inc flu hosp","2022-2023",0.14,0.44,"gray"
"CMU-TimeSeries",2022-12-03,"1 wk ahead inc flu hosp","2022-2023",0.232558139534884,0.720930232558139,"gray"
"CMU-TimeSeries",2022-12-03,"4 wk ahead inc flu hosp","2022-2023",0.134615384615385,0.615384615384615,"gray"
"CMU-TimeSeries",2022-12-10,"1 wk ahead inc flu hosp","2022-2023",0.395833333333333,0.895833333333333,"gray"
"CMU-TimeSeries",2022-12-10,"4 wk ahead inc flu hosp","2022-2023",0.25,0.545454545454545,"gray"
"CMU-TimeSeries",2022-12-17,"1 wk ahead inc flu hosp","2022-2023",0.5,0.923076923076923,"gray"
"CMU-TimeSeries",2022-12-17,"4 wk ahead inc flu hosp","2022-2023",0.553191489361702,0.851063829787234,"gray"
"CMU-TimeSeries",2022-12-24,"1 wk ahead inc flu hosp","2022-2023",0.596153846153846,0.961538461538462,"gray"
"CMU-TimeSeries",2022-12-24,"4 wk ahead inc flu hosp","2022-2023",0.604651162790698,0.930232558139535,"gray"
"CMU-TimeSeries",2022-12-31,"1 wk ahead inc flu hosp","2022-2023",0.346153846153846,0.884615384615385,"gray"
"CMU-TimeSeries",2022-12-31,"4 wk ahead inc flu hosp","2022-2023",0.395833333333333,1,"gray"
"CMU-TimeSeries",2023-01-07,"1 wk ahead inc flu hosp","2022-2023",0.239130434782609,0.695652173913043,"gray"
"CMU-TimeSeries",2023-01-07,"4 wk ahead inc flu hosp","2022-2023",0.461538461538462,1,"gray"
"CMU-TimeSeries",2023-01-14,"1 wk ahead inc flu hosp","2022-2023",0.0731707317073171,0.390243902439024,"gray"
"CMU-TimeSeries",2023-01-14,"4 wk ahead inc flu hosp","2022-2023",0.384615384615385,0.923076923076923,"gray"
"CMU-TimeSeries",2023-01-21,"1 wk ahead inc flu hosp","2022-2023",0.476190476190476,0.904761904761905,"gray"
"CMU-TimeSeries",2023-01-21,"4 wk ahead inc flu hosp","2022-2023",0.115384615384615,0.673076923076923,"gray"
"CMU-TimeSeries",2023-01-28,"1 wk ahead inc flu hosp","2022-2023",0.421052631578947,0.868421052631579,"gray"
"CMU-TimeSeries",2023-01-28,"4 wk ahead inc flu hosp","2022-2023",0.108695652173913,0.695652173913043,"gray"
"CMU-TimeSeries",2023-02-04,"1 wk ahead inc flu hosp","2022-2023",0.391304347826087,0.891304347826087,"gray"
"CMU-TimeSeries",2023-02-04,"4 wk ahead inc flu hosp","2022-2023",0.0731707317073171,0.75609756097561,"gray"
"CMU-TimeSeries",2023-02-11,"1 wk ahead inc flu hosp","2022-2023",0.403846153846154,0.903846153846154,"gray"
"CMU-TimeSeries",2023-02-11,"4 wk ahead inc flu hosp","2022-2023",0.523809523809524,0.928571428571429,"gray"
"CMU-TimeSeries",2023-02-18,"1 wk ahead inc flu hosp","2022-2023",0.489795918367347,0.959183673469388,"gray"
"CMU-TimeSeries",2023-02-18,"4 wk ahead inc flu hosp","2022-2023",0.868421052631579,1,"gray"
"CMU-TimeSeries",2023-02-25,"1 wk ahead inc flu hosp","2022-2023",0.365384615384615,0.903846153846154,"gray"
"CMU-TimeSeries",2023-02-25,"4 wk ahead inc flu hosp","2022-2023",0.891304347826087,1,"gray"
"CMU-TimeSeries",2023-03-04,"1 wk ahead inc flu hosp","2022-2023",0.346153846153846,0.923076923076923,"gray"
"CMU-TimeSeries",2023-03-04,"4 wk ahead inc flu hosp","2022-2023",0.826923076923077,0.980769230769231,"gray"
"CMU-TimeSeries",2023-03-11,"1 wk ahead inc flu hosp","2022-2023",0.326923076923077,0.865384615384615,"gray"
"CMU-TimeSeries",2023-03-11,"4 wk ahead inc flu hosp","2022-2023",0.693877551020408,1,"gray"
"CMU-TimeSeries",2023-03-18,"1 wk ahead inc flu hosp","2022-2023",0.576923076923077,0.980769230769231,"gray"
"CMU-TimeSeries",2023-03-18,"4 wk ahead inc flu hosp","2022-2023",0.769230769230769,1,"gray"
"CMU-TimeSeries",2023-03-25,"1 wk ahead inc flu hosp","2022-2023",0.442307692307692,0.942307692307692,"gray"
"CMU-TimeSeries",2023-03-25,"4 wk ahead inc flu hosp","2022-2023",0.788461538461538,0.961538461538462,"gray"
"CMU-TimeSeries",2023-04-01,"1 wk ahead inc flu hosp","2022-2023",0.673076923076923,0.980769230769231,"gray"
"CMU-TimeSeries",2023-04-01,"4 wk ahead inc flu hosp","2022-2023",0.692307692307692,1,"gray"
"CMU-TimeSeries",2023-04-08,"1 wk ahead inc flu hosp","2022-2023",0.423076923076923,0.942307692307692,"gray"
"CMU-TimeSeries",2023-04-08,"4 wk ahead inc flu hosp","2022-2023",0.788461538461538,1,"gray"
"CMU-TimeSeries",2023-04-15,"1 wk ahead inc flu hosp","2022-2023",0.538461538461538,0.980769230769231,"gray"
"CMU-TimeSeries",2023-04-15,"4 wk ahead inc flu hosp","2022-2023",0.692307692307692,1,"gray"
"CMU-TimeSeries",2023-04-22,"4 wk ahead inc flu hosp","2022-2023",0.673076923076923,1,"gray"
"CMU-TimeSeries",2023-04-29,"4 wk ahead inc flu hosp","2022-2023",0.711538461538462,1,"gray"
"CMU-TimeSeries",2023-05-06,"4 wk ahead inc flu hosp","2022-2023",0.826923076923077,1,"gray"
"CU-ensemble",2022-02-26,"1 wk ahead inc flu hosp","2021-2022",0.538461538461538,0.923076923076923,"gray"
"CU-ensemble",2022-03-05,"1 wk ahead inc flu hosp","2021-2022",0.461538461538462,0.788461538461538,"gray"
"CU-ensemble",2022-03-12,"1 wk ahead inc flu hosp","2021-2022",0.461538461538462,0.846153846153846,"gray"
"CU-ensemble",2022-03-19,"1 wk ahead inc flu hosp","2021-2022",0.346153846153846,0.692307692307692,"gray"
"CU-ensemble",2022-03-19,"4 wk ahead inc flu hosp","2021-2022",0.423076923076923,0.75,"gray"
"CU-ensemble",2022-03-26,"1 wk ahead inc flu hosp","2021-2022",0.288461538461538,0.615384615384615,"gray"
"CU-ensemble",2022-03-26,"4 wk ahead inc flu hosp","2021-2022",0.423076923076923,0.673076923076923,"gray"
"CU-ensemble",2022-04-02,"1 wk ahead inc flu hosp","2021-2022",0.384615384615385,0.788461538461538,"gray"
"CU-ensemble",2022-04-02,"4 wk ahead inc flu hosp","2021-2022",0.384615384615385,0.75,"gray"
"CU-ensemble",2022-04-09,"1 wk ahead inc flu hosp","2021-2022",0.365384615384615,0.807692307692308,"gray"
"CU-ensemble",2022-04-09,"4 wk ahead inc flu hosp","2021-2022",0.326923076923077,0.692307692307692,"gray"
"CU-ensemble",2022-04-16,"1 wk ahead inc flu hosp","2021-2022",0.384615384615385,0.730769230769231,"gray"
"CU-ensemble",2022-04-16,"4 wk ahead inc flu hosp","2021-2022",0.442307692307692,0.673076923076923,"gray"
"CU-ensemble",2022-04-23,"1 wk ahead inc flu hosp","2021-2022",0.384615384615385,0.711538461538462,"gray"
"CU-ensemble",2022-04-23,"4 wk ahead inc flu hosp","2021-2022",0.384615384615385,0.769230769230769,"gray"
"CU-ensemble",2022-04-30,"1 wk ahead inc flu hosp","2021-2022",0.403846153846154,0.769230769230769,"gray"
"CU-ensemble",2022-04-30,"4 wk ahead inc flu hosp","2021-2022",0.403846153846154,0.826923076923077,"gray"
"CU-ensemble",2022-05-07,"1 wk ahead inc flu hosp","2021-2022",0.365384615384615,0.692307692307692,"gray"
"CU-ensemble",2022-05-07,"4 wk ahead inc flu hosp","2021-2022",0.442307692307692,0.807692307692308,"gray"
"CU-ensemble",2022-05-14,"1 wk ahead inc flu hosp","2021-2022",0.288461538461538,0.788461538461538,"gray"
"CU-ensemble",2022-05-14,"4 wk ahead inc flu hosp","2021-2022",0.384615384615385,0.730769230769231,"gray"
"CU-ensemble",2022-05-21,"1 wk ahead inc flu hosp","2021-2022",0.384615384615385,0.826923076923077,"gray"
"CU-ensemble",2022-05-21,"4 wk ahead inc flu hosp","2021-2022",0.346153846153846,0.692307692307692,"gray"
"CU-ensemble",2022-05-28,"1 wk ahead inc flu hosp","2021-2022",0.384615384615385,0.769230769230769,"gray"
"CU-ensemble",2022-05-28,"4 wk ahead inc flu hosp","2021-2022",0.326923076923077,0.673076923076923,"gray"
"CU-ensemble",2022-06-04,"1 wk ahead inc flu hosp","2021-2022",0.538461538461538,0.903846153846154,"gray"
"CU-ensemble",2022-06-04,"4 wk ahead inc flu hosp","2021-2022",0.423076923076923,0.653846153846154,"gray"
"CU-ensemble",2022-06-11,"1 wk ahead inc flu hosp","2021-2022",0.576923076923077,0.884615384615385,"gray"
"CU-ensemble",2022-06-11,"4 wk ahead inc flu hosp","2021-2022",0.461538461538462,0.653846153846154,"gray"
"CU-ensemble",2022-06-18,"1 wk ahead inc flu hosp","2021-2022",0.538461538461538,0.846153846153846,"gray"
"CU-ensemble",2022-06-18,"4 wk ahead inc flu hosp","2021-2022",0.480769230769231,0.653846153846154,"gray"
"CU-ensemble",2022-06-25,"1 wk ahead inc flu hosp","2021-2022",0.673076923076923,0.942307692307692,"gray"
"CU-ensemble",2022-06-25,"4 wk ahead inc flu hosp","2021-2022",0.538461538461538,0.692307692307692,"gray"
"CU-ensemble",2022-07-02,"4 wk ahead inc flu hosp","2021-2022",0.423076923076923,0.75,"gray"
"CU-ensemble",2022-07-09,"4 wk ahead inc flu hosp","2021-2022",0.519230769230769,0.711538461538462,"gray"
"CU-ensemble",2022-07-16,"4 wk ahead inc flu hosp","2021-2022",0.557692307692308,0.788461538461538,"gray"
"CU-ensemble",2022-10-22,"1 wk ahead inc flu hosp","2022-2023",0.634615384615385,0.826923076923077,"gray"
"CU-ensemble",2022-10-29,"1 wk ahead inc flu hosp","2022-2023",0.384615384615385,0.653846153846154,"gray"
"CU-ensemble",2022-11-05,"1 wk ahead inc flu hosp","2022-2023",0.365384615384615,0.519230769230769,"gray"
"CU-ensemble",2022-11-12,"1 wk ahead inc flu hosp","2022-2023",0.115384615384615,0.5,"gray"
"CU-ensemble",2022-11-12,"4 wk ahead inc flu hosp","2022-2023",0.0961538461538462,0.461538461538462,"gray"
"CU-ensemble",2022-11-19,"1 wk ahead inc flu hosp","2022-2023",0.192307692307692,0.403846153846154,"gray"
"CU-ensemble",2022-11-19,"4 wk ahead inc flu hosp","2022-2023",0.173076923076923,0.326923076923077,"gray"
"CU-ensemble",2022-11-26,"1 wk ahead inc flu hosp","2022-2023",0.0192307692307692,0.134615384615385,"gray"
"CU-ensemble",2022-11-26,"4 wk ahead inc flu hosp","2022-2023",0.0961538461538462,0.211538461538462,"gray"
"CU-ensemble",2022-12-03,"1 wk ahead inc flu hosp","2022-2023",0.134615384615385,0.346153846153846,"gray"
"CU-ensemble",2022-12-03,"4 wk ahead inc flu hosp","2022-2023",0.0192307692307692,0.115384615384615,"gray"
"CU-ensemble",2022-12-10,"1 wk ahead inc flu hosp","2022-2023",0.153846153846154,0.365384615384615,"gray"
"CU-ensemble",2022-12-10,"4 wk ahead inc flu hosp","2022-2023",0.0576923076923077,0.173076923076923,"gray"
"CU-ensemble",2022-12-17,"1 wk ahead inc flu hosp","2022-2023",0.0961538461538462,0.519230769230769,"gray"
"CU-ensemble",2022-12-17,"4 wk ahead inc flu hosp","2022-2023",0.192307692307692,0.384615384615385,"gray"
"CU-ensemble",2022-12-24,"1 wk ahead inc flu hosp","2022-2023",0.211538461538462,0.576923076923077,"gray"
"CU-ensemble",2022-12-24,"4 wk ahead inc flu hosp","2022-2023",0.134615384615385,0.326923076923077,"gray"
"CU-ensemble",2022-12-31,"4 wk ahead inc flu hosp","2022-2023",0.211538461538462,0.442307692307692,"gray"
"CU-ensemble",2023-01-07,"1 wk ahead inc flu hosp","2022-2023",0.173076923076923,0.384615384615385,"gray"
"CU-ensemble",2023-01-07,"4 wk ahead inc flu hosp","2022-2023",0.115384615384615,0.576923076923077,"gray"
"CU-ensemble",2023-01-14,"1 wk ahead inc flu hosp","2022-2023",0.0576923076923077,0.365384615384615,"gray"
"CU-ensemble",2023-01-14,"4 wk ahead inc flu hosp","2022-2023",0.0769230769230769,0.326923076923077,"gray"
"CU-ensemble",2023-01-21,"1 wk ahead inc flu hosp","2022-2023",0.519230769230769,0.865384615384615,"gray"
"CU-ensemble",2023-01-28,"4 wk ahead inc flu hosp","2022-2023",0,0.173076923076923,"gray"
"CU-ensemble",2023-02-04,"1 wk ahead inc flu hosp","2022-2023",0.653846153846154,0.923076923076923,"gray"
"CU-ensemble",2023-02-04,"4 wk ahead inc flu hosp","2022-2023",0.115384615384615,0.615384615384615,"gray"
"CU-ensemble",2023-02-11,"1 wk ahead inc flu hosp","2022-2023",0.653846153846154,0.884615384615385,"gray"
