"model","location_name","wis","rel_wis","mae","below","Percent.Cov.50","Percent.Cov.95"
"SGroup-SIkJalpha","Hawaii",15.86,6.41,24.47,0,0.291666666666667,0.361111111111111
"SGroup-SIkJalpha","Idaho",14.74,4.63,21.79,0,0.180555555555556,0.361111111111111
"SGroup-SIkJalpha","Illinois",44.63,1.89,60.14,0,0.166666666666667,0.388888888888889
"SGroup-SIkJalpha","Indiana",33.02,1.8,40.29,0,0.0833333333333333,0.291666666666667
"SGroup-SIkJalpha","Iowa",10.73,1.53,13.65,0,0.194444444444444,0.361111111111111
"SGroup-SIkJalpha","Kansas",9.9,1.77,15.43,0,0.263888888888889,0.611111111111111
"SGroup-SIkJalpha","Kentucky",20.73,1.16,27.25,0,0.125,0.333333333333333
"SGroup-SIkJalpha","Louisiana",9.71,1.55,13.15,0,0.222222222222222,0.5
"SGroup-SIkJalpha","Maine",13.26,1.83,16.81,0,0.166666666666667,0.347222222222222
"SGroup-SIkJalpha","Maryland",12.25,1.35,17.67,0,0.166666666666667,0.583333333333333
"SGroup-SIkJalpha","Massachusetts",103.58,2.69,130.31,0,0.0694444444444444,0.222222222222222
"SGroup-SIkJalpha","Michigan",44.05,1.44,63.19,0,0.166666666666667,0.416666666666667
"SGroup-SIkJalpha","Minnesota",8.78,1.29,10.83,0,0.152777777777778,0.347222222222222
"SGroup-SIkJalpha","Mississippi",7.45,1.44,10.67,0,0.208333333333333,0.638888888888889
"SGroup-SIkJalpha","Missouri",15.88,1.45,25.43,0,0.138888888888889,0.75
"SGroup-SIkJalpha","Montana",7.75,1.7,9.94,0,0.208333333333333,0.555555555555556
"SGroup-SIkJalpha","Nebraska",11.93,1.4,15.49,0,0.208333333333333,0.416666666666667
"SGroup-SIkJalpha","Nevada",52.57,2.38,66.49,0,0.0694444444444444,0.375
"SGroup-SIkJalpha","New Hampshire",9.41,1.9,12.6,0,0.152777777777778,0.277777777777778
"SGroup-SIkJalpha","New Jersey",40.47,1.64,47.38,0,0.0416666666666667,0.291666666666667
"SGroup-SIkJalpha","New Mexico",32.1,2.29,45.76,0,0.0694444444444444,0.375
"SGroup-SIkJalpha","New York",95.18,1.75,153.82,0,0.166666666666667,0.347222222222222
"SGroup-SIkJalpha","North Carolina",28.28,2.23,34.31,0,0.0833333333333333,0.305555555555556
"SGroup-SIkJalpha","North Dakota",1.71,0.91,2.29,1,0.388888888888889,0.569444444444444
"SGroup-SIkJalpha","Ohio",27.87,1.56,35.79,0,0.138888888888889,0.333333333333333
"SGroup-SIkJalpha","Oklahoma",32.77,1.58,38.51,0,0.0694444444444444,0.236111111111111
"SGroup-SIkJalpha","Oregon",14.15,2.42,20.69,0,0.125,0.458333333333333
"SGroup-SIkJalpha","Pennsylvania",48.54,1.52,61.33,0,0.125,0.277777777777778
"SGroup-SIkJalpha","Puerto Rico",40.2,2.11,52.22,0,0.152777777777778,0.472222222222222
"SGroup-SIkJalpha","Rhode Island",5.37,2.51,6.68,0,0.361111111111111,0.486111111111111
"SGroup-SIkJalpha","South Carolina",9.1,1.71,12.01,0,0.138888888888889,0.513888888888889
"SGroup-SIkJalpha","South Dakota",4.76,1.47,6.57,0,0.291666666666667,0.597222222222222
"SGroup-SIkJalpha","Tennessee",14.49,1.78,19.17,0,0.152777777777778,0.486111111111111
"SGroup-SIkJalpha","Texas",133.74,1.46,177.89,0,0.111111111111111,0.319444444444444
"SGroup-SIkJalpha","Utah",6.89,2.06,10.11,0,0.152777777777778,0.444444444444444
"SGroup-SIkJalpha","Vermont",32.15,12.58,61.89,0,0.277777777777778,0.388888888888889
"SGroup-SIkJalpha","Virginia",11,1.59,15.83,0,0.125,0.722222222222222
"SGroup-SIkJalpha","Washington",18.78,1.71,27.67,0,0.166666666666667,0.708333333333333
"SGroup-SIkJalpha","West Virginia",15.82,1.74,24.12,0,0.208333333333333,0.583333333333333
"SGroup-SIkJalpha","Wisconsin",14.21,1.36,19.32,0,0.125,0.5
"SGroup-SIkJalpha","Wyoming",2.8,1.39,3.79,0,0.277777777777778,0.541666666666667
"SigSci-CREG","Alabama",3.5,0.62,5.61,1,0.361111111111111,0.875
"SigSci-CREG","Alaska",2.08,0.85,3,1,0.5,0.861111111111111
"SigSci-CREG","Arizona",81.19,3.17,86.82,0,0.0227272727272727,0.0681818181818182
"SigSci-CREG","Arkansas",20.69,1.54,23.89,0,0.0833333333333333,0.291666666666667
"SigSci-CREG","California",77.51,2.27,84.11,0,0.0555555555555556,0.25
"SigSci-CREG","Colorado",69.11,2.12,74.07,0,0.0588235294117647,0.176470588235294
"SigSci-CREG","Connecticut",24.89,1.87,27.43,0,0.117647058823529,0.25
"SigSci-CREG","Delaware",5.29,0.97,6.12,1,0.319444444444444,0.652777777777778
"SigSci-CREG","Florida",110.05,2.53,118.75,0,0.0227272727272727,0.227272727272727
"SigSci-CREG","Georgia",16.79,1.98,21.97,0,0.0277777777777778,0.347222222222222
"SigSci-CREG","Hawaii",2.51,1.06,3.14,0,0.388888888888889,0.680555555555556
"SigSci-CREG","Idaho",8.72,2.66,10.08,0,0.171875,0.328125
"SigSci-CREG","Illinois",50.5,2.37,54.14,0,0.0892857142857143,0.232142857142857
"SigSci-CREG","Indiana",38.73,2.11,42.29,0,0.138888888888889,0.263888888888889
"SigSci-CREG","Iowa",10.93,1.57,16.11,0,0.347222222222222,0.819444444444444
"SigSci-CREG","Kansas",8.76,1.56,11.07,0,0.111111111111111,0.486111111111111
"SigSci-CREG","Kentucky",28.67,1.74,32.51,0,0.191176470588235,0.323529411764706
"SigSci-CREG","Louisiana",10.19,1.62,12.85,0,0.194444444444444,0.541666666666667
"SigSci-CREG","Maine",8.24,1.24,9.88,0,0.25,0.573529411764706
"SigSci-CREG","Maryland",23.44,3,27.88,0,0.0535714285714286,0.339285714285714
"SigSci-CREG","Massachusetts",66.64,1.9,70.78,0,0.0625,0.203125
"SigSci-CREG","Michigan",86.43,3.42,93.61,0,0.0357142857142857,0.0892857142857143
"SigSci-CREG","Minnesota",11.48,1.77,13.75,0,0.117647058823529,0.308823529411765
"SigSci-CREG","Mississippi",9.52,1.86,13.79,0,0.0555555555555556,0.5
"SigSci-CREG","Missouri",38.53,3.71,41.77,0,0.015625,0.234375
"SigSci-CREG","Montana",11,2.43,12.95,0,0.09375,0.296875
"SigSci-CREG","Nebraska",14.28,1.67,16.19,0,0.236111111111111,0.361111111111111
"SigSci-CREG","Nevada",41.17,1.8,44.43,0,0.0892857142857143,0.232142857142857
"SigSci-CREG","New Hampshire",7.6,1.53,10.04,0,0.347222222222222,0.569444444444444
"SigSci-CREG","New Jersey",52.79,2.11,58.63,0,0.0833333333333333,0.333333333333333
"SigSci-CREG","New Mexico",19.11,1.38,27.04,0,0.0555555555555556,0.569444444444444
"SigSci-CREG","New York",104.46,2.25,111.23,0,0.0384615384615385,0.173076923076923
"SigSci-CREG","North Carolina",21.27,1.71,25.14,0,0.0833333333333333,0.180555555555556
"SigSci-CREG","North Dakota",1.05,0.55,1.56,1,0.555555555555556,0.986111111111111
"SigSci-CREG","Ohio",51.32,2.9,55.36,0,0.0555555555555556,0.222222222222222
"SigSci-CREG","Oklahoma",36.43,1.74,45.04,0,0.194444444444444,0.375
"SigSci-CREG","Oregon",13.21,2.23,14.72,0,0.166666666666667,0.283333333333333
"SigSci-CREG","Pennsylvania",83.79,2.94,88.02,0,0.160714285714286,0.267857142857143
"SigSci-CREG","Rhode Island",2.17,1,3.22,0,0.513888888888889,0.777777777777778
"SigSci-CREG","South Carolina",13.82,2.63,18.75,0,0.111111111111111,0.513888888888889
"SigSci-CREG","South Dakota",2.77,0.89,4.03,1,0.472222222222222,0.805555555555556
"SigSci-CREG","Tennessee",7.4,0.92,10.21,1,0.333333333333333,0.652777777777778
"SigSci-CREG","Texas",120.82,1.31,135.64,0,0.0833333333333333,0.263888888888889
"SigSci-CREG","Utah",5.11,1.54,6.57,0,0.25,0.569444444444444
"SigSci-CREG","Vermont",2.84,1.1,3.58,0,0.430555555555556,0.625
"SigSci-CREG","Virginia",12.36,1.77,16.43,0,0.180555555555556,0.388888888888889
"SigSci-CREG","Washington",24.44,2.38,27.79,0,0.0735294117647059,0.161764705882353
"SigSci-CREG","West Virginia",12.04,1.4,17.03,0,0.397058823529412,0.779411764705882
"SigSci-CREG","Wisconsin",24.95,2.46,27.49,0,0.191176470588235,0.352941176470588
"SigSci-CREG","Wyoming",2.63,1.3,4.33,0,0.180555555555556,0.763888888888889
"SigSci-TSENS","Alabama",3.43,0.61,5.43,1,0.666666666666667,0.986111111111111
"SigSci-TSENS","Alaska",2.34,0.92,3.25,1,0.638888888888889,0.875
"SigSci-TSENS","Arizona",34.8,0.96,58.4,1,0.416666666666667,1
"SigSci-TSENS","Arkansas",13.76,1.04,18.61,0,0.291666666666667,0.666666666666667
"SigSci-TSENS","California",54,0.82,86.19,1,0.166666666666667,0.805555555555556
"SigSci-TSENS","Colorado",50.46,1.36,61.21,0,0.180555555555556,0.444444444444444
"SigSci-TSENS","Connecticut",18.58,1.37,22.97,0,0.180555555555556,0.361111111111111
"SigSci-TSENS","Delaware",7.24,1.34,9.14,0,0.416666666666667,0.680555555555556
"SigSci-TSENS","Florida",106.51,1.05,143.72,0,0.208333333333333,0.5
"SigSci-TSENS","Georgia",6.93,0.81,10.58,1,0.444444444444444,0.805555555555556
"SigSci-TSENS","Hawaii",2.46,1.19,3.13,0,0.367647058823529,0.558823529411765
"SigSci-TSENS","Idaho",4.58,1.4,6,0,0.291666666666667,0.625
"SigSci-TSENS","Illinois",29.31,1.23,37.03,0,0.194444444444444,0.555555555555556
"SigSci-TSENS","Indiana",17.88,0.96,28.78,1,0.638888888888889,0.930555555555556
"SigSci-TSENS","Iowa",7.24,1.03,10.89,0,0.388888888888889,0.833333333333333
"SigSci-TSENS","Kansas",5.38,0.96,8.51,1,0.444444444444444,0.916666666666667
"SigSci-TSENS","Kentucky",18.98,1.06,25.06,0,0.152777777777778,0.5
"SigSci-TSENS","Louisiana",5.57,0.88,8.79,1,0.5,0.944444444444444
"SigSci-TSENS","Maine",10.52,1.48,12.69,0,0.152777777777778,0.388888888888889
"SigSci-TSENS","Maryland",10.2,1.14,14.1,0,0.277777777777778,0.611111111111111
"SigSci-TSENS","Massachusetts",47.7,1.13,57.36,0,0.140625,0.359375
"SigSci-TSENS","Michigan",38.47,1.27,49.28,0,0.222222222222222,0.361111111111111
"SigSci-TSENS","Minnesota",5.91,0.87,9.71,1,0.625,0.986111111111111
"SigSci-TSENS","Mississippi",4.47,0.86,7.21,1,0.625,0.986111111111111
"SigSci-TSENS","Missouri",9.12,0.83,14.21,1,0.444444444444444,0.888888888888889
"SigSci-TSENS","Montana",5.45,1.21,7.68,0,0.263888888888889,0.708333333333333
"SigSci-TSENS","Nebraska",8.62,1.02,11.57,0,0.486111111111111,0.777777777777778
"SigSci-TSENS","Nevada",31.84,1.44,37.89,0,0.0833333333333333,0.263888888888889
"SigSci-TSENS","New Hampshire",6.63,1.33,8.82,0,0.194444444444444,0.583333333333333
"SigSci-TSENS","New Jersey",23.14,0.93,35.33,1,0.375,0.861111111111111
"SigSci-TSENS","New Mexico",18.2,1.31,22.74,0,0.0833333333333333,0.319444444444444
"SigSci-TSENS","New York",58.79,1.09,71.29,0,0.277777777777778,0.430555555555556
"SigSci-TSENS","North Carolina",12.47,1,20.85,1,0.5,0.970588235294118
"SigSci-TSENS","North Dakota",1.36,0.72,2.04,1,0.847222222222222,1
"SigSci-TSENS","Ohio",16.86,0.95,27.12,1,0.444444444444444,0.888888888888889
"SigSci-TSENS","Oklahoma",18.63,0.89,29.71,1,0.555555555555556,0.972222222222222
"SigSci-TSENS","Oregon",8,1.36,10.33,0,0.0972222222222222,0.458333333333333
"SigSci-TSENS","Pennsylvania",28.76,0.9,44.43,1,0.444444444444444,0.888888888888889
"SigSci-TSENS","Rhode Island",2.63,1.22,3.38,0,0.277777777777778,0.611111111111111
"SigSci-TSENS","South Carolina",5.02,0.94,8.07,1,0.486111111111111,0.888888888888889
"SigSci-TSENS","South Dakota",3.46,1.09,5.03,0,0.638888888888889,0.888888888888889
"SigSci-TSENS","Tennessee",5.91,0.73,8.75,1,0.666666666666667,1
"SigSci-TSENS","Texas",72.48,0.79,111.18,1,0.486111111111111,0.833333333333333
"SigSci-TSENS","Utah",3.79,1.13,5.25,0,0.333333333333333,0.638888888888889
"SigSci-TSENS","Vermont",3.1,1.2,3.82,0,0.347222222222222,0.555555555555556
"SigSci-TSENS","Virginia",5.56,0.79,8.69,1,0.583333333333333,0.972222222222222
"SigSci-TSENS","Washington",13.7,1.24,16.17,0,0.111111111111111,0.263888888888889
"SigSci-TSENS","West Virginia",9.27,1.02,13.15,0,0.25,0.638888888888889
"SigSci-TSENS","Wisconsin",10.54,1,17.06,1,0.361111111111111,0.916666666666667
"SigSci-TSENS","Wyoming",1.54,0.75,2.35,1,0.625,0.972222222222222
"UMass-trends_ensemble","Alabama",6.74,1.19,8.31,0,0.847222222222222,1
"UMass-trends_ensemble","Alaska",2.94,1.15,4.17,0,0.736111111111111,0.916666666666667
"UMass-trends_ensemble","Arizona",33.84,0.91,51.9,1,0.694444444444444,0.902777777777778
"UMass-trends_ensemble","Arkansas",9.74,0.73,13.75,1,0.861111111111111,1
"UMass-trends_ensemble","California",44.6,0.68,79.79,1,0.541666666666667,1
"UMass-trends_ensemble","Colorado",30.6,0.82,48.44,1,0.625,0.916666666666667
"UMass-trends_ensemble","Connecticut",12.96,0.95,20.47,1,0.638888888888889,1
"UMass-trends_ensemble","Delaware",5.5,1.02,8.18,0,0.666666666666667,0.972222222222222
"UMass-trends_ensemble","District of Columbia",1.77,1.68,2.32,0,0.833333333333333,1
"UMass-trends_ensemble","Florida",68.14,0.67,115.24,1,0.416666666666667,0.930555555555556
"UMass-trends_ensemble","Georgia",10.84,1.27,14.31,0,0.722222222222222,1
"UMass-trends_ensemble","Hawaii",2.72,1.13,3.81,0,0.625,0.777777777777778
"UMass-trends_ensemble","Idaho",4.13,1.28,4.76,0,0.847222222222222,0.958333333333333
"UMass-trends_ensemble","Illinois",21.7,0.91,31.14,1,0.652777777777778,0.916666666666667
"UMass-trends_ensemble","Indiana",17.09,0.93,27.21,1,0.694444444444444,1
"UMass-trends_ensemble","Iowa",8.45,1.21,12,0,0.777777777777778,1
"UMass-trends_ensemble","Kansas",6.65,1.19,9.1,0,0.888888888888889,1
"UMass-trends_ensemble","Kentucky",12.99,0.73,20.82,1,0.694444444444444,0.972222222222222
"UMass-trends_ensemble","Louisiana",8.07,1.28,10.53,0,0.75,1
"UMass-trends_ensemble","Maine",5.71,0.81,8.94,1,0.75,0.972222222222222
"UMass-trends_ensemble","Maryland",8.53,0.97,12.56,1,0.763888888888889,0.986111111111111
"UMass-trends_ensemble","Massachusetts",31.41,0.82,48.78,1,0.569444444444444,0.847222222222222
"UMass-trends_ensemble","Michigan",25.91,0.86,40.93,1,0.638888888888889,0.972222222222222
"UMass-trends_ensemble","Minnesota",7.6,1.13,11.22,0,0.763888888888889,0.986111111111111
"UMass-trends_ensemble","Mississippi",6.49,1.26,9.47,0,0.763888888888889,1
"UMass-trends_ensemble","Missouri",11.61,1.06,16.33,0,0.75,1
"UMass-trends_ensemble","Montana",6.06,1.35,8.74,0,0.777777777777778,0.972222222222222
"UMass-trends_ensemble","Nebraska",8.96,1.05,12.53,0,0.847222222222222,1
"UMass-trends_ensemble","Nevada",17.62,0.79,26.94,1,0.597222222222222,0.916666666666667
"UMass-trends_ensemble","New Hampshire",4.95,0.99,7.56,1,0.763888888888889,1
"UMass-trends_ensemble","New Jersey",16.12,0.65,25.01,1,0.75,0.986111111111111
"UMass-trends_ensemble","New Mexico",11.96,0.86,18.58,1,0.625,0.944444444444444
"UMass-trends_ensemble","New York",35.46,0.66,57.65,1,0.486111111111111,0.930555555555556
"UMass-trends_ensemble","North Carolina",14.27,1.14,21.61,0,0.583333333333333,0.944444444444444
"UMass-trends_ensemble","North Dakota",1.79,0.95,2.4,1,0.847222222222222,1
"UMass-trends_ensemble","Ohio",17.21,0.96,26.6,1,0.708333333333333,1
"UMass-trends_ensemble","Oklahoma",17.8,0.85,27.58,1,0.736111111111111,0.972222222222222
"UMass-trends_ensemble","Oregon",7.59,1.28,11.51,0,0.611111111111111,0.958333333333333
"UMass-trends_ensemble","Pennsylvania",25.11,0.79,40.12,1,0.652777777777778,0.986111111111111
"UMass-trends_ensemble","Puerto Rico",16.7,0.92,24.58,1,0.680555555555556,0.958333333333333
"UMass-trends_ensemble","Rhode Island",2.72,1.26,4.35,0,0.722222222222222,0.972222222222222
"UMass-trends_ensemble","South Carolina",8.38,1.57,11.47,0,0.888888888888889,0.986111111111111
"UMass-trends_ensemble","South Dakota",3.97,1.26,5.6,0,0.847222222222222,0.986111111111111
"UMass-trends_ensemble","Tennessee",9.11,1.12,12.04,0,0.805555555555556,0.986111111111111
"UMass-trends_ensemble","Texas",63.52,0.69,103.89,1,0.569444444444444,0.972222222222222
"UMass-trends_ensemble","Utah",4.22,1.26,5.92,0,0.75,1
"UMass-trends_ensemble","Vermont",2.58,1,2.9,0,0.805555555555556,0.888888888888889
"UMass-trends_ensemble","Virginia",8.88,1.27,11.88,0,0.819444444444444,1
"UMass-trends_ensemble","Washington",12.07,1.1,20,0,0.527777777777778,0.986111111111111
"UMass-trends_ensemble","West Virginia",9.93,1.09,14.56,0,0.694444444444444,0.958333333333333
"UMass-trends_ensemble","Wisconsin",10.1,0.96,14.36,1,0.833333333333333,0.986111111111111
"UMass-trends_ensemble","Wyoming",2.52,1.25,3.54,0,0.694444444444444,0.972222222222222
"UT_FluCast-Voltaire","Alabama",9.45,1.65,14.81,0,0.583333333333333,1
"UT_FluCast-Voltaire","Alaska",6.42,2.51,8.54,0,0.638888888888889,0.944444444444444
"UT_FluCast-Voltaire","Arizona",55.53,1.46,80.08,0,0.416666666666667,0.791666666666667
"UT_FluCast-Voltaire","Arkansas",12.95,0.96,20.9,1,0.5,0.944444444444444
"UT_FluCast-Voltaire","California",67.72,0.97,104.44,0,0.416666666666667,0.902777777777778
"UT_FluCast-Voltaire","Colorado",42.57,1.15,63.51,0,0.375,0.819444444444444
"UT_FluCast-Voltaire","Connecticut",25.44,1.89,37.51,0,0.458333333333333,0.888888888888889
"UT_FluCast-Voltaire","Delaware",12.19,2.26,18.33,0,0.361111111111111,0.861111111111111
"UT_FluCast-Voltaire","District of Columbia",3.57,3.41,3.92,0,0.805555555555556,1
"UT_FluCast-Voltaire","Florida",135.36,1.3,187,0,0.347222222222222,0.791666666666667
"UT_FluCast-Voltaire","Georgia",15.06,1.77,20.28,0,0.694444444444444,0.902777777777778
"UT_FluCast-Voltaire","Hawaii",6.68,2.77,9.54,0,0.416666666666667,0.986111111111111
"UT_FluCast-Voltaire","Idaho",5.32,1.66,7.22,0,0.819444444444444,1
"UT_FluCast-Voltaire","Illinois",39.16,1.66,58.56,0,0.25,0.763888888888889
"UT_FluCast-Voltaire","Indiana",21.84,1.2,35.26,0,0.458333333333333,0.944444444444444
"UT_FluCast-Voltaire","Iowa",8.9,1.28,13.03,0,0.5,0.972222222222222
"UT_FluCast-Voltaire","Kansas",8.35,1.5,13.61,0,0.555555555555556,1
"UT_FluCast-Voltaire","Kentucky",12.44,0.7,19.5,1,0.569444444444444,1
"UT_FluCast-Voltaire","Louisiana",10.28,1.64,16.53,0,0.541666666666667,1
"UT_FluCast-Voltaire","Maine",8.02,1.13,11.35,0,0.694444444444444,0.944444444444444
"UT_FluCast-Voltaire","Maryland",12.52,1.44,19.83,0,0.388888888888889,0.930555555555556
"UT_FluCast-Voltaire","Massachusetts",41.03,1.07,61.64,0,0.319444444444444,0.75
"UT_FluCast-Voltaire","Michigan",44.14,1.45,63.04,0,0.375,0.722222222222222
"UT_FluCast-Voltaire","Minnesota",13.54,2.02,21.9,0,0.402777777777778,0.930555555555556
"UT_FluCast-Voltaire","Mississippi",9.09,1.76,13.17,0,0.625,0.958333333333333
"UT_FluCast-Voltaire","Missouri",12.3,1.11,18.35,0,0.652777777777778,0.944444444444444
"UT_FluCast-Voltaire","Montana",10.63,2.37,16.79,0,0.486111111111111,0.916666666666667
"UT_FluCast-Voltaire","Nebraska",14.28,1.67,21.9,0,0.527777777777778,0.916666666666667
"UT_FluCast-Voltaire","Nevada",35.4,1.62,53.28,0,0.361111111111111,0.833333333333333
"UT_FluCast-Voltaire","New Hampshire",7.57,1.54,11.58,0,0.611111111111111,1
"UT_FluCast-Voltaire","New Jersey",32.14,1.31,47.85,0,0.486111111111111,0.888888888888889
"UT_FluCast-Voltaire","New Mexico",25.66,1.86,38.51,0,0.388888888888889,0.875
"UT_FluCast-Voltaire","New York",42.29,0.79,68.14,1,0.472222222222222,0.930555555555556
"UT_FluCast-Voltaire","North Carolina",28.85,2.31,43.19,0,0.305555555555556,0.75
"UT_FluCast-Voltaire","North Dakota",3.16,1.68,3.75,0,0.722222222222222,1
"UT_FluCast-Voltaire","Ohio",24.2,1.37,37.96,0,0.416666666666667,0.958333333333333
"UT_FluCast-Voltaire","Oklahoma",23.5,1.14,37.49,0,0.486111111111111,0.916666666666667
"UT_FluCast-Voltaire","Oregon",12.63,2.18,19.64,0,0.375,0.944444444444444
"UT_FluCast-Voltaire","Pennsylvania",34.37,1.11,52.6,0,0.347222222222222,0.805555555555556
"UT_FluCast-Voltaire","Puerto Rico",58.35,2.35,82.07,0,0.340909090909091,0.840909090909091
"UT_FluCast-Voltaire","Rhode Island",5.32,2.49,7.04,0,0.666666666666667,0.958333333333333
"UT_FluCast-Voltaire","South Carolina",11.69,2.24,18.18,0,0.652777777777778,0.986111111111111
"UT_FluCast-Voltaire","South Dakota",5.77,1.82,8.71,0,0.625,1
"UT_FluCast-Voltaire","Tennessee",19.21,2.39,29.69,0,0.513888888888889,0.930555555555556
"UT_FluCast-Voltaire","Texas",117.7,1.29,171.29,0,0.305555555555556,0.722222222222222
"UT_FluCast-Voltaire","Utah",5.81,1.73,7.78,0,0.652777777777778,0.958333333333333
"UT_FluCast-Voltaire","Vermont",3.57,1.37,4.17,0,0.694444444444444,1
"UT_FluCast-Voltaire","Virginia",16.58,2.4,25.44,0,0.513888888888889,0.888888888888889
"UT_FluCast-Voltaire","Washington",25.83,2.36,40.38,0,0.416666666666667,0.888888888888889
"UT_FluCast-Voltaire","West Virginia",19.93,2.19,31.44,0,0.319444444444444,0.888888888888889
"UT_FluCast-Voltaire","Wisconsin",13.65,1.28,21.39,0,0.486111111111111,1
"UT_FluCast-Voltaire","Wyoming",4.9,2.41,5.83,0,0.75,0.958333333333333
"UVAFluX-Ensemble","Alabama",4.31,0.76,5.92,1,0.569444444444444,0.861111111111111
"UVAFluX-Ensemble","Alaska",2.02,0.82,2.62,1,0.652777777777778,0.777777777777778
"UVAFluX-Ensemble","Arizona",71.66,1.99,59.01,0,0.333333333333333,0.555555555555556
"UVAFluX-Ensemble","Arkansas",12.44,0.93,17.88,1,0.25,0.458333333333333
"UVAFluX-Ensemble","California",53.18,0.82,78.99,1,0.222222222222222,0.638888888888889
"UVAFluX-Ensemble","Colorado",46.12,1.24,65.06,0,0.291666666666667,0.625
"UVAFluX-Ensemble","Connecticut",20.9,1.52,27.54,0,0.388888888888889,0.680555555555556
"UVAFluX-Ensemble","Delaware",5.08,0.93,6.51,1,0.513888888888889,0.680555555555556
"UVAFluX-Ensemble","District of Columbia",1.23,1.18,1.79,0,0.541666666666667,0.75
"UVAFluX-Ensemble","Florida",158.18,1.56,144.4,0,0.25,0.472222222222222
"UVAFluX-Ensemble","Georgia",9.72,1.11,11.56,0,0.375,0.666666666666667
"UVAFluX-Ensemble","Hawaii",1.95,0.82,2.39,1,0.652777777777778,0.75
"UVAFluX-Ensemble","Idaho",4.85,1.47,5.74,0,0.347222222222222,0.513888888888889
"UVAFluX-Ensemble","Illinois",28.01,1.19,36.54,0,0.361111111111111,0.611111111111111
"UVAFluX-Ensemble","Indiana",21.19,1.15,30.99,0,0.180555555555556,0.625
"UVAFluX-Ensemble","Iowa",7.77,1.12,9.72,0,0.444444444444444,0.625
"UVAFluX-Ensemble","Kansas",6.79,1.22,8.4,0,0.361111111111111,0.5
"UVAFluX-Ensemble","Kentucky",14.04,0.79,21.04,1,0.263888888888889,0.652777777777778
"UVAFluX-Ensemble","Louisiana",7.97,1.26,10.88,0,0.277777777777778,0.5
"UVAFluX-Ensemble","Maine",6.8,0.97,9.01,1,0.486111111111111,0.638888888888889
"UVAFluX-Ensemble","Maryland",10.26,1.16,14.68,0,0.305555555555556,0.694444444444444
"UVAFluX-Ensemble","Massachusetts",70.8,1.85,69.64,0,0.416666666666667,0.638888888888889
"UVAFluX-Ensemble","Michigan",44.72,1.38,44.88,0,0.347222222222222,0.597222222222222
"UVAFluX-Ensemble","Minnesota",7.58,1.11,9.54,0,0.388888888888889,0.638888888888889
"UVAFluX-Ensemble","Mississippi",5.81,1.13,7.85,0,0.388888888888889,0.708333333333333
"UVAFluX-Ensemble","Missouri",13.75,1.24,18.28,0,0.305555555555556,0.541666666666667
"UVAFluX-Ensemble","Montana",5.04,1.12,7.19,0,0.402777777777778,0.75
"UVAFluX-Ensemble","Nebraska",10.27,1.21,14.97,0,0.333333333333333,0.680555555555556
"UVAFluX-Ensemble","Nevada",24.98,1.13,32.74,0,0.263888888888889,0.569444444444444
"UVAFluX-Ensemble","New Hampshire",6.07,1.22,8.17,0,0.541666666666667,0.736111111111111
"UVAFluX-Ensemble","New Jersey",32.35,1.31,44.69,0,0.236111111111111,0.597222222222222
"UVAFluX-Ensemble","New Mexico",15.63,1.12,21.01,0,0.458333333333333,0.680555555555556
"UVAFluX-Ensemble","New York",74.6,1.31,80.58,0,0.222222222222222,0.583333333333333
"UVAFluX-Ensemble","North Carolina",15.8,1.26,21.46,0,0.180555555555556,0.527777777777778
"UVAFluX-Ensemble","North Dakota",1.48,0.79,2.12,1,0.652777777777778,0.763888888888889
"UVAFluX-Ensemble","Ohio",24.92,1.39,34,0,0.333333333333333,0.541666666666667
"UVAFluX-Ensemble","Oklahoma",34.18,1.65,38.31,0,0.263888888888889,0.597222222222222
"UVAFluX-Ensemble","Oregon",6.94,1.19,9.86,0,0.416666666666667,0.777777777777778
"UVAFluX-Ensemble","Pennsylvania",34.07,1.08,47.15,0,0.319444444444444,0.611111111111111
"UVAFluX-Ensemble","Puerto Rico",13.55,0.89,22.31,1,0.5,0.9375
"UVAFluX-Ensemble","Rhode Island",2.41,1.12,2.88,0,0.527777777777778,0.625
"UVAFluX-Ensemble","South Carolina",5.86,1.11,8.06,0,0.486111111111111,0.75
"UVAFluX-Ensemble","South Dakota",3.79,1.2,5.24,0,0.541666666666667,0.708333333333333
"UVAFluX-Ensemble","Tennessee",6.95,0.87,9.15,1,0.347222222222222,0.611111111111111
"UVAFluX-Ensemble","Texas",112.7,1.16,141.89,0,0.388888888888889,0.833333333333333
"UVAFluX-Ensemble","Utah",3.64,1.08,5,0,0.430555555555556,0.694444444444444
"UVAFluX-Ensemble","Vermont",2.53,0.98,3.21,1,0.597222222222222,0.75
"UVAFluX-Ensemble","Virginia",7.83,1.13,9.86,0,0.291666666666667,0.444444444444444
"UVAFluX-Ensemble","Washington",12.16,1.13,15.19,0,0.277777777777778,0.527777777777778
"UVAFluX-Ensemble","West Virginia",9.25,1.02,11.94,0,0.388888888888889,0.555555555555556
"UVAFluX-Ensemble","Wisconsin",13.5,1.28,16.17,0,0.222222222222222,0.402777777777778
"UVAFluX-Ensemble","Wyoming",1.97,0.98,2.89,1,0.444444444444444,0.736111111111111
