"model","location_name","wis","rel_wis","mae","below","Percent.Cov.50","Percent.Cov.95"
"GT-FluFNP","Florida",94.1,0.94,113.25,1,0.138888888888889,0.416666666666667
"GT-FluFNP","Georgia",6.02,0.7,9.53,1,0.472222222222222,0.902777777777778
"GT-FluFNP","Idaho",4.12,1.27,5.18,0,0.472222222222222,0.666666666666667
"GT-FluFNP","Illinois",30.35,1.29,38.54,0,0.208333333333333,0.458333333333333
"GT-FluFNP","Indiana",18.04,0.97,24.9,1,0.430555555555556,0.736111111111111
"GT-FluFNP","Iowa",6.11,0.88,9.28,1,0.555555555555556,0.875
"GT-FluFNP","Kansas",6.01,1.07,9.36,0,0.375,0.833333333333333
"GT-FluFNP","Kentucky",16.36,0.92,21.57,1,0.222222222222222,0.611111111111111
"GT-FluFNP","Louisiana",6.78,1.07,10.11,0,0.486111111111111,0.791666666666667
"GT-FluFNP","Maine",6.74,0.96,8.17,1,0.319444444444444,0.5
"GT-FluFNP","Maryland",9.85,1.13,13.4,0,0.291666666666667,0.583333333333333
"GT-FluFNP","Massachusetts",37.06,0.97,48.08,1,0.236111111111111,0.513888888888889
"GT-FluFNP","Michigan",39.37,1.31,53.19,0,0.222222222222222,0.430555555555556
"GT-FluFNP","Minnesota",7.85,1.16,13.01,0,0.569444444444444,0.986111111111111
"GT-FluFNP","Mississippi",3.73,0.72,5.79,1,0.638888888888889,0.972222222222222
"GT-FluFNP","Missouri",9.63,0.88,14.96,1,0.555555555555556,0.944444444444444
"GT-FluFNP","Montana",4.81,1.07,6.83,0,0.361111111111111,0.708333333333333
"GT-FluFNP","Nebraska",8.67,1.03,12.36,0,0.458333333333333,0.805555555555556
"GT-FluFNP","Nevada",20.11,0.91,26.39,1,0.166666666666667,0.388888888888889
"GT-FluFNP","New Hampshire",5.15,1.03,6.99,0,0.319444444444444,0.625
"GT-FluFNP","New Jersey",22.34,0.91,29.25,1,0.347222222222222,0.708333333333333
"GT-FluFNP","New Mexico",14.42,1.04,18.35,0,0.194444444444444,0.388888888888889
"GT-FluFNP","New York",51.28,0.96,63.44,1,0.263888888888889,0.5
"GT-FluFNP","North Carolina",9.83,0.79,15.72,1,0.625,0.958333333333333
"GT-FluFNP","North Dakota",1.58,0.84,2.42,1,0.888888888888889,1
"GT-FluFNP","Ohio",19.55,1.09,29.53,0,0.375,0.736111111111111
"GT-FluFNP","Oklahoma",25.59,1.23,34.89,0,0.430555555555556,0.708333333333333
"GT-FluFNP","Oregon",7.01,1.2,9.11,0,0.194444444444444,0.416666666666667
"GT-FluFNP","Pennsylvania",31.38,0.99,42.93,1,0.347222222222222,0.666666666666667
"GT-FluFNP","Rhode Island",1.83,0.85,2.47,1,0.458333333333333,0.680555555555556
"GT-FluFNP","South Carolina",4.51,0.85,7.39,1,0.430555555555556,0.916666666666667
"GT-FluFNP","South Dakota",3.41,1.07,4.9,0,0.611111111111111,0.888888888888889
"GT-FluFNP","Tennessee",6.99,0.87,10.76,1,0.513888888888889,0.888888888888889
"GT-FluFNP","Texas",99.28,1.08,130.89,0,0.388888888888889,0.652777777777778
"GT-FluFNP","Utah",3.78,1.13,5.31,0,0.277777777777778,0.597222222222222
"GT-FluFNP","Vermont",2.24,0.86,2.88,1,0.5,0.708333333333333
"GT-FluFNP","Virginia",6.87,0.99,10.61,1,0.458333333333333,0.861111111111111
"GT-FluFNP","Washington",12.99,1.24,16,0,0.138888888888889,0.347222222222222
"GT-FluFNP","West Virginia",7.55,0.83,10.86,1,0.222222222222222,0.736111111111111
"GT-FluFNP","Wisconsin",9.17,0.87,14.35,1,0.458333333333333,0.888888888888889
"GT-FluFNP","Wyoming",1.49,0.73,2.4,1,0.527777777777778,0.916666666666667
"IEM_Health-FluProject","Alabama",4.92,0.87,6.31,1,0.833333333333333,1
"IEM_Health-FluProject","Alaska",2.8,1.13,3.5,0,0.652777777777778,0.930555555555556
"IEM_Health-FluProject","Arizona",44.64,1.24,65.11,0,0.208333333333333,0.694444444444444
"IEM_Health-FluProject","Arkansas",12.35,0.92,19.65,1,0.361111111111111,0.902777777777778
"IEM_Health-FluProject","California",66.6,1.03,88.04,0,0.152777777777778,0.541666666666667
"IEM_Health-FluProject","Colorado",36.2,0.99,51.21,1,0.375,0.694444444444444
"IEM_Health-FluProject","Connecticut",15.26,1.12,22.39,0,0.291666666666667,0.680555555555556
"IEM_Health-FluProject","Delaware",5.47,1.01,8.06,0,0.541666666666667,0.916666666666667
"IEM_Health-FluProject","District of Columbia",1.28,1.22,1.97,0,0.569444444444444,0.930555555555556
"IEM_Health-FluProject","Florida",97.38,0.98,122.94,1,0.236111111111111,0.486111111111111
"IEM_Health-FluProject","Georgia",32.6,3.68,13.15,0,0.444444444444444,0.888888888888889
"IEM_Health-FluProject","Hawaii",2.4,1,3.18,1,0.388888888888889,0.875
"IEM_Health-FluProject","Idaho",4.55,1.4,6.28,0,0.472222222222222,0.722222222222222
"IEM_Health-FluProject","Illinois",29.24,1.25,40.85,0,0.319444444444444,0.611111111111111
"IEM_Health-FluProject","Indiana",21.54,1.16,30.44,0,0.527777777777778,0.875
"IEM_Health-FluProject","Iowa",6.99,1,9.19,1,0.777777777777778,1
"IEM_Health-FluProject","Kansas",5.63,1,8.43,0,0.708333333333333,1
"IEM_Health-FluProject","Kentucky",15.25,0.86,22.9,1,0.305555555555556,0.75
"IEM_Health-FluProject","Louisiana",12.84,1.99,10.47,0,0.763888888888889,1
"IEM_Health-FluProject","Maine",7.51,1.04,9.74,0,0.472222222222222,0.569444444444444
"IEM_Health-FluProject","Maryland",9.62,1.1,15.51,0,0.25,0.875
"IEM_Health-FluProject","Massachusetts",32.88,0.86,45.75,1,0.388888888888889,0.722222222222222
"IEM_Health-FluProject","Michigan",35.15,1.17,52.94,0,0.333333333333333,0.763888888888889
"IEM_Health-FluProject","Minnesota",6.26,0.92,8.28,1,0.861111111111111,1
"IEM_Health-FluProject","Mississippi",7.35,1.42,7.12,0,0.75,1
"IEM_Health-FluProject","Missouri",14.2,1.29,21.72,0,0.444444444444444,1
"IEM_Health-FluProject","Montana",4.48,0.99,6.99,1,0.527777777777778,0.958333333333333
"IEM_Health-FluProject","Nebraska",7.91,0.93,12.53,1,0.611111111111111,0.930555555555556
"IEM_Health-FluProject","Nevada",19.28,0.87,27.92,1,0.208333333333333,0.569444444444444
"IEM_Health-FluProject","New Hampshire",4.46,0.9,6.68,1,0.486111111111111,0.888888888888889
"IEM_Health-FluProject","New Jersey",20.54,0.83,31.38,1,0.458333333333333,0.902777777777778
"IEM_Health-FluProject","New Mexico",14.58,1.06,19.93,0,0.25,0.611111111111111
"IEM_Health-FluProject","New York",45.64,0.85,66.58,1,0.319444444444444,0.75
"IEM_Health-FluProject","North Carolina",13.45,1.08,18.4,0,0.708333333333333,1
"IEM_Health-FluProject","North Dakota",1.57,0.84,1.72,1,0.944444444444444,0.986111111111111
"IEM_Health-FluProject","Ohio",23.52,1.31,38.68,0,0.527777777777778,0.986111111111111
"IEM_Health-FluProject","Oklahoma",25.61,1.22,39.49,0,0.541666666666667,0.958333333333333
"IEM_Health-FluProject","Oregon",7.41,1.26,10.68,0,0.236111111111111,0.680555555555556
"IEM_Health-FluProject","Pennsylvania",33.27,1.05,52.12,0,0.402777777777778,0.819444444444444
"IEM_Health-FluProject","Puerto Rico",16.68,0.94,24.28,1,0.333333333333333,0.805555555555556
"IEM_Health-FluProject","Rhode Island",2.23,1.03,3.18,0,0.472222222222222,0.666666666666667
"IEM_Health-FluProject","South Carolina",4.96,0.94,7.96,1,0.652777777777778,1
"IEM_Health-FluProject","South Dakota",2.82,0.89,3.96,1,0.847222222222222,1
"IEM_Health-FluProject","Tennessee",5.73,0.71,7.81,1,0.791666666666667,1
"IEM_Health-FluProject","Texas",75.84,0.82,107.1,1,0.388888888888889,0.902777777777778
"IEM_Health-FluProject","Utah",3.14,0.94,5.03,1,0.444444444444444,0.930555555555556
"IEM_Health-FluProject","Vermont",2.13,0.82,2.94,1,0.652777777777778,0.805555555555556
"IEM_Health-FluProject","Virginia",19.17,2.63,7.76,0,0.708333333333333,0.972222222222222
"IEM_Health-FluProject","Washington",11.89,1.13,16.46,0,0.125,0.569444444444444
"IEM_Health-FluProject","West Virginia",10.68,1.17,13.42,0,0.472222222222222,0.916666666666667
"IEM_Health-FluProject","Wisconsin",10.21,0.97,16.35,1,0.652777777777778,1
"IEM_Health-FluProject","Wyoming",1.66,0.82,2.65,1,0.708333333333333,1
"LUcompUncertLab-TEVA","Alabama",4.78,0.81,6.83,1,0.765625,1
"LUcompUncertLab-TEVA","Alaska",1.82,0.86,2.42,1,0.90625,0.9375
"LUcompUncertLab-TEVA","Arizona",41.23,1.16,63.05,0,0.484375,0.84375
"LUcompUncertLab-TEVA","Arkansas",12.56,0.87,19.2,1,0.625,0.90625
"LUcompUncertLab-TEVA","California",53.59,0.81,81.14,1,0.359375,0.8125
"LUcompUncertLab-TEVA","Colorado",52.17,1.32,69.2,0,0.265625,0.65625
"LUcompUncertLab-TEVA","Connecticut",14.29,1.05,21.28,0,0.375,0.75
"LUcompUncertLab-TEVA","Delaware",5.48,0.93,7.69,0,0.59375,0.84375
"LUcompUncertLab-TEVA","District of Columbia",1.22,1.13,1.94,0,0.609375,0.921875
"LUcompUncertLab-TEVA","Florida",150.15,1.47,199.62,0,0.25,0.609375
"LUcompUncertLab-TEVA","Georgia",9.12,1.06,11.69,0,0.703125,0.9375
"LUcompUncertLab-TEVA","Hawaii",1.94,0.81,2.88,1,0.6875,0.828125
"LUcompUncertLab-TEVA","Idaho",5.87,1.73,8.27,0,0.46875,0.78125
"LUcompUncertLab-TEVA","Illinois",28.87,1.21,42.33,0,0.390625,0.71875
"LUcompUncertLab-TEVA","Indiana",25.05,1.27,41.94,0,0.53125,1
"LUcompUncertLab-TEVA","Iowa",9.04,1.2,14,0,0.59375,0.9375
"LUcompUncertLab-TEVA","Kansas",5.31,0.88,8.47,1,0.640625,1
"LUcompUncertLab-TEVA","Kentucky",18.54,0.97,28.27,0,0.34375,0.796875
"LUcompUncertLab-TEVA","Louisiana",9.13,1.38,12.78,0,0.609375,0.984375
"LUcompUncertLab-TEVA","Maine",7.39,1.07,10.33,0,0.5,0.71875
"LUcompUncertLab-TEVA","Maryland",9.04,1,14.67,0,0.46875,0.921875
"LUcompUncertLab-TEVA","Massachusetts",48.8,1.23,67.12,0,0.328125,0.546875
"LUcompUncertLab-TEVA","Michigan",37.82,1.25,59.91,0,0.296875,0.8125
"LUcompUncertLab-TEVA","Minnesota",11.16,1.58,17.03,0,0.859375,0.984375
"LUcompUncertLab-TEVA","Mississippi",5.34,1.03,6.94,0,0.765625,1
"LUcompUncertLab-TEVA","Missouri",10.66,0.92,16.25,1,0.671875,1
"LUcompUncertLab-TEVA","Montana",6.66,1.42,10.27,0,0.484375,0.84375
"LUcompUncertLab-TEVA","Nebraska",10.14,1.1,15.11,0,0.578125,0.875
"LUcompUncertLab-TEVA","Nevada",20.23,0.88,30.38,1,0.3125,0.640625
"LUcompUncertLab-TEVA","New Hampshire",7.41,1.4,11.89,0,0.359375,0.84375
"LUcompUncertLab-TEVA","New Jersey",22.63,0.87,35.36,1,0.328125,0.875
"LUcompUncertLab-TEVA","New Mexico",14.64,1.02,21.98,0,0.28125,0.71875
"LUcompUncertLab-TEVA","New York",64.81,1.11,89.97,0,0.3125,0.609375
"LUcompUncertLab-TEVA","North Carolina",13.17,1.05,16.55,0,0.890625,1
"LUcompUncertLab-TEVA","North Dakota",4.36,2.2,5.67,0,0.84375,1
"LUcompUncertLab-TEVA","Ohio",22.43,1.19,37.28,0,0.703125,1
"LUcompUncertLab-TEVA","Oklahoma",30.56,1.35,46.31,0,0.578125,0.875
"LUcompUncertLab-TEVA","Oregon",8.88,1.5,13.53,0,0.234375,0.71875
"LUcompUncertLab-TEVA","Pennsylvania",30.74,0.95,45.25,1,0.375,0.828125
"LUcompUncertLab-TEVA","Puerto Rico",21.98,1.13,29.34,0,0.5,0.78125
"LUcompUncertLab-TEVA","Rhode Island",2.27,1,3.53,0,0.578125,0.890625
"LUcompUncertLab-TEVA","South Carolina",6.17,1.17,8.62,0,0.6875,1
"LUcompUncertLab-TEVA","South Dakota",4.8,1.42,5.28,0,0.84375,0.984375
"LUcompUncertLab-TEVA","Tennessee",8.57,1.03,11.06,0,0.671875,0.984375
"LUcompUncertLab-TEVA","Texas",160.49,1.63,214.69,0,0.4375,0.6875
"LUcompUncertLab-TEVA","Utah",3.92,1.13,5.98,0,0.578125,0.875
"LUcompUncertLab-TEVA","Vermont",2.61,0.93,3.72,0,0.59375,0.8125
"LUcompUncertLab-TEVA","Virginia",6.02,0.82,8.81,1,0.75,1
"LUcompUncertLab-TEVA","Washington",14.88,1.45,20.05,0,0.234375,0.609375
"LUcompUncertLab-TEVA","West Virginia",9.6,0.98,14.98,0,0.359375,0.859375
"LUcompUncertLab-TEVA","Wisconsin",12.68,1.13,16.44,0,0.671875,0.984375
"LUcompUncertLab-TEVA","Wyoming",1.96,0.95,2.31,1,0.875,1
"LUcompUncertLab-VAR2","Alabama",6.34,1.1,9.29,0,0.779411764705882,1
"LUcompUncertLab-VAR2","Alaska",2.22,1.08,3.51,1,0.617647058823529,0.941176470588235
"LUcompUncertLab-VAR2","Arizona",48.78,1.43,69.79,0,0.25,0.602941176470588
"LUcompUncertLab-VAR2","Arkansas",17.27,1.25,24.16,0,0.441176470588235,0.808823529411765
"LUcompUncertLab-VAR2","California",63.31,0.97,86.51,1,0.235294117647059,0.647058823529412
"LUcompUncertLab-VAR2","Colorado",59.12,1.56,75.43,0,0.176470588235294,0.588235294117647
"LUcompUncertLab-VAR2","Connecticut",19.57,1.49,26.13,0,0.205882352941176,0.455882352941176
"LUcompUncertLab-VAR2","Delaware",5.64,1,7.96,0,0.485294117647059,0.764705882352941
"LUcompUncertLab-VAR2","District of Columbia",1.15,1.1,1.78,0,0.573529411764706,0.882352941176471
"LUcompUncertLab-VAR2","Florida",174.35,1.71,212.9,0,0.220588235294118,0.529411764705882
"LUcompUncertLab-VAR2","Georgia",16.54,1.95,24.19,0,0.602941176470588,0.882352941176471
"LUcompUncertLab-VAR2","Hawaii",2.32,0.99,3.19,1,0.411764705882353,0.676470588235294
"LUcompUncertLab-VAR2","Idaho",7.98,2.46,10.57,0,0.294117647058824,0.573529411764706
"LUcompUncertLab-VAR2","Illinois",27.74,1.22,37.5,0,0.308823529411765,0.573529411764706
"LUcompUncertLab-VAR2","Indiana",44.44,2.37,61,0,0.382352941176471,0.735294117647059
"LUcompUncertLab-VAR2","Iowa",16.31,2.24,22.54,0,0.323529411764706,0.764705882352941
"LUcompUncertLab-VAR2","Kansas",6.87,1.19,11.44,0,0.352941176470588,0.955882352941177
"LUcompUncertLab-VAR2","Kentucky",20.54,1.13,28.15,0,0.264705882352941,0.647058823529412
"LUcompUncertLab-VAR2","Louisiana",13.5,2.1,21.71,0,0.411764705882353,0.897058823529412
"LUcompUncertLab-VAR2","Maine",6.34,0.95,8.62,1,0.397058823529412,0.647058823529412
"LUcompUncertLab-VAR2","Maryland",9.66,1.11,14.31,0,0.367647058823529,0.823529411764706
"LUcompUncertLab-VAR2","Massachusetts",60.94,1.62,74.16,0,0.220588235294118,0.382352941176471
"LUcompUncertLab-VAR2","Michigan",47.78,1.66,64.12,0,0.308823529411765,0.647058823529412
"LUcompUncertLab-VAR2","Minnesota",20.91,3.04,32.54,0,0.397058823529412,0.867647058823529
"LUcompUncertLab-VAR2","Mississippi",7.14,1.41,11.87,0,0.617647058823529,0.985294117647059
"LUcompUncertLab-VAR2","Missouri",10.82,0.97,17.56,1,0.588235294117647,1
"LUcompUncertLab-VAR2","Montana",10.91,2.43,15.26,0,0.338235294117647,0.661764705882353
"LUcompUncertLab-VAR2","Nebraska",13.81,1.56,20.06,0,0.397058823529412,0.735294117647059
"LUcompUncertLab-VAR2","Nevada",22.64,1,29.75,0,0.25,0.5
"LUcompUncertLab-VAR2","New Hampshire",9.86,1.94,13.16,0,0.279411764705882,0.544117647058823
"LUcompUncertLab-VAR2","New Jersey",36.28,1.43,51.62,0,0.205882352941176,0.573529411764706
"LUcompUncertLab-VAR2","New Mexico",17.22,1.24,23.34,0,0.191176470588235,0.5
"LUcompUncertLab-VAR2","New York",80.17,1.44,99.35,0,0.132352941176471,0.397058823529412
"LUcompUncertLab-VAR2","North Carolina",24.32,1.95,38.43,0,0.632352941176471,0.985294117647059
"LUcompUncertLab-VAR2","North Dakota",9.84,5.15,14.65,0,0.397058823529412,0.838235294117647
"LUcompUncertLab-VAR2","Ohio",38.18,2.11,54.68,0,0.411764705882353,0.75
"LUcompUncertLab-VAR2","Oklahoma",35.83,1.67,52.99,0,0.470588235294118,0.808823529411765
"LUcompUncertLab-VAR2","Oregon",10.92,1.88,14.59,0,0.220588235294118,0.558823529411765
"LUcompUncertLab-VAR2","Pennsylvania",36.38,1.17,50.15,0,0.382352941176471,0.720588235294118
"LUcompUncertLab-VAR2","Puerto Rico",24.93,1.31,33.62,0,0.485294117647059,0.691176470588235
"LUcompUncertLab-VAR2","Rhode Island",2.56,1.18,3.63,0,0.470588235294118,0.720588235294118
"LUcompUncertLab-VAR2","South Carolina",8.52,1.61,12.97,0,0.632352941176471,0.926470588235294
"LUcompUncertLab-VAR2","South Dakota",12.12,3.78,18.85,0,0.411764705882353,0.75
"LUcompUncertLab-VAR2","Tennessee",13.57,1.65,21.03,0,0.529411764705882,0.926470588235294
"LUcompUncertLab-VAR2","Texas",149.41,1.59,188.82,0,0.397058823529412,0.661764705882353
"LUcompUncertLab-VAR2","Utah",5.08,1.52,7.59,0,0.397058823529412,0.794117647058823
"LUcompUncertLab-VAR2","Vermont",3.5,1.3,4.78,0,0.441176470588235,0.661764705882353
"LUcompUncertLab-VAR2","Virginia",6.9,0.96,10.79,1,0.632352941176471,1
"LUcompUncertLab-VAR2","Washington",16.48,1.61,20.91,0,0.205882352941176,0.441176470588235
"LUcompUncertLab-VAR2","West Virginia",12.61,1.33,17.74,0,0.323529411764706,0.632352941176471
"LUcompUncertLab-VAR2","Wisconsin",24.57,2.28,36.34,0,0.308823529411765,0.676470588235294
"LUcompUncertLab-VAR2","Wyoming",4.16,2.09,6.37,0,0.573529411764706,0.852941176470588
"LUcompUncertLab-VAR2K","Alabama",15.44,2.6,23.52,0,0.78125,1
"LUcompUncertLab-VAR2K","Alaska",2.63,1.25,3.97,0,0.71875,0.96875
"LUcompUncertLab-VAR2K","Arizona",46.23,1.32,68.22,0,0.296875,0.734375
"LUcompUncertLab-VAR2K","Arkansas",20.83,1.45,32.55,0,0.390625,0.859375
"LUcompUncertLab-VAR2K","California",49.26,0.76,71.73,1,0.171875,0.640625
"LUcompUncertLab-VAR2K","Colorado",54.92,1.39,74.91,0,0.265625,0.640625
"LUcompUncertLab-VAR2K","Connecticut",13.19,0.97,19.08,1,0.375,0.703125
"LUcompUncertLab-VAR2K","Delaware",7.2,1.22,10.83,0,0.359375,0.8125
"LUcompUncertLab-VAR2K","District of Columbia",1.49,1.39,2.59,0,0.53125,0.984375
"LUcompUncertLab-VAR2K","Florida",138.71,1.36,183.58,0,0.375,0.765625
"LUcompUncertLab-VAR2K","Georgia",28.95,3.33,40.56,0,0.734375,0.90625
"LUcompUncertLab-VAR2K","Hawaii",2.44,1.01,3.59,0,0.546875,0.78125
"LUcompUncertLab-VAR2K","Idaho",9.14,2.7,13.16,0,0.28125,0.6875
"LUcompUncertLab-VAR2K","Illinois",29.52,1.23,46.34,0,0.25,0.828125
"LUcompUncertLab-VAR2K","Indiana",38.4,1.95,63.81,0,0.28125,0.90625
"LUcompUncertLab-VAR2K","Iowa",14.67,1.92,22.48,0,0.515625,0.890625
"LUcompUncertLab-VAR2K","Kansas",8.13,1.34,13.94,0,0.453125,1
"LUcompUncertLab-VAR2K","Kentucky",19.46,1.02,30.92,0,0.453125,0.953125
"LUcompUncertLab-VAR2K","Louisiana",22.62,3.42,37.38,0,0.40625,0.921875
"LUcompUncertLab-VAR2K","Maine",6.87,0.99,10.27,1,0.328125,0.75
"LUcompUncertLab-VAR2K","Maryland",9.92,1.1,15.98,0,0.421875,0.90625
"LUcompUncertLab-VAR2K","Massachusetts",45.72,1.15,57.88,0,0.1875,0.484375
"LUcompUncertLab-VAR2K","Michigan",49.76,1.65,76.3,0,0.265625,0.734375
"LUcompUncertLab-VAR2K","Minnesota",34.7,4.91,56.03,0,0.25,0.921875
"LUcompUncertLab-VAR2K","Mississippi",14.13,2.73,22.69,0,0.796875,1
"LUcompUncertLab-VAR2K","Missouri",15.52,1.35,24.86,0,0.609375,1
"LUcompUncertLab-VAR2K","Montana",10.4,2.21,14.92,0,0.34375,0.71875
"LUcompUncertLab-VAR2K","Nebraska",15.26,1.65,24.55,0,0.453125,0.875
"LUcompUncertLab-VAR2K","Nevada",19.83,0.85,28.3,1,0.25,0.65625
"LUcompUncertLab-VAR2K","New Hampshire",6.01,1.14,9.09,0,0.390625,0.796875
"LUcompUncertLab-VAR2K","New Jersey",33.13,1.27,46.66,0,0.375,0.703125
"LUcompUncertLab-VAR2K","New Mexico",14.95,1.04,22.56,0,0.234375,0.703125
"LUcompUncertLab-VAR2K","New York",63.73,1.09,85.36,0,0.28125,0.59375
"LUcompUncertLab-VAR2K","North Carolina",42.49,3.39,73.16,0,0.578125,1
"LUcompUncertLab-VAR2K","North Dakota",16.2,8.17,24.31,0,0.34375,0.796875
"LUcompUncertLab-VAR2K","Ohio",46.33,2.47,73.86,0,0.328125,0.859375
"LUcompUncertLab-VAR2K","Oklahoma",45.46,2.01,71.56,0,0.390625,0.890625
"LUcompUncertLab-VAR2K","Oregon",10.33,1.75,15.14,0,0.40625,0.78125
"LUcompUncertLab-VAR2K","Pennsylvania",30.35,0.94,48.22,1,0.375,0.859375
"LUcompUncertLab-VAR2K","Puerto Rico",31.1,1.59,41.55,0,0.421875,0.640625
"LUcompUncertLab-VAR2K","Rhode Island",1.93,0.85,3.2,1,0.59375,0.984375
"LUcompUncertLab-VAR2K","South Carolina",15.67,2.96,23.22,0,0.71875,0.9375
"LUcompUncertLab-VAR2K","South Dakota",13.73,4.1,22.03,0,0.25,0.828125
"LUcompUncertLab-VAR2K","Tennessee",22.69,2.72,37.12,0,0.640625,1
"LUcompUncertLab-VAR2K","Texas",180.33,1.83,239.41,0,0.296875,0.65625
"LUcompUncertLab-VAR2K","Utah",5.95,1.7,9.23,0,0.46875,0.90625
"LUcompUncertLab-VAR2K","Vermont",2.79,1,4.19,0,0.5625,0.796875
"LUcompUncertLab-VAR2K","Virginia",9.48,1.3,14.16,0,0.71875,1
"LUcompUncertLab-VAR2K","Washington",13.34,1.3,18.19,0,0.3125,0.703125
"LUcompUncertLab-VAR2K","West Virginia",10.23,1.04,16.11,0,0.40625,0.875
"LUcompUncertLab-VAR2K","Wisconsin",25.23,2.25,41.28,0,0.359375,0.953125
"LUcompUncertLab-VAR2K","Wyoming",7.08,3.44,11.47,0,0.34375,0.859375
"LUcompUncertLab-VAR2K_plusCOVID","Alabama",4.23,0.72,6.83,1,0.65625,1
"LUcompUncertLab-VAR2K_plusCOVID","Alaska",1.9,0.9,2.78,1,0.75,0.9375
"LUcompUncertLab-VAR2K_plusCOVID","Arizona",51.97,1.46,69.97,0,0.21875,0.65625
"LUcompUncertLab-VAR2K_plusCOVID","Arkansas",13.71,0.95,19.34,0,0.40625,0.765625
"LUcompUncertLab-VAR2K_plusCOVID","California",77.1,1.16,98.28,0,0.21875,0.65625
"LUcompUncertLab-VAR2K_plusCOVID","Colorado",59.09,1.49,74.41,0,0.1875,0.53125
"LUcompUncertLab-VAR2K_plusCOVID","Connecticut",15.95,1.17,21.3,0,0.296875,0.609375
"LUcompUncertLab-VAR2K_plusCOVID","Delaware",9.41,1.6,12.59,0,0.453125,0.703125
"LUcompUncertLab-VAR2K_plusCOVID","District of Columbia",1.63,1.51,2.64,0,0.296875,0.75
"LUcompUncertLab-VAR2K_plusCOVID","Florida",179.09,1.73,207.44,0,0.234375,0.421875
"LUcompUncertLab-VAR2K_plusCOVID","Georgia",7.87,0.91,11.64,1,0.609375,0.859375
"LUcompUncertLab-VAR2K_plusCOVID","Hawaii",2.24,0.93,3.14,1,0.5625,0.703125
"LUcompUncertLab-VAR2K_plusCOVID","Idaho",5.1,1.5,7.19,0,0.4375,0.75
"LUcompUncertLab-VAR2K_plusCOVID","Illinois",45.3,1.9,59.88,0,0.265625,0.453125
"LUcompUncertLab-VAR2K_plusCOVID","Indiana",23.02,1.15,30.47,0,0.6875,0.84375
"LUcompUncertLab-VAR2K_plusCOVID","Iowa",8.03,1.07,12.58,0,0.53125,0.90625
"LUcompUncertLab-VAR2K_plusCOVID","Kansas",4.99,0.83,7.78,1,0.625,0.96875
"LUcompUncertLab-VAR2K_plusCOVID","Kentucky",21.5,1.13,28.88,0,0.25,0.609375
"LUcompUncertLab-VAR2K_plusCOVID","Louisiana",7.32,1.1,11.64,0,0.578125,0.9375
"LUcompUncertLab-VAR2K_plusCOVID","Maine",13.58,1.95,17.19,0,0.25,0.421875
"LUcompUncertLab-VAR2K_plusCOVID","Maryland",10.86,1.2,16.75,0,0.265625,0.828125
"LUcompUncertLab-VAR2K_plusCOVID","Massachusetts",57.53,1.46,71.36,0,0.15625,0.390625
"LUcompUncertLab-VAR2K_plusCOVID","Michigan",42.99,1.42,61.17,0,0.125,0.515625
"LUcompUncertLab-VAR2K_plusCOVID","Minnesota",9.16,1.29,15.14,0,0.4375,0.953125
"LUcompUncertLab-VAR2K_plusCOVID","Mississippi",4.86,0.94,7.41,1,0.703125,0.984375
"LUcompUncertLab-VAR2K_plusCOVID","Missouri",12.3,1.07,19.59,0,0.515625,0.953125
"LUcompUncertLab-VAR2K_plusCOVID","Montana",6.44,1.37,9.53,0,0.328125,0.671875
"LUcompUncertLab-VAR2K_plusCOVID","Nebraska",10.83,1.18,15.84,0,0.40625,0.828125
"LUcompUncertLab-VAR2K_plusCOVID","Nevada",28.71,1.24,39.25,0,0.171875,0.390625
"LUcompUncertLab-VAR2K_plusCOVID","New Hampshire",9.75,1.84,13.17,0,0.328125,0.59375
"LUcompUncertLab-VAR2K_plusCOVID","New Jersey",22.22,0.85,34.41,1,0.375,0.828125
"LUcompUncertLab-VAR2K_plusCOVID","New Mexico",17.54,1.22,23.28,0,0.3125,0.546875
"LUcompUncertLab-VAR2K_plusCOVID","New York",72.4,1.24,94.89,0,0.21875,0.53125
"LUcompUncertLab-VAR2K_plusCOVID","North Carolina",10.4,0.83,15.73,1,0.84375,1
"LUcompUncertLab-VAR2K_plusCOVID","North Dakota",2.21,1.11,3.14,0,0.9375,1
"LUcompUncertLab-VAR2K_plusCOVID","Ohio",22.71,1.2,37.73,0,0.34375,0.890625
"LUcompUncertLab-VAR2K_plusCOVID","Oklahoma",35.63,1.57,50.58,0,0.40625,0.734375
"LUcompUncertLab-VAR2K_plusCOVID","Oregon",9.27,1.57,12.95,0,0.203125,0.578125
"LUcompUncertLab-VAR2K_plusCOVID","Pennsylvania",37.5,1.16,53.03,0,0.359375,0.671875
"LUcompUncertLab-VAR2K_plusCOVID","Puerto Rico",23.18,1.21,30.31,0,0.34375,0.640625
"LUcompUncertLab-VAR2K_plusCOVID","Rhode Island",3.58,1.57,5.09,0,0.296875,0.625
"LUcompUncertLab-VAR2K_plusCOVID","South Carolina",5.19,0.98,7.95,1,0.546875,0.953125
"LUcompUncertLab-VAR2K_plusCOVID","South Dakota",3.57,1.05,5.72,0,0.578125,0.921875
"LUcompUncertLab-VAR2K_plusCOVID","Tennessee",7.23,0.87,10.81,1,0.625,0.9375
"LUcompUncertLab-VAR2K_plusCOVID","Texas",197.98,2.01,244.98,0,0.328125,0.578125
