"","model","target_end_date","target","season","abs_WIS","log_WIS"
"861","LosAlamos_NAU-CModel_Flu",2022-06-25,"4 wk ahead inc flu hosp","2021-2022",15.2602842809365,1.18356262408361
"862","LosAlamos_NAU-CModel_Flu",2022-07-02,"4 wk ahead inc flu hosp","2021-2022",10.2979264214047,1.01274978447198
"863","LosAlamos_NAU-CModel_Flu",2022-07-09,"4 wk ahead inc flu hosp","2021-2022",7.60282608695652,0.880975056205684
"864","LosAlamos_NAU-CModel_Flu",2022-07-16,"4 wk ahead inc flu hosp","2021-2022",5.90428093645485,0.771167013830119
"865","MIGHTE-Nsemble",2022-10-29,"1 wk ahead inc flu hosp","2022-2023",31.4407357859532,1.49749270098188
"866","MIGHTE-Nsemble",2022-11-05,"1 wk ahead inc flu hosp","2022-2023",25.8063963210702,1.41172736265533
"867","MIGHTE-Nsemble",2022-11-12,"1 wk ahead inc flu hosp","2022-2023",29.649991638796,1.47202457523063
"868","MIGHTE-Nsemble",2022-11-19,"1 wk ahead inc flu hosp","2022-2023",33.144406354515,1.52041024482686
"869","MIGHTE-Nsemble",2022-11-19,"4 wk ahead inc flu hosp","2022-2023",149.907591973244,2.17582362796899
"870","MIGHTE-Nsemble",2022-11-26,"1 wk ahead inc flu hosp","2022-2023",106.666003344482,2.02802602286843
"871","MIGHTE-Nsemble",2022-11-26,"4 wk ahead inc flu hosp","2022-2023",204.120033444816,2.30988563081882
"872","MIGHTE-Nsemble",2022-12-03,"1 wk ahead inc flu hosp","2022-2023",69.7934695652174,1.84381478846167
"873","MIGHTE-Nsemble",2022-12-03,"4 wk ahead inc flu hosp","2022-2023",296.444824414716,2.4719438724656
"874","MIGHTE-Nsemble",2022-12-10,"1 wk ahead inc flu hosp","2022-2023",110.899046822742,2.04492781340433
"875","MIGHTE-Nsemble",2022-12-10,"4 wk ahead inc flu hosp","2022-2023",220.539983277592,2.343487337308
"876","MIGHTE-Nsemble",2022-12-17,"1 wk ahead inc flu hosp","2022-2023",50.7620484949833,1.70553913966609
"877","MIGHTE-Nsemble",2022-12-17,"4 wk ahead inc flu hosp","2022-2023",152.148720735786,2.1822683051679
"878","MIGHTE-Nsemble",2022-12-24,"1 wk ahead inc flu hosp","2022-2023",40.7540551839465,1.61017082918367
"879","MIGHTE-Nsemble",2022-12-24,"4 wk ahead inc flu hosp","2022-2023",104.427043478261,2.01881298250215
"880","MIGHTE-Nsemble",2022-12-31,"1 wk ahead inc flu hosp","2022-2023",35.2319983277592,1.54693727667844
"881","MIGHTE-Nsemble",2022-12-31,"4 wk ahead inc flu hosp","2022-2023",229.316170568562,2.36043468072679
"882","MIGHTE-Nsemble",2023-01-07,"1 wk ahead inc flu hosp","2022-2023",87.8540050167224,1.94376156454521
"883","MIGHTE-Nsemble",2023-01-07,"4 wk ahead inc flu hosp","2022-2023",123.559431438127,2.09187590121688
"884","MIGHTE-Nsemble",2023-01-14,"1 wk ahead inc flu hosp","2022-2023",48.6879431438127,1.6874214278595
"885","MIGHTE-Nsemble",2023-01-14,"4 wk ahead inc flu hosp","2022-2023",121.362508361204,2.08408454401608
"886","MIGHTE-Nsemble",2023-01-21,"1 wk ahead inc flu hosp","2022-2023",17.9871571906355,1.25496252999489
"887","MIGHTE-Nsemble",2023-01-21,"4 wk ahead inc flu hosp","2022-2023",131.995551839465,2.12055929602308
"888","MIGHTE-Nsemble",2023-01-28,"1 wk ahead inc flu hosp","2022-2023",11.7134113712375,1.06868339583616
"889","MIGHTE-Nsemble",2023-01-28,"4 wk ahead inc flu hosp","2022-2023",181.418745819398,2.25868216026155
"890","MIGHTE-Nsemble",2023-02-04,"1 wk ahead inc flu hosp","2022-2023",7.83957357859532,0.894292440554393
"891","MIGHTE-Nsemble",2023-02-04,"4 wk ahead inc flu hosp","2022-2023",75.9574581939799,1.88057042327406
"892","MIGHTE-Nsemble",2023-02-11,"1 wk ahead inc flu hosp","2022-2023",6.79644648829431,0.832281901838121
"893","MIGHTE-Nsemble",2023-02-11,"4 wk ahead inc flu hosp","2022-2023",23.4749247491639,1.37060420877307
"894","MIGHTE-Nsemble",2023-02-18,"1 wk ahead inc flu hosp","2022-2023",6.76894648829431,0.830521080808684
"895","MIGHTE-Nsemble",2023-02-18,"4 wk ahead inc flu hosp","2022-2023",14.495008361204,1.16121847020662
"896","MIGHTE-Nsemble",2023-02-25,"1 wk ahead inc flu hosp","2022-2023",5.86018394648829,0.767911248388573
"897","MIGHTE-Nsemble",2023-02-25,"4 wk ahead inc flu hosp","2022-2023",9.32671404682274,0.969728661678613
"898","MIGHTE-Nsemble",2023-03-04,"1 wk ahead inc flu hosp","2022-2023",5.00877090301003,0.699731167877586
"899","MIGHTE-Nsemble",2023-03-04,"4 wk ahead inc flu hosp","2022-2023",9.52848662207358,0.979023928563377
"900","MIGHTE-Nsemble",2023-03-11,"1 wk ahead inc flu hosp","2022-2023",4.85525919732441,0.686212419612294
"901","MIGHTE-Nsemble",2023-03-11,"4 wk ahead inc flu hosp","2022-2023",8.57619565217391,0.93329468019504
"902","MIGHTE-Nsemble",2023-03-18,"1 wk ahead inc flu hosp","2022-2023",4.98461538461538,0.697631653563757
"903","MIGHTE-Nsemble",2023-03-18,"4 wk ahead inc flu hosp","2022-2023",7.50234113712375,0.875196807962135
"904","MIGHTE-Nsemble",2023-03-25,"1 wk ahead inc flu hosp","2022-2023",4.71938963210702,0.673885834111052
"905","MIGHTE-Nsemble",2023-03-25,"4 wk ahead inc flu hosp","2022-2023",7.06541806020067,0.849137864113334
"906","MIGHTE-Nsemble",2023-04-01,"1 wk ahead inc flu hosp","2022-2023",3.75137123745819,0.574190044263169
"907","MIGHTE-Nsemble",2023-04-01,"4 wk ahead inc flu hosp","2022-2023",5.81532608695652,0.764574072253676
"908","MIGHTE-Nsemble",2023-04-08,"1 wk ahead inc flu hosp","2022-2023",4.56974080267559,0.659891567430878
"909","MIGHTE-Nsemble",2023-04-08,"4 wk ahead inc flu hosp","2022-2023",5.24064381270903,0.719384643306536
"910","MIGHTE-Nsemble",2023-04-15,"1 wk ahead inc flu hosp","2022-2023",4.06838628762542,0.609422181866116
"911","MIGHTE-Nsemble",2023-04-15,"4 wk ahead inc flu hosp","2022-2023",5.63918060200669,0.751216003650054
"912","MIGHTE-Nsemble",2023-04-22,"4 wk ahead inc flu hosp","2022-2023",5.69140468227425,0.75521946682958
"913","MIGHTE-Nsemble",2023-04-29,"4 wk ahead inc flu hosp","2022-2023",6.71278428093645,0.826902691113977
"914","MIGHTE-Nsemble",2023-05-06,"4 wk ahead inc flu hosp","2022-2023",5.22373745819398,0.717981341444109
"915","MOBS-GLEAM_FLUH",2022-02-26,"1 wk ahead inc flu hosp","2021-2022",6.30766956521739,0.799868934219085
"916","MOBS-GLEAM_FLUH",2022-03-05,"1 wk ahead inc flu hosp","2021-2022",7.80104347826087,0.892152698400808
"917","MOBS-GLEAM_FLUH",2022-03-12,"1 wk ahead inc flu hosp","2021-2022",9.56958260869565,0.980892995802611
"918","MOBS-GLEAM_FLUH",2022-03-19,"1 wk ahead inc flu hosp","2021-2022",19.5538086956522,1.29123136195705
"919","MOBS-GLEAM_FLUH",2022-03-19,"4 wk ahead inc flu hosp","2021-2022",27.3282608695652,1.43661199470826
"920","MOBS-GLEAM_FLUH",2022-03-26,"1 wk ahead inc flu hosp","2021-2022",12.1971391304348,1.08625797775956
"921","MOBS-GLEAM_FLUH",2022-03-26,"4 wk ahead inc flu hosp","2021-2022",29.5650260869565,1.47077826653879
"922","MOBS-GLEAM_FLUH",2022-04-02,"1 wk ahead inc flu hosp","2021-2022",14.3627826086957,1.15723858715776
"923","MOBS-GLEAM_FLUH",2022-04-02,"4 wk ahead inc flu hosp","2021-2022",31.8963043478261,1.50374036662069
"924","MOBS-GLEAM_FLUH",2022-04-09,"1 wk ahead inc flu hosp","2021-2022",11.7052086956522,1.06837916126734
"925","MOBS-GLEAM_FLUH",2022-04-09,"4 wk ahead inc flu hosp","2021-2022",34.3353043478261,1.53574090132963
"926","MOBS-GLEAM_FLUH",2022-04-16,"1 wk ahead inc flu hosp","2021-2022",9.49397391304348,0.977448034056363
"927","MOBS-GLEAM_FLUH",2022-04-16,"4 wk ahead inc flu hosp","2021-2022",32.3924434782609,1.51044370963721
"928","MOBS-GLEAM_FLUH",2022-04-23,"1 wk ahead inc flu hosp","2021-2022",9.27888695652174,0.967495883801635
"929","MOBS-GLEAM_FLUH",2022-04-23,"4 wk ahead inc flu hosp","2021-2022",23.8585217391304,1.37764353152095
"930","MOBS-GLEAM_FLUH",2022-04-30,"1 wk ahead inc flu hosp","2021-2022",9.06169565217391,0.957209471791404
"931","MOBS-GLEAM_FLUH",2022-04-30,"4 wk ahead inc flu hosp","2021-2022",16.4368608695652,1.21581887906775
"932","MOBS-GLEAM_FLUH",2022-05-07,"1 wk ahead inc flu hosp","2021-2022",11.6950608695652,1.06800248653401
"933","MOBS-GLEAM_FLUH",2022-05-07,"4 wk ahead inc flu hosp","2021-2022",18.6175913043478,1.26992349238661
"934","MOBS-GLEAM_FLUH",2022-05-14,"1 wk ahead inc flu hosp","2021-2022",15.0444434782609,1.17737612701856
"935","MOBS-GLEAM_FLUH",2022-05-14,"4 wk ahead inc flu hosp","2021-2022",23.4901652173913,1.37088607138591
"936","MOBS-GLEAM_FLUH",2022-05-21,"1 wk ahead inc flu hosp","2021-2022",13.2716173913043,1.12292385288065
"937","MOBS-GLEAM_FLUH",2022-05-21,"4 wk ahead inc flu hosp","2021-2022",26.5544695652174,1.42413763065819
"938","MOBS-GLEAM_FLUH",2022-05-28,"1 wk ahead inc flu hosp","2021-2022",13.7259304347826,1.13754179348613
"939","MOBS-GLEAM_FLUH",2022-05-28,"4 wk ahead inc flu hosp","2021-2022",27.4008608695652,1.43776420752946
"940","MOBS-GLEAM_FLUH",2022-06-04,"1 wk ahead inc flu hosp","2021-2022",16.0700086956522,1.20601611176476
"941","MOBS-GLEAM_FLUH",2022-06-04,"4 wk ahead inc flu hosp","2021-2022",30.9795652173913,1.49107531836144
"942","MOBS-GLEAM_FLUH",2022-06-11,"4 wk ahead inc flu hosp","2021-2022",18.611347826087,1.26977782569584
"943","MOBS-GLEAM_FLUH",2022-06-18,"1 wk ahead inc flu hosp","2021-2022",7.47716060337178,0.873736709041632
"944","MOBS-GLEAM_FLUH",2022-06-18,"4 wk ahead inc flu hosp","2021-2022",16.2387304347826,1.21055207252086
"945","MOBS-GLEAM_FLUH",2022-06-25,"1 wk ahead inc flu hosp","2021-2022",5.3127950310559,0.725323061044593
"946","MOBS-GLEAM_FLUH",2022-06-25,"4 wk ahead inc flu hosp","2021-2022",10.5944695652174,1.02507921770884
"947","MOBS-GLEAM_FLUH",2022-07-09,"4 wk ahead inc flu hosp","2021-2022",7.96435669920142,0.901150702513809
"948","MOBS-GLEAM_FLUH",2022-07-16,"4 wk ahead inc flu hosp","2021-2022",7.44398402839397,0.871805432649513
"949","MOBS-GLEAM_FLUH",2022-10-22,"1 wk ahead inc flu hosp","2022-2023",15.3615652173913,1.1864354689926
"950","MOBS-GLEAM_FLUH",2022-10-29,"1 wk ahead inc flu hosp","2022-2023",19.5317713365539,1.29074163124519
"951","MOBS-GLEAM_FLUH",2022-11-05,"1 wk ahead inc flu hosp","2022-2023",32.280881006865,1.50894537893723
"952","MOBS-GLEAM_FLUH",2022-11-12,"1 wk ahead inc flu hosp","2022-2023",35.3210396975425,1.54803347883135
"953","MOBS-GLEAM_FLUH",2022-11-12,"4 wk ahead inc flu hosp","2022-2023",195.458052173913,2.29105356651892
"954","MOBS-GLEAM_FLUH",2022-11-19,"1 wk ahead inc flu hosp","2022-2023",52.4579680567879,1.71981146431733
"955","MOBS-GLEAM_FLUH",2022-11-19,"4 wk ahead inc flu hosp","2022-2023",124.934396135266,2.09668202200289
"956","MOBS-GLEAM_FLUH",2022-11-26,"1 wk ahead inc flu hosp","2022-2023",110.16768115942,2.042054208375
"957","MOBS-GLEAM_FLUH",2022-11-26,"4 wk ahead inc flu hosp","2022-2023",220.836670480549,2.34407119072845
"958","MOBS-GLEAM_FLUH",2022-12-03,"1 wk ahead inc flu hosp","2022-2023",148.054833759591,2.17042259099481
"959","MOBS-GLEAM_FLUH",2022-12-03,"4 wk ahead inc flu hosp","2022-2023",256.952996219282,2.40985368617342
"960","MOBS-GLEAM_FLUH",2022-12-10,"1 wk ahead inc flu hosp","2022-2023",107.514995737425,2.03146904203602
"961","MOBS-GLEAM_FLUH",2022-12-10,"4 wk ahead inc flu hosp","2022-2023",202.016743566992,2.30538736616642
"962","MOBS-GLEAM_FLUH",2022-12-17,"1 wk ahead inc flu hosp","2022-2023",92.2509292412617,1.96497074949039
"963","MOBS-GLEAM_FLUH",2022-12-17,"4 wk ahead inc flu hosp","2022-2023",174.937885763001,2.2428838734926
"964","MOBS-GLEAM_FLUH",2022-12-24,"1 wk ahead inc flu hosp","2022-2023",43.0443563512361,1.63391621813143
"965","MOBS-GLEAM_FLUH",2022-12-24,"4 wk ahead inc flu hosp","2022-2023",108.729718670077,2.03634826432917
"966","MOBS-GLEAM_FLUH",2022-12-31,"1 wk ahead inc flu hosp","2022-2023",59.9487297527707,1.77777998531298
"967","MOBS-GLEAM_FLUH",2022-12-31,"4 wk ahead inc flu hosp","2022-2023",95.3151065643649,1.97916173775912
"968","MOBS-GLEAM_FLUH",2023-01-07,"1 wk ahead inc flu hosp","2022-2023",44.7677067348679,1.65096484783662
"969","MOBS-GLEAM_FLUH",2023-01-07,"4 wk ahead inc flu hosp","2022-2023",49.5543222506394,1.69508154071304
"970","MOBS-GLEAM_FLUH",2023-01-14,"1 wk ahead inc flu hosp","2022-2023",43.6683546462063,1.6401668287078
"971","MOBS-GLEAM_FLUH",2023-01-14,"4 wk ahead inc flu hosp","2022-2023",27.3587041773231,1.4370955235318
"972","MOBS-GLEAM_FLUH",2023-01-21,"1 wk ahead inc flu hosp","2022-2023",22.2690110826939,1.3477009314092
"973","MOBS-GLEAM_FLUH",2023-01-21,"4 wk ahead inc flu hosp","2022-2023",29.271747655584,1.46644865255057
"974","MOBS-GLEAM_FLUH",2023-01-28,"1 wk ahead inc flu hosp","2022-2023",11.1491901108269,1.04724332091122
"975","MOBS-GLEAM_FLUH",2023-01-28,"4 wk ahead inc flu hosp","2022-2023",28.4145012787724,1.45354003786525
"976","MOBS-GLEAM_FLUH",2023-02-04,"1 wk ahead inc flu hosp","2022-2023",8.87714407502131,0.948273268486691
"977","MOBS-GLEAM_FLUH",2023-02-04,"4 wk ahead inc flu hosp","2022-2023",15.3861381074169,1.18712962638717
"978","MOBS-GLEAM_FLUH",2023-02-11,"1 wk ahead inc flu hosp","2022-2023",8.17092071611253,0.912270996483161
"979","MOBS-GLEAM_FLUH",2023-02-11,"4 wk ahead inc flu hosp","2022-2023",13.3937340153453,1.12690167008061
"980","MOBS-GLEAM_FLUH",2023-02-18,"1 wk ahead inc flu hosp","2022-2023",8.07855072463768,0.907333456226706
"981","MOBS-GLEAM_FLUH",2023-02-18,"4 wk ahead inc flu hosp","2022-2023",8.25874680306905,0.916914151702587
"982","MOBS-GLEAM_FLUH",2023-02-25,"1 wk ahead inc flu hosp","2022-2023",7.05721227621483,0.848633180917514
"983","MOBS-GLEAM_FLUH",2023-02-25,"4 wk ahead inc flu hosp","2022-2023",10.4395140664962,1.01868028380505
"984","MOBS-GLEAM_FLUH",2023-03-04,"1 wk ahead inc flu hosp","2022-2023",5.47206308610401,0.73815109561793
"985","MOBS-GLEAM_FLUH",2023-03-04,"4 wk ahead inc flu hosp","2022-2023",9.36714407502131,0.971607200117487
"986","MOBS-GLEAM_FLUH",2023-03-11,"1 wk ahead inc flu hosp","2022-2023",5.55057971014493,0.744338343801821
"987","MOBS-GLEAM_FLUH",2023-03-11,"4 wk ahead inc flu hosp","2022-2023",9.41140664961637,0.973654538890683
"988","MOBS-GLEAM_FLUH",2023-03-18,"1 wk ahead inc flu hosp","2022-2023",6.60789428815004,0.820063086606464
"989","MOBS-GLEAM_FLUH",2023-03-18,"4 wk ahead inc flu hosp","2022-2023",9.44716112531969,0.975301322495033
"990","MOBS-GLEAM_FLUH",2023-03-25,"1 wk ahead inc flu hosp","2022-2023",5.02515771526002,0.701149696697953
"991","MOBS-GLEAM_FLUH",2023-03-25,"4 wk ahead inc flu hosp","2022-2023",8.56607843137255,0.932782046497203
"992","MOBS-GLEAM_FLUH",2023-04-01,"1 wk ahead inc flu hosp","2022-2023",3.67823529411765,0.565639507302395
"993","MOBS-GLEAM_FLUH",2023-04-01,"4 wk ahead inc flu hosp","2022-2023",7.80459505541347,0.89235037443729
"994","MOBS-GLEAM_FLUH",2023-04-08,"1 wk ahead inc flu hosp","2022-2023",4.3318073316283,0.636669132008808
"995","MOBS-GLEAM_FLUH",2023-04-08,"4 wk ahead inc flu hosp","2022-2023",7.01738277919864,0.84617516676107
"996","MOBS-GLEAM_FLUH",2023-04-15,"1 wk ahead inc flu hosp","2022-2023",3.94349531116795,0.595881328784436
"997","MOBS-GLEAM_FLUH",2023-04-15,"4 wk ahead inc flu hosp","2022-2023",4.84583972719523,0.685369046048747
"998","MOBS-GLEAM_FLUH",2023-04-22,"4 wk ahead inc flu hosp","2022-2023",3.48423699914748,0.542107688218894
"999","MOBS-GLEAM_FLUH",2023-04-29,"4 wk ahead inc flu hosp","2022-2023",3.57323103154305,0.553061096941472
"1000","MOBS-GLEAM_FLUH",2023-05-06,"4 wk ahead inc flu hosp","2022-2023",3.6778431372549,0.565593202314409
"1001","PSI-DICE",2022-02-26,"1 wk ahead inc flu hosp","2021-2022",7.47773411371237,0.87377001885505
"1002","PSI-DICE",2022-03-05,"1 wk ahead inc flu hosp","2021-2022",6.4785618729097,0.811478610812518
"1003","PSI-DICE",2022-03-12,"1 wk ahead inc flu hosp","2021-2022",7.13321070234114,0.853285052495742
"1004","PSI-DICE",2022-03-19,"1 wk ahead inc flu hosp","2021-2022",11.0696237458194,1.04413285955158
"1005","PSI-DICE",2022-03-19,"4 wk ahead inc flu hosp","2021-2022",14.328745819398,1.15620817870496
"1006","PSI-DICE",2022-03-26,"1 wk ahead inc flu hosp","2021-2022",7.64526755852843,0.883392688853528
"1007","PSI-DICE",2022-03-26,"4 wk ahead inc flu hosp","2021-2022",17.1691137123746,1.23474787700369
"1008","PSI-DICE",2022-04-02,"1 wk ahead inc flu hosp","2021-2022",10.4304682274247,1.01830380449773
"1009","PSI-DICE",2022-04-02,"4 wk ahead inc flu hosp","2021-2022",22.6345986622074,1.35477279835263
"1010","PSI-DICE",2022-04-09,"1 wk ahead inc flu hosp","2021-2022",10.3045819397993,1.01303037700594
"1011","PSI-DICE",2022-04-09,"4 wk ahead inc flu hosp","2021-2022",23.1379180602007,1.36432427874521
"1012","PSI-DICE",2022-04-16,"1 wk ahead inc flu hosp","2021-2022",9.29994147157191,0.968480215365404
"1013","PSI-DICE",2022-04-16,"4 wk ahead inc flu hosp","2021-2022",27.1594314381271,1.43392067408164
"1014","PSI-DICE",2022-04-23,"1 wk ahead inc flu hosp","2021-2022",10.2282608695652,1.0098017960817
"1015","PSI-DICE",2022-04-23,"4 wk ahead inc flu hosp","2021-2022",23.4961287625418,1.37099631352445
"1016","PSI-DICE",2022-04-30,"1 wk ahead inc flu hosp","2021-2022",9.54511705685619,0.979781258746971
"1017","PSI-DICE",2022-04-30,"4 wk ahead inc flu hosp","2021-2022",14.306254180602,1.15552593692903
"1018","PSI-DICE",2022-05-07,"1 wk ahead inc flu hosp","2021-2022",9.87400501672241,0.994493343537179
"1019","PSI-DICE",2022-05-07,"4 wk ahead inc flu hosp","2021-2022",19.460618729097,1.2891566440701
"1020","PSI-DICE",2022-05-14,"1 wk ahead inc flu hosp","2021-2022",10.1800752508361,1.00775098830546
"1021","PSI-DICE",2022-05-14,"4 wk ahead inc flu hosp","2021-2022",19.9048913043478,1.29895981035263
"1022","PSI-DICE",2022-05-21,"1 wk ahead inc flu hosp","2021-2022",9.44970735785953,0.975418359320407
"1023","PSI-DICE",2022-05-21,"4 wk ahead inc flu hosp","2021-2022",22.6453846153846,1.35497970125747
"1024","PSI-DICE",2022-05-28,"1 wk ahead inc flu hosp","2021-2022",9.41413043478261,0.973780211254828
"1025","PSI-DICE",2022-05-28,"4 wk ahead inc flu hosp","2021-2022",20.4861872909699,1.31146113885174
"1026","PSI-DICE",2022-06-04,"1 wk ahead inc flu hosp","2021-2022",7.0801254180602,0.850040950894436
"1027","PSI-DICE",2022-06-04,"4 wk ahead inc flu hosp","2021-2022",24.5638628762542,1.390296664339
"1028","PSI-DICE",2022-06-11,"1 wk ahead inc flu hosp","2021-2022",8.42744147157191,0.925695745036187
"1029","PSI-DICE",2022-06-11,"4 wk ahead inc flu hosp","2021-2022",19.4347408026756,1.28857875290563
"1030","PSI-DICE",2022-06-18,"1 wk ahead inc flu hosp","2021-2022",7.99124581939799,0.902614490241814
"1031","PSI-DICE",2022-06-18,"4 wk ahead inc flu hosp","2021-2022",19.5229933110368,1.29054640548246
"1032","PSI-DICE",2022-06-25,"1 wk ahead inc flu hosp","2021-2022",4.52350334448161,0.655474915751284
"1033","PSI-DICE",2022-06-25,"4 wk ahead inc flu hosp","2021-2022",13.875635451505,1.14225288129113
"1034","PSI-DICE",2022-07-02,"4 wk ahead inc flu hosp","2021-2022",23.4752591973244,1.37061039613927
"1035","PSI-DICE",2022-07-09,"4 wk ahead inc flu hosp","2021-2022",14.2407274247492,1.15353217388552
"1036","PSI-DICE",2022-07-16,"4 wk ahead inc flu hosp","2021-2022",6.23169732441472,0.794606351351168
"1037","PSI-DICE",2022-10-22,"1 wk ahead inc flu hosp","2022-2023",7.50672240802676,0.875450356336452
"1038","PSI-DICE",2022-10-29,"1 wk ahead inc flu hosp","2022-2023",21.030008361204,1.32283944535508
"1039","PSI-DICE",2022-11-05,"1 wk ahead inc flu hosp","2022-2023",18.3595986622074,1.26386318336338
"1040","PSI-DICE",2022-11-12,"1 wk ahead inc flu hosp","2022-2023",26.0214548494983,1.41533157414125
"1041","PSI-DICE",2022-11-12,"4 wk ahead inc flu hosp","2022-2023",89.1411204013378,1.9500780883665
"1042","PSI-DICE",2022-11-19,"1 wk ahead inc flu hosp","2022-2023",38.9485702341137,1.5904915197536
"1043","PSI-DICE",2022-11-19,"4 wk ahead inc flu hosp","2022-2023",114.086053511706,2.05723255718679
"1044","PSI-DICE",2022-11-26,"1 wk ahead inc flu hosp","2022-2023",106.607984949833,2.02778973461342
"1045","PSI-DICE",2022-11-26,"4 wk ahead inc flu hosp","2022-2023",186.733252508361,2.27122166178941
"1046","PSI-DICE",2022-12-03,"1 wk ahead inc flu hosp","2022-2023",69.0378929765886,1.83908752832412
"1047","PSI-DICE",2022-12-03,"4 wk ahead inc flu hosp","2022-2023",260.809356187291,2.41632316707379
"1048","PSI-DICE",2022-12-10,"1 wk ahead inc flu hosp","2022-2023",88.8565384615385,1.94868939064766
"1049","PSI-DICE",2022-12-10,"4 wk ahead inc flu hosp","2022-2023",224.751864548495,2.35170330334081
"1050","PSI-DICE",2022-12-17,"1 wk ahead inc flu hosp","2022-2023",51.6560033444816,1.7131208015163
"1051","PSI-DICE",2022-12-17,"4 wk ahead inc flu hosp","2022-2023",181.786346153846,2.25956126055412
"1052","PSI-DICE",2022-12-24,"1 wk ahead inc flu hosp","2022-2023",39.5077508361204,1.59668230613638
"1053","PSI-DICE",2022-12-24,"4 wk ahead inc flu hosp","2022-2023",147.543403010033,2.16891979600887
"1054","PSI-DICE",2022-12-31,"1 wk ahead inc flu hosp","2022-2023",34.9276755852843,1.54316968457626
"1055","PSI-DICE",2022-12-31,"4 wk ahead inc flu hosp","2022-2023",138.529740802676,2.14154302163079
"1056","PSI-DICE",2023-01-07,"1 wk ahead inc flu hosp","2022-2023",79.8156772575251,1.90208820310172
"1057","PSI-DICE",2023-01-07,"4 wk ahead inc flu hosp","2022-2023",82.5895484949833,1.91692509189489
"1058","PSI-DICE",2023-01-14,"1 wk ahead inc flu hosp","2022-2023",55.065635451505,1.74088065530015
"1059","PSI-DICE",2023-01-14,"4 wk ahead inc flu hosp","2022-2023",89.7720568561873,1.9531411758469
"1060","PSI-DICE",2023-01-21,"1 wk ahead inc flu hosp","2022-2023",18.035652173913,1.2561318511407
"1061","PSI-DICE",2023-01-21,"4 wk ahead inc flu hosp","2022-2023",115.676387959866,2.06324471914833
"1062","PSI-DICE",2023-01-28,"1 wk ahead inc flu hosp","2022-2023",11.7472491638796,1.0699361804108
"1063","PSI-DICE",2023-01-28,"4 wk ahead inc flu hosp","2022-2023",178.331772575251,2.25122872637677
"1064","PSI-DICE",2023-02-04,"1 wk ahead inc flu hosp","2022-2023",7.94429765886288,0.900055508042689
"1065","PSI-DICE",2023-02-04,"4 wk ahead inc flu hosp","2022-2023",61.7772491638796,1.79082856599933
"1066","PSI-DICE",2023-02-11,"1 wk ahead inc flu hosp","2022-2023",7.49117056856187,0.874549685756347
"1067","PSI-DICE",2023-02-11,"4 wk ahead inc flu hosp","2022-2023",24.1179347826087,1.38234011644833
"1068","PSI-DICE",2023-02-18,"1 wk ahead inc flu hosp","2022-2023",8.00729933110368,0.903486063728445
"1069","PSI-DICE",2023-02-18,"4 wk ahead inc flu hosp","2022-2023",15.9881939799331,1.20379940878393
"1070","PSI-DICE",2023-02-25,"1 wk ahead inc flu hosp","2022-2023",5.53397993311037,0.743037580002758
"1071","PSI-DICE",2023-02-25,"4 wk ahead inc flu hosp","2022-2023",10.2958528428094,1.01266232663015
"1072","PSI-DICE",2023-03-04,"1 wk ahead inc flu hosp","2022-2023",4.89770903010033,0.689992980385381
"1073","PSI-DICE",2023-03-04,"4 wk ahead inc flu hosp","2022-2023",11.0485869565217,1.04330673809115
"1074","PSI-DICE",2023-03-11,"1 wk ahead inc flu hosp","2022-2023",3.8309364548495,0.583304948240688
"1075","PSI-DICE",2023-03-11,"4 wk ahead inc flu hosp","2022-2023",12.9291304347826,1.11156931683129
"1076","PSI-DICE",2023-03-18,"1 wk ahead inc flu hosp","2022-2023",4.7335033444816,0.675182688306547
"1077","PSI-DICE",2023-03-18,"4 wk ahead inc flu hosp","2022-2023",7.38289297658863,0.868226572876768
"1078","PSI-DICE",2023-03-25,"1 wk ahead inc flu hosp","2022-2023",4.11545150501672,0.614417488486477
"1079","PSI-DICE",2023-03-25,"4 wk ahead inc flu hosp","2022-2023",6.04134615384615,0.781133720417159
"1080","PSI-DICE",2023-04-01,"1 wk ahead inc flu hosp","2022-2023",4.1121906354515,0.614073239743434
"1081","PSI-DICE",2023-04-01,"4 wk ahead inc flu hosp","2022-2023",5.14086956521739,0.711036585033158
"1082","PSI-DICE",2023-04-08,"1 wk ahead inc flu hosp","2022-2023",4.33295150501672,0.636783828378594
"1083","PSI-DICE",2023-04-08,"4 wk ahead inc flu hosp","2022-2023",4.83498327759197,0.684394976358609
"1084","PSI-DICE",2023-04-15,"1 wk ahead inc flu hosp","2022-2023",4.17472408026756,0.620627776974799
"1085","PSI-DICE",2023-04-15,"4 wk ahead inc flu hosp","2022-2023",5.44388795986622,0.73590917845037
"1086","PSI-DICE",2023-04-22,"4 wk ahead inc flu hosp","2022-2023",4.93831939799331,0.693579175571639
"1087","PSI-DICE",2023-04-29,"4 wk ahead inc flu hosp","2022-2023",5.04388795986622,0.702765431003289
"1088","PSI-DICE",2023-05-06,"4 wk ahead inc flu hosp","2022-2023",4.34504180602007,0.637993959389169
"1089","SGroup-RandomForest",2022-02-26,"1 wk ahead inc flu hosp","2021-2022",5.69086956521739,0.75517863168889
"1090","SGroup-RandomForest",2022-03-05,"1 wk ahead inc flu hosp","2021-2022",7.0825,0.850186583192475
"1091","SGroup-RandomForest",2022-03-12,"1 wk ahead inc flu hosp","2021-2022",7.47096989966555,0.873376986652015
