"model","target_end_date","target","season","abs_WIS","log_WIS"
"CU-ensemble",2023-02-04,"4 wk ahead inc flu hosp","2022-2023",73.8415384615385,1.86830073647935
"CU-ensemble",2023-02-11,"1 wk ahead inc flu hosp","2022-2023",8.77153846153846,0.94307577201593
"CU-ensemble",2023-02-11,"4 wk ahead inc flu hosp","2022-2023",21.1269230769231,1.32483625105054
"CU-ensemble",2023-02-18,"1 wk ahead inc flu hosp","2022-2023",7.52519230769231,0.876517602884144
"CU-ensemble",2023-02-25,"1 wk ahead inc flu hosp","2022-2023",5.83980769230769,0.766398545820494
"CU-ensemble",2023-02-25,"4 wk ahead inc flu hosp","2022-2023",11.9398076923077,1.07699733191545
"CU-ensemble",2023-03-04,"1 wk ahead inc flu hosp","2022-2023",6.37923076923077,0.804768313075484
"CU-ensemble",2023-03-04,"4 wk ahead inc flu hosp","2022-2023",10.8169230769231,1.0341037412925
"CU-ensemble",2023-03-11,"1 wk ahead inc flu hosp","2022-2023",6.01653846153846,0.779346697332604
"CU-ensemble",2023-03-11,"4 wk ahead inc flu hosp","2022-2023",9.79403846153846,0.990961805175473
"CU-ensemble",2023-03-18,"1 wk ahead inc flu hosp","2022-2023",5.80442307692308,0.763759060084903
"CU-ensemble",2023-03-18,"4 wk ahead inc flu hosp","2022-2023",10.4819230769231,1.02044096824671
"CU-ensemble",2023-03-25,"1 wk ahead inc flu hosp","2022-2023",6.15884615384615,0.789499355678146
"CU-ensemble",2023-03-25,"4 wk ahead inc flu hosp","2022-2023",10.7226923076923,1.03030384389882
"CU-ensemble",2023-04-01,"4 wk ahead inc flu hosp","2022-2023",11.265,1.05173119605985
"CU-ensemble",2023-04-08,"4 wk ahead inc flu hosp","2022-2023",12.2632692307692,1.08860626297317
"CU-ensemble",2023-04-15,"1 wk ahead inc flu hosp","2022-2023",5.16442307692308,0.713021813076719
"CU-ensemble",2023-04-15,"4 wk ahead inc flu hosp","2022-2023",12.5605769230769,1.09900958755043
"CU-ensemble",2023-04-22,"1 wk ahead inc flu hosp","2022-2023",6.21192307692308,0.793226069162979
"CU-ensemble",2023-04-29,"1 wk ahead inc flu hosp","2022-2023",4.36903846153846,0.640385867909476
"CU-ensemble",2023-05-06,"1 wk ahead inc flu hosp","2022-2023",4.00038461538462,0.602101748405241
"CU-ensemble",2023-05-06,"4 wk ahead inc flu hosp","2022-2023",10.3967307692308,1.01689679775188
"CU-ensemble",2023-05-13,"4 wk ahead inc flu hosp","2022-2023",10.6176923076923,1.02603013567762
"CU-ensemble",2023-05-20,"1 wk ahead inc flu hosp","2022-2023",4.41557692307692,0.644987454944122
"CU-ensemble",2023-05-20,"4 wk ahead inc flu hosp","2022-2023",8.81596153846154,0.945269686808259
"CU-ensemble",2023-05-27,"4 wk ahead inc flu hosp","2022-2023",8.38673076923077,0.923592701522981
"CU-ensemble",2023-06-10,"4 wk ahead inc flu hosp","2022-2023",9.24134615384615,0.965735237952232
"GH-Flusight",2022-02-26,"1 wk ahead inc flu hosp","2021-2022",10.0448076923077,1.00194162660253
"GH-Flusight",2022-03-05,"1 wk ahead inc flu hosp","2021-2022",12.1269230769231,1.08375062277709
"GH-Flusight",2022-03-19,"1 wk ahead inc flu hosp","2021-2022",19.8805769230769,1.29842898322393
"GH-Flusight",2022-03-19,"4 wk ahead inc flu hosp","2021-2022",37.8298076923077,1.57783413356391
"GH-Flusight",2022-03-26,"1 wk ahead inc flu hosp","2021-2022",13.8640384615385,1.14188975452487
"GH-Flusight",2022-03-26,"4 wk ahead inc flu hosp","2021-2022",38.9634615384615,1.59065753291583
"GH-Flusight",2022-04-02,"1 wk ahead inc flu hosp","2021-2022",19.1740384615385,1.28271359419502
"GH-Flusight",2022-04-09,"1 wk ahead inc flu hosp","2021-2022",22.6775,1.35559517561553
"GH-Flusight",2022-04-09,"4 wk ahead inc flu hosp","2021-2022",40.0071153846154,1.60213723876448
"GH-Flusight",2022-04-16,"1 wk ahead inc flu hosp","2021-2022",17.8025,1.25048099444184
"GH-Flusight",2022-04-16,"4 wk ahead inc flu hosp","2021-2022",40.3542307692308,1.60588907321944
"GH-Flusight",2022-04-23,"1 wk ahead inc flu hosp","2021-2022",17.4994230769231,1.24302373104979
"GH-Flusight",2022-04-23,"4 wk ahead inc flu hosp","2021-2022",42.9967307692308,1.6334354355131
"GH-Flusight",2022-04-30,"1 wk ahead inc flu hosp","2021-2022",17.9190384615385,1.25331470164018
"GH-Flusight",2022-04-30,"4 wk ahead inc flu hosp","2021-2022",38.9532692307692,1.59054391256831
"GH-Flusight",2022-05-07,"1 wk ahead inc flu hosp","2021-2022",17.1313461538462,1.2337914904738
"GH-Flusight",2022-05-07,"4 wk ahead inc flu hosp","2021-2022",41.7542307692308,1.6207004871643
"GH-Flusight",2022-05-14,"1 wk ahead inc flu hosp","2021-2022",18.7071153846154,1.27200682495982
"GH-Flusight",2022-05-14,"4 wk ahead inc flu hosp","2021-2022",43.6953846153846,1.64043556644577
"GH-Flusight",2022-05-21,"1 wk ahead inc flu hosp","2021-2022",19.1746153846154,1.28272666138167
"GH-Flusight",2022-05-21,"4 wk ahead inc flu hosp","2021-2022",43.9351923076923,1.64281253168156
"GH-Flusight",2022-05-28,"1 wk ahead inc flu hosp","2021-2022",19.4488461538462,1.28889384093772
"GH-Flusight",2022-05-28,"4 wk ahead inc flu hosp","2021-2022",42.8676923076923,1.63213010480732
"GH-Flusight",2022-06-04,"1 wk ahead inc flu hosp","2021-2022",17.3584615384615,1.23951123149921
"GH-Flusight",2022-06-04,"4 wk ahead inc flu hosp","2021-2022",46.0607692307692,1.66333118655676
"GH-Flusight",2022-06-11,"1 wk ahead inc flu hosp","2021-2022",16.7661538461538,1.22443344692523
"GH-Flusight",2022-06-11,"4 wk ahead inc flu hosp","2021-2022",47.9436538461539,1.68073112908756
"GH-Flusight",2022-06-18,"1 wk ahead inc flu hosp","2021-2022",17.4959615384615,1.24293781531694
"GH-Flusight",2022-06-18,"4 wk ahead inc flu hosp","2021-2022",47.5317307692308,1.67698362851401
"GH-Flusight",2022-06-25,"1 wk ahead inc flu hosp","2021-2022",17.1563461538462,1.23442480016838
"GH-Flusight",2022-06-25,"4 wk ahead inc flu hosp","2021-2022",43.3305769230769,1.63679447146781
"GH-Flusight",2022-07-02,"4 wk ahead inc flu hosp","2021-2022",39.2263461538462,1.59357785645669
"GH-Flusight",2022-07-09,"4 wk ahead inc flu hosp","2021-2022",45.7705769230769,1.66058638660099
"GH-Flusight",2022-07-16,"4 wk ahead inc flu hosp","2021-2022",46.2161538461538,1.66479380023235
"GT-FluFNP",2022-02-26,"1 wk ahead inc flu hosp","2021-2022",5.117,0.709015416972117
"GT-FluFNP",2022-03-05,"1 wk ahead inc flu hosp","2021-2022",8.3448,0.921415932394864
"GT-FluFNP",2022-03-12,"1 wk ahead inc flu hosp","2021-2022",8.5648,0.932717226039356
"GT-FluFNP",2022-03-19,"1 wk ahead inc flu hosp","2021-2022",16.378,1.21426086677754
"GT-FluFNP",2022-03-19,"4 wk ahead inc flu hosp","2021-2022",26.1544,1.41754476146236
"GT-FluFNP",2022-03-26,"1 wk ahead inc flu hosp","2021-2022",17.2042,1.23563448261441
"GT-FluFNP",2022-03-26,"4 wk ahead inc flu hosp","2021-2022",32.422,1.51083980144936
"GT-FluFNP",2022-04-02,"1 wk ahead inc flu hosp","2021-2022",11.6014,1.06451040091547
"GT-FluFNP",2022-04-02,"4 wk ahead inc flu hosp","2021-2022",31.065,1.49227135794913
"GT-FluFNP",2022-04-09,"1 wk ahead inc flu hosp","2021-2022",16.386,1.21447295052338
"GT-FluFNP",2022-04-09,"4 wk ahead inc flu hosp","2021-2022",28.9088,1.46103006454528
"GT-FluFNP",2022-04-16,"1 wk ahead inc flu hosp","2021-2022",9.9526,0.997936549906476
"GT-FluFNP",2022-04-16,"4 wk ahead inc flu hosp","2021-2022",36.2186,1.55893165900881
"GT-FluFNP",2022-04-23,"1 wk ahead inc flu hosp","2021-2022",11.3136,1.05360081989991
"GT-FluFNP",2022-04-23,"4 wk ahead inc flu hosp","2021-2022",28.9766,1.46204742572231
"GT-FluFNP",2022-04-30,"1 wk ahead inc flu hosp","2021-2022",9.6144,0.982922186669163
"GT-FluFNP",2022-04-30,"4 wk ahead inc flu hosp","2021-2022",27.7176,1.44275562305807
"GT-FluFNP",2022-05-07,"1 wk ahead inc flu hosp","2021-2022",11.0122,1.04187409030825
"GT-FluFNP",2022-05-07,"4 wk ahead inc flu hosp","2021-2022",27.2464,1.43530912813859
"GT-FluFNP",2022-05-14,"1 wk ahead inc flu hosp","2021-2022",11.0778,1.04445352007403
"GT-FluFNP",2022-05-14,"4 wk ahead inc flu hosp","2021-2022",25.9646,1.41438163641958
"GT-FluFNP",2022-05-21,"1 wk ahead inc flu hosp","2021-2022",16.166,1.20860257446253
"GT-FluFNP",2022-05-21,"4 wk ahead inc flu hosp","2021-2022",22.8112,1.35814813225912
"GT-FluFNP",2022-05-28,"1 wk ahead inc flu hosp","2021-2022",12.932,1.11166569593952
"GT-FluFNP",2022-05-28,"4 wk ahead inc flu hosp","2021-2022",23.1838,1.3651846216092
"GT-FluFNP",2022-06-04,"1 wk ahead inc flu hosp","2021-2022",11.3122,1.05354707485881
"GT-FluFNP",2022-06-04,"4 wk ahead inc flu hosp","2021-2022",30.3672,1.48240474975135
"GT-FluFNP",2022-06-11,"1 wk ahead inc flu hosp","2021-2022",6.953,0.842172229385616
"GT-FluFNP",2022-06-11,"4 wk ahead inc flu hosp","2021-2022",28.8468,1.46009764350832
"GT-FluFNP",2022-06-18,"1 wk ahead inc flu hosp","2021-2022",9.0508,0.956686968180911
"GT-FluFNP",2022-06-18,"4 wk ahead inc flu hosp","2021-2022",18.3144,1.26279269526606
"GT-FluFNP",2022-06-25,"1 wk ahead inc flu hosp","2021-2022",7.1928,0.856897984657251
"GT-FluFNP",2022-06-25,"4 wk ahead inc flu hosp","2021-2022",11.2698,1.05191620888842
"GT-FluFNP",2022-07-02,"4 wk ahead inc flu hosp","2021-2022",6.7958,0.832240589123657
"GT-FluFNP",2022-07-09,"4 wk ahead inc flu hosp","2021-2022",8.9314,0.950919540032903
"GT-FluFNP",2022-07-16,"4 wk ahead inc flu hosp","2021-2022",7.7036,0.886693724492552
"GT-FluFNP",2022-10-22,"1 wk ahead inc flu hosp","2022-2023",10.0928,1.00401166731279
"GT-FluFNP",2022-10-29,"1 wk ahead inc flu hosp","2022-2023",33.6636,1.52716055776379
"GT-FluFNP",2022-11-05,"1 wk ahead inc flu hosp","2022-2023",43.3826,1.63731557653515
"GT-FluFNP",2022-11-12,"1 wk ahead inc flu hosp","2022-2023",42.958,1.63304405366955
"GT-FluFNP",2022-11-12,"4 wk ahead inc flu hosp","2022-2023",121.612,2.08497643083023
"GT-FluFNP",2022-11-19,"1 wk ahead inc flu hosp","2022-2023",63.6264,1.80363735142474
"GT-FluFNP",2022-11-19,"4 wk ahead inc flu hosp","2022-2023",154.2258,2.188157031694
"GT-FluFNP",2022-11-26,"1 wk ahead inc flu hosp","2022-2023",182.022083333333,2.26012408077631
"GT-FluFNP",2022-11-26,"4 wk ahead inc flu hosp","2022-2023",293.2504,2.4672386131752
"GT-FluFNP",2022-12-03,"1 wk ahead inc flu hosp","2022-2023",191.4154,2.28197687526931
"GT-FluFNP",2022-12-03,"4 wk ahead inc flu hosp","2022-2023",370.5408,2.56883603482358
"GT-FluFNP",2022-12-10,"1 wk ahead inc flu hosp","2022-2023",66.0024,1.81955972778135
"GT-FluFNP",2022-12-10,"4 wk ahead inc flu hosp","2022-2023",314.055,2.49700571210126
"GT-FluFNP",2022-12-17,"1 wk ahead inc flu hosp","2022-2023",73.3456,1.86537406564983
"GT-FluFNP",2022-12-17,"4 wk ahead inc flu hosp","2022-2023",254.531875,2.40574217673088
"GT-FluFNP",2022-12-24,"1 wk ahead inc flu hosp","2022-2023",52.7686046511628,1.72237561037359
"GT-FluFNP",2022-12-24,"4 wk ahead inc flu hosp","2022-2023",164.2072,2.21539219572931
"GT-FluFNP",2022-12-31,"1 wk ahead inc flu hosp","2022-2023",39.6446511627907,1.59818460080407
"GT-FluFNP",2022-12-31,"4 wk ahead inc flu hosp","2022-2023",95.0128,1.97778211681414
"GT-FluFNP",2023-01-07,"1 wk ahead inc flu hosp","2022-2023",83.1272,1.91974315226866
"GT-FluFNP",2023-01-07,"4 wk ahead inc flu hosp","2022-2023",56.545,1.75239420840536
"GT-FluFNP",2023-01-14,"1 wk ahead inc flu hosp","2022-2023",111.13,2.04583131434775
"GT-FluFNP",2023-01-14,"4 wk ahead inc flu hosp","2022-2023",39.4595348837209,1.59615196184309
"GT-FluFNP",2023-01-21,"1 wk ahead inc flu hosp","2022-2023",25.395,1.40474821716462
"GT-FluFNP",2023-01-21,"4 wk ahead inc flu hosp","2022-2023",45.273488372093,1.65584395865217
"GT-FluFNP",2023-01-28,"1 wk ahead inc flu hosp","2022-2023",15.834693877551,1.19960967183957
"GT-FluFNP",2023-01-28,"4 wk ahead inc flu hosp","2022-2023",111.0814,2.04564134468682
"GT-FluFNP",2023-02-04,"1 wk ahead inc flu hosp","2022-2023",9.8208,0.992146866751729
"GT-FluFNP",2023-02-04,"4 wk ahead inc flu hosp","2022-2023",67.587,1.82986316974042
"GT-FluFNP",2023-02-11,"1 wk ahead inc flu hosp","2022-2023",9.5234693877551,0.978795190135871
"GT-FluFNP",2023-02-11,"4 wk ahead inc flu hosp","2022-2023",17.9242,1.25343978116891
"GT-FluFNP",2023-02-18,"1 wk ahead inc flu hosp","2022-2023",8.1244,0.909791297489569
"GT-FluFNP",2023-02-18,"4 wk ahead inc flu hosp","2022-2023",18.6279591836735,1.27016527766499
"GT-FluFNP",2023-02-25,"1 wk ahead inc flu hosp","2022-2023",7.04,0.847572659142112
"GT-FluFNP",2023-02-25,"4 wk ahead inc flu hosp","2022-2023",12.0628,1.08144812732382
"GT-FluFNP",2023-03-04,"1 wk ahead inc flu hosp","2022-2023",6.6804,0.824802467354563
"GT-FluFNP",2023-03-04,"4 wk ahead inc flu hosp","2022-2023",11.550612244898,1.06260500479385
"GT-FluFNP",2023-03-11,"1 wk ahead inc flu hosp","2022-2023",6.3652,0.803812054106214
"GT-FluFNP",2023-03-11,"4 wk ahead inc flu hosp","2022-2023",9.4944,0.977467524636748
"GT-FluFNP",2023-03-18,"1 wk ahead inc flu hosp","2022-2023",6.2408,0.795240264893308
"GT-FluFNP",2023-03-18,"4 wk ahead inc flu hosp","2022-2023",9.4702,0.976359150912375
"GT-FluFNP",2023-03-25,"1 wk ahead inc flu hosp","2022-2023",6.4624,0.810393835825913
"GT-FluFNP",2023-03-25,"4 wk ahead inc flu hosp","2022-2023",9.3484,0.970737286740748
"GT-FluFNP",2023-04-01,"1 wk ahead inc flu hosp","2022-2023",4.8028,0.681494501961706
"GT-FluFNP",2023-04-01,"4 wk ahead inc flu hosp","2022-2023",8.932,0.9509487143994
"GT-FluFNP",2023-04-08,"1 wk ahead inc flu hosp","2022-2023",5.0072,0.69959493854524
"GT-FluFNP",2023-04-08,"4 wk ahead inc flu hosp","2022-2023",8.5456,0.931742560625062
"GT-FluFNP",2023-04-15,"1 wk ahead inc flu hosp","2022-2023",5.1482,0.711655410262106
"GT-FluFNP",2023-04-15,"4 wk ahead inc flu hosp","2022-2023",9.1932,0.9634667083873
"GT-FluFNP",2023-04-22,"1 wk ahead inc flu hosp","2022-2023",4.1166,0.614538669710055
"GT-FluFNP",2023-04-22,"4 wk ahead inc flu hosp","2022-2023",6.395,0.805840548814673
"GT-FluFNP",2023-04-29,"1 wk ahead inc flu hosp","2022-2023",3.7694,0.576272226219881
"GT-FluFNP",2023-04-29,"4 wk ahead inc flu hosp","2022-2023",6.4616,0.810340069873272
"GT-FluFNP",2023-05-06,"1 wk ahead inc flu hosp","2022-2023",3.7262,0.571266161500993
"GT-FluFNP",2023-05-06,"4 wk ahead inc flu hosp","2022-2023",6.1778,0.790833844350289
"GT-FluFNP",2023-05-13,"4 wk ahead inc flu hosp","2022-2023",5.8644,0.768223585075797
"GT-FluFNP",2023-05-20,"4 wk ahead inc flu hosp","2022-2023",5.8078,0.764011652390398
"GT-FluFNP",2023-05-27,"4 wk ahead inc flu hosp","2022-2023",5.6322,0.750678068249499
"IEM_Health-FluProject",2022-02-26,"1 wk ahead inc flu hosp","2021-2022",7.90288461538462,0.897785641148693
"IEM_Health-FluProject",2022-03-05,"1 wk ahead inc flu hosp","2021-2022",7.64076923076923,0.883137083164894
"IEM_Health-FluProject",2022-03-12,"1 wk ahead inc flu hosp","2021-2022",8.43365384615385,0.926015771709627
"IEM_Health-FluProject",2022-03-19,"1 wk ahead inc flu hosp","2021-2022",15.4540384615385,1.18904198876918
"IEM_Health-FluProject",2022-03-19,"4 wk ahead inc flu hosp","2021-2022",25.5253846153846,1.4069722947386
"IEM_Health-FluProject",2022-03-26,"1 wk ahead inc flu hosp","2021-2022",16.1905769230769,1.20926232435836
"IEM_Health-FluProject",2022-03-26,"4 wk ahead inc flu hosp","2021-2022",23.5705769230769,1.37237021262371
"IEM_Health-FluProject",2022-04-02,"1 wk ahead inc flu hosp","2021-2022",13.8228846153846,1.14059868282241
"IEM_Health-FluProject",2022-04-02,"4 wk ahead inc flu hosp","2021-2022",24.6619230769231,1.39202693881009
"IEM_Health-FluProject",2022-04-09,"1 wk ahead inc flu hosp","2021-2022",45.7369230769231,1.66026694436208
"IEM_Health-FluProject",2022-04-09,"4 wk ahead inc flu hosp","2021-2022",27.7575,1.44338034848681
"IEM_Health-FluProject",2022-04-16,"1 wk ahead inc flu hosp","2021-2022",15.1163461538462,1.17944682840137
"IEM_Health-FluProject",2022-04-16,"4 wk ahead inc flu hosp","2021-2022",29.2126923076923,1.46557158437828
"IEM_Health-FluProject",2022-04-23,"1 wk ahead inc flu hosp","2021-2022",13.2225,1.12131357569102
"IEM_Health-FluProject",2022-04-23,"4 wk ahead inc flu hosp","2021-2022",26.0713461538462,1.41616345587465
"IEM_Health-FluProject",2022-04-30,"1 wk ahead inc flu hosp","2021-2022",10.4065384615385,1.01730629367464
"IEM_Health-FluProject",2022-04-30,"4 wk ahead inc flu hosp","2021-2022",39.8430769230769,1.60035286989006
"IEM_Health-FluProject",2022-05-07,"1 wk ahead inc flu hosp","2021-2022",13.2523076923077,1.12229151078373
"IEM_Health-FluProject",2022-05-07,"4 wk ahead inc flu hosp","2021-2022",22.7553846153846,1.35708418042371
"IEM_Health-FluProject",2022-05-14,"1 wk ahead inc flu hosp","2021-2022",13.4563461538462,1.12892715047908
"IEM_Health-FluProject",2022-05-14,"4 wk ahead inc flu hosp","2021-2022",24.6151923076923,1.39120323307418
"IEM_Health-FluProject",2022-05-21,"1 wk ahead inc flu hosp","2021-2022",11.2532692307692,1.05127870934748
"IEM_Health-FluProject",2022-05-21,"4 wk ahead inc flu hosp","2021-2022",22.9653846153846,1.36107372321096
"IEM_Health-FluProject",2022-05-28,"1 wk ahead inc flu hosp","2021-2022",11.5007692307692,1.06072688918021
"IEM_Health-FluProject",2022-05-28,"4 wk ahead inc flu hosp","2021-2022",27.6140384615385,1.44112992541165
"IEM_Health-FluProject",2022-06-04,"1 wk ahead inc flu hosp","2021-2022",8.93615384615385,0.951150637050316
"IEM_Health-FluProject",2022-06-04,"4 wk ahead inc flu hosp","2021-2022",31.8711538461538,1.50339778672276
"IEM_Health-FluProject",2022-06-11,"1 wk ahead inc flu hosp","2021-2022",8.86884615384615,0.947867121340907
"IEM_Health-FluProject",2022-06-11,"4 wk ahead inc flu hosp","2021-2022",20.0290384615385,1.30166010052316
"IEM_Health-FluProject",2022-06-18,"1 wk ahead inc flu hosp","2021-2022",9.37230769230769,0.971846538021149
"IEM_Health-FluProject",2022-06-18,"4 wk ahead inc flu hosp","2021-2022",15.1707692307692,1.18100760215843
"IEM_Health-FluProject",2022-06-25,"1 wk ahead inc flu hosp","2021-2022",6.64653846153846,0.82259552222738
"IEM_Health-FluProject",2022-06-25,"4 wk ahead inc flu hosp","2021-2022",9.45173076923077,0.975511342340069
"IEM_Health-FluProject",2022-07-02,"4 wk ahead inc flu hosp","2021-2022",12.2928846153846,1.08965380522546
"IEM_Health-FluProject",2022-07-09,"4 wk ahead inc flu hosp","2021-2022",9.79634615384615,0.991064122517319
"IEM_Health-FluProject",2022-07-16,"4 wk ahead inc flu hosp","2021-2022",5.36576923076923,0.729631990743926
"JHU_IDD-CovidSP",2022-10-29,"1 wk ahead inc flu hosp","2022-2023",24.1280392156863,1.38252203005599
"JHU_IDD-CovidSP",2022-11-05,"1 wk ahead inc flu hosp","2022-2023",24.2386274509804,1.38450802360719
"JHU_IDD-CovidSP",2022-11-12,"1 wk ahead inc flu hosp","2022-2023",38.7239215686275,1.58797933183303
"JHU_IDD-CovidSP",2022-11-19,"1 wk ahead inc flu hosp","2022-2023",74.2622222222222,1.87076794090965
"JHU_IDD-CovidSP",2022-11-19,"4 wk ahead inc flu hosp","2022-2023",121.696274509804,2.08527728336893
"JHU_IDD-CovidSP",2022-11-26,"1 wk ahead inc flu hosp","2022-2023",102.915098039216,2.01247909210089
"JHU_IDD-CovidSP",2022-11-26,"4 wk ahead inc flu hosp","2022-2023",199.889803921569,2.30079064197438
"JHU_IDD-CovidSP",2022-12-03,"1 wk ahead inc flu hosp","2022-2023",159.969215686275,2.20403641550655
"JHU_IDD-CovidSP",2022-12-03,"4 wk ahead inc flu hosp","2022-2023",294.820588235294,2.46955780837552
"JHU_IDD-CovidSP",2022-12-10,"1 wk ahead inc flu hosp","2022-2023",450.427450980392,2.65362485041793
"JHU_IDD-CovidSP",2022-12-10,"4 wk ahead inc flu hosp","2022-2023",470.187333333333,2.67227092521951
"JHU_IDD-CovidSP",2022-12-17,"4 wk ahead inc flu hosp","2022-2023",752.066862745098,2.876256453398
"JHU_IDD-CovidSP",2022-12-24,"1 wk ahead inc flu hosp","2022-2023",97.6756862745098,1.98978647128342
"JHU_IDD-CovidSP",2022-12-24,"4 wk ahead inc flu hosp","2022-2023",1271.84431372549,3.10443395264254
"JHU_IDD-CovidSP",2022-12-31,"4 wk ahead inc flu hosp","2022-2023",1631.31098039216,3.21253675944271
"JHU_IDD-CovidSP",2023-01-07,"1 wk ahead inc flu hosp","2022-2023",53.2960784313725,1.72669525446237
"JHU_IDD-CovidSP",2023-01-14,"1 wk ahead inc flu hosp","2022-2023",91.4060784313725,1.96097507693108
"JHU_IDD-CovidSP",2023-01-14,"4 wk ahead inc flu hosp","2022-2023",237.438039215686,2.37555029717153
"JHU_IDD-CovidSP",2023-01-21,"1 wk ahead inc flu hosp","2022-2023",62.966862745098,1.79911205559468
"JHU_IDD-CovidSP",2023-01-28,"1 wk ahead inc flu hosp","2022-2023",17.3841176470588,1.24015265241139
"JHU_IDD-CovidSP",2023-01-28,"4 wk ahead inc flu hosp","2022-2023",139.480392156863,2.14451315974869
"JHU_IDD-CovidSP",2023-02-04,"1 wk ahead inc flu hosp","2022-2023",9.10647058823529,0.959350089261553
"JHU_IDD-CovidSP",2023-02-04,"4 wk ahead inc flu hosp","2022-2023",113.097254901961,2.05345206385208
"JHU_IDD-CovidSP",2023-02-11,"1 wk ahead inc flu hosp","2022-2023",7.91686274509804,0.898553115627693
"JHU_IDD-CovidSP",2023-02-11,"4 wk ahead inc flu hosp","2022-2023",59.3817647058824,1.77365309980497
"JHU_IDD-CovidSP",2023-02-18,"1 wk ahead inc flu hosp","2022-2023",8.11862745098039,0.90948261288027
"JHU_IDD-CovidSP",2023-02-18,"4 wk ahead inc flu hosp","2022-2023",21.4796078431373,1.33202634811149
"JHU_IDD-CovidSP",2023-02-25,"1 wk ahead inc flu hosp","2022-2023",7.82098039215686,0.893261197077257
"JHU_IDD-CovidSP",2023-02-25,"4 wk ahead inc flu hosp","2022-2023",8.20862745098039,0.914270545633672
"JHU_IDD-CovidSP",2023-03-04,"1 wk ahead inc flu hosp","2022-2023",6.3043137254902,0.799637817086042
"JHU_IDD-CovidSP",2023-03-04,"4 wk ahead inc flu hosp","2022-2023",10.4152941176471,1.01767153850533
"JHU_IDD-CovidSP",2023-03-11,"1 wk ahead inc flu hosp","2022-2023",5.29490196078431,0.723857923218846
"JHU_IDD-CovidSP",2023-03-11,"4 wk ahead inc flu hosp","2022-2023",11.1962745098039,1.04907353793914
"JHU_IDD-CovidSP",2023-03-18,"1 wk ahead inc flu hosp","2022-2023",4.97901960784314,0.697143836570962
"JHU_IDD-CovidSP",2023-03-18,"4 wk ahead inc flu hosp","2022-2023",9.01941176470588,0.955178214296625
"JHU_IDD-CovidSP",2023-03-25,"1 wk ahead inc flu hosp","2022-2023",4.98078431372549,0.697297735591655
"JHU_IDD-CovidSP",2023-03-25,"4 wk ahead inc flu hosp","2022-2023",6.8943137254902,0.83849104207587
"JHU_IDD-CovidSP",2023-04-01,"1 wk ahead inc flu hosp","2022-2023",5.08294117647059,0.706115083756992
"JHU_IDD-CovidSP",2023-04-01,"4 wk ahead inc flu hosp","2022-2023",6.64941176470588,0.822783227462228
"JHU_IDD-CovidSP",2023-04-08,"4 wk ahead inc flu hosp","2022-2023",6.03294117647059,0.780529090796468
"JHU_IDD-CovidSP",2023-04-15,"1 wk ahead inc flu hosp","2022-2023",4.55862745098039,0.658834101393764
"JHU_IDD-CovidSP",2023-04-15,"4 wk ahead inc flu hosp","2022-2023",5.3843137254902,0.7311303568028
"JHU_IDD-CovidSP",2023-04-22,"1 wk ahead inc flu hosp","2022-2023",4.50117647058824,0.653326039976984
"JHU_IDD-CovidSP",2023-04-22,"4 wk ahead inc flu hosp","2022-2023",5.48,0.738780558484369
"JHU_IDD-CovidSP",2023-05-06,"1 wk ahead inc flu hosp","2022-2023",4.18254901960784,0.621441039609432
"JHU_IDD-CovidSP",2023-05-06,"4 wk ahead inc flu hosp","2022-2023",5.54686274509804,0.744047419568392
"JHU_IDD-CovidSP",2023-05-13,"1 wk ahead inc flu hosp","2022-2023",5.14019607843137,0.710979685951806
"JHU_IDD-CovidSP",2023-05-13,"4 wk ahead inc flu hosp","2022-2023",6.63647058823529,0.821937174011101
"JHU_IDD-CovidSP",2023-05-20,"1 wk ahead inc flu hosp","2022-2023",4.54196078431373,0.6572433801634
"JHU_IDD-CovidSP",2023-05-27,"4 wk ahead inc flu hosp","2022-2023",7.82666666666667,0.893576837855914
"JHU_IDD-CovidSP",2023-06-03,"4 wk ahead inc flu hosp","2022-2023",8.92411764705882,0.950565286973933
"LUcompUncertLab-TEVA",2022-02-26,"1 wk ahead inc flu hosp","2021-2022",4.92115384615385,0.692066942252386
"LUcompUncertLab-TEVA",2022-03-05,"1 wk ahead inc flu hosp","2021-2022",7.97423076923077,0.901688799717813
"LUcompUncertLab-TEVA",2022-03-12,"1 wk ahead inc flu hosp","2021-2022",6.64615384615385,0.822570390172056
"LUcompUncertLab-TEVA",2022-03-19,"1 wk ahead inc flu hosp","2021-2022",11.8978846153846,1.07546975286053
"LUcompUncertLab-TEVA",2022-03-19,"4 wk ahead inc flu hosp","2021-2022",17.4182692307692,1.24100499907178
"LUcompUncertLab-TEVA",2022-03-26,"1 wk ahead inc flu hosp","2021-2022",8.88365384615385,0.948591627810462
"LUcompUncertLab-TEVA",2022-03-26,"4 wk ahead inc flu hosp","2021-2022",18.1367307692308,1.25855900616183
"LUcompUncertLab-TEVA",2022-04-02,"1 wk ahead inc flu hosp","2021-2022",15.1267307692308,1.17974507724337
"LUcompUncertLab-TEVA",2022-04-02,"4 wk ahead inc flu hosp","2021-2022",21.4611538461538,1.33165306784179
"LUcompUncertLab-TEVA",2022-04-09,"1 wk ahead inc flu hosp","2021-2022",13.7667307692308,1.13883081916374
"LUcompUncertLab-TEVA",2022-04-09,"4 wk ahead inc flu hosp","2021-2022",27.1686538461538,1.43406812050584
