"","report_date","state","value","location_name","final_value","truth_date","final_perc_change","absolutediff","season"
"880",2022-05-21,"NM",67,"New Mexico",69,2022-09-12,0.0298507462686567,2,"A) 2021-2022"
"881",2022-05-21,"NY",179,"New York",177,2022-09-12,-0.0111731843575419,-2,"A) 2021-2022"
"882",2022-05-21,"NC",42,"North Carolina",54,2022-09-12,0.285714285714286,12,"A) 2021-2022"
"883",2022-05-21,"ND",1,"North Dakota",1,2022-09-12,0,0,"A) 2021-2022"
"884",2022-05-21,"OH",65,"Ohio",61,2022-09-12,-0.0615384615384615,-4,"A) 2021-2022"
"885",2022-05-21,"OK",32,"Oklahoma",36,2022-09-12,0.125,4,"A) 2021-2022"
"886",2022-05-21,"OR",34,"Oregon",38,2022-09-12,0.117647058823529,4,"A) 2021-2022"
"887",2022-05-21,"PA",150,"Pennsylvania",151,2022-09-12,0.00666666666666667,1,"A) 2021-2022"
"888",2022-05-21,"PR",23,"Puerto Rico",25,2022-09-12,0.0869565217391304,2,"A) 2021-2022"
"889",2022-05-21,"RI",4,"Rhode Island",5,2022-09-12,0.25,1,"A) 2021-2022"
"890",2022-05-21,"SC",47,"South Carolina",44,2022-09-12,-0.0638297872340425,-3,"A) 2021-2022"
"891",2022-05-21,"SD",4,"South Dakota",6,2022-09-12,0.5,2,"A) 2021-2022"
"892",2022-05-21,"TN",21,"Tennessee",24,2022-09-12,0.142857142857143,3,"A) 2021-2022"
"893",2022-05-21,"TX",151,"Texas",149,2022-09-12,-0.0132450331125828,-2,"A) 2021-2022"
"894",2022-05-21,"US",3275,"US",3172,2022-09-12,-0.0314503816793893,-103,"A) 2021-2022"
"895",2022-05-21,"UT",7,"Utah",7,2022-09-12,0,0,"A) 2021-2022"
"896",2022-05-21,"VT",0,"Vermont",0,2022-09-12,NA,0,"A) 2021-2022"
"897",2022-05-21,"VA",46,"Virginia",42,2022-09-12,-0.0869565217391304,-4,"A) 2021-2022"
"898",2022-05-21,"WA",84,"Washington",65,2022-09-12,-0.226190476190476,-19,"A) 2021-2022"
"899",2022-05-21,"WV",11,"West Virginia",14,2022-09-12,0.272727272727273,3,"A) 2021-2022"
"900",2022-05-21,"WI",25,"Wisconsin",28,2022-09-12,0.12,3,"A) 2021-2022"
"901",2022-05-21,"WY",3,"Wyoming",4,2022-09-12,0.333333333333333,1,"A) 2021-2022"
"902",2022-05-28,"AL",27,"Alabama",22,2022-09-12,-0.185185185185185,-5,"A) 2021-2022"
"903",2022-05-28,"AK",5,"Alaska",3,2022-09-12,-0.4,-2,"A) 2021-2022"
"904",2022-05-28,"AZ",203,"Arizona",196,2022-09-12,-0.0344827586206897,-7,"A) 2021-2022"
"905",2022-05-28,"AR",18,"Arkansas",16,2022-09-12,-0.111111111111111,-2,"A) 2021-2022"
"906",2022-05-28,"CA",400,"California",405,2022-09-12,0.0125,5,"A) 2021-2022"
"907",2022-05-28,"CO",85,"Colorado",91,2022-09-12,0.0705882352941176,6,"A) 2021-2022"
"908",2022-05-28,"CT",43,"Connecticut",34,2022-09-12,-0.209302325581395,-9,"A) 2021-2022"
"909",2022-05-28,"DE",3,"Delaware",4,2022-09-12,0.333333333333333,1,"A) 2021-2022"
"910",2022-05-28,"DC",6,"District of Columbia",6,2022-09-12,0,0,"A) 2021-2022"
"911",2022-05-28,"FL",552,"Florida",542,2022-09-12,-0.0181159420289855,-10,"A) 2021-2022"
"912",2022-05-28,"GA",68,"Georgia",64,2022-09-12,-0.0588235294117647,-4,"A) 2021-2022"
"913",2022-05-28,"HI",7,"Hawaii",9,2022-09-12,0.285714285714286,2,"A) 2021-2022"
"914",2022-05-28,"ID",7,"Idaho",7,2022-09-12,0,0,"A) 2021-2022"
"915",2022-05-28,"IL",53,"Illinois",49,2022-09-12,-0.0754716981132075,-4,"A) 2021-2022"
"916",2022-05-28,"IN",35,"Indiana",33,2022-09-12,-0.0571428571428571,-2,"A) 2021-2022"
"917",2022-05-28,"IA",6,"Iowa",6,2022-09-12,0,0,"A) 2021-2022"
"918",2022-05-28,"KS",2,"Kansas",2,2022-09-12,0,0,"A) 2021-2022"
"919",2022-05-28,"KY",30,"Kentucky",24,2022-09-12,-0.2,-6,"A) 2021-2022"
"920",2022-05-28,"LA",19,"Louisiana",10,2022-09-12,-0.473684210526316,-9,"A) 2021-2022"
"921",2022-05-28,"ME",18,"Maine",16,2022-09-12,-0.111111111111111,-2,"A) 2021-2022"
"922",2022-05-28,"MD",28,"Maryland",32,2022-09-12,0.142857142857143,4,"A) 2021-2022"
"923",2022-05-28,"MA",80,"Massachusetts",86,2022-09-12,0.075,6,"A) 2021-2022"
"924",2022-05-28,"MI",91,"Michigan",89,2022-09-12,-0.021978021978022,-2,"A) 2021-2022"
"925",2022-05-28,"MN",10,"Minnesota",14,2022-09-12,0.4,4,"A) 2021-2022"
"926",2022-05-28,"MS",24,"Mississippi",22,2022-09-12,-0.0833333333333333,-2,"A) 2021-2022"
"927",2022-05-28,"MO",22,"Missouri",20,2022-09-12,-0.0909090909090909,-2,"A) 2021-2022"
"928",2022-05-28,"MT",16,"Montana",14,2022-09-12,-0.125,-2,"A) 2021-2022"
"929",2022-05-28,"NE",3,"Nebraska",3,2022-09-12,0,0,"A) 2021-2022"
"930",2022-05-28,"NV",78,"Nevada",76,2022-09-12,-0.0256410256410256,-2,"A) 2021-2022"
"931",2022-05-28,"NH",10,"New Hampshire",10,2022-09-12,0,0,"A) 2021-2022"
"932",2022-05-28,"NJ",79,"New Jersey",79,2022-09-12,0,0,"A) 2021-2022"
"933",2022-05-28,"NM",50,"New Mexico",50,2022-09-12,0,0,"A) 2021-2022"
"934",2022-05-28,"NY",175,"New York",169,2022-09-12,-0.0342857142857143,-6,"A) 2021-2022"
"935",2022-05-28,"NC",41,"North Carolina",34,2022-09-12,-0.170731707317073,-7,"A) 2021-2022"
"936",2022-05-28,"ND",0,"North Dakota",0,2022-09-12,NA,0,"A) 2021-2022"
"937",2022-05-28,"OH",51,"Ohio",47,2022-09-12,-0.0784313725490196,-4,"A) 2021-2022"
"938",2022-05-28,"OK",41,"Oklahoma",35,2022-09-12,-0.146341463414634,-6,"A) 2021-2022"
"939",2022-05-28,"OR",28,"Oregon",29,2022-09-12,0.0357142857142857,1,"A) 2021-2022"
"940",2022-05-28,"PA",84,"Pennsylvania",85,2022-09-12,0.0119047619047619,1,"A) 2021-2022"
"941",2022-05-28,"PR",27,"Puerto Rico",26,2022-09-12,-0.037037037037037,-1,"A) 2021-2022"
"942",2022-05-28,"RI",8,"Rhode Island",6,2022-09-12,-0.25,-2,"A) 2021-2022"
"943",2022-05-28,"SC",36,"South Carolina",35,2022-09-12,-0.0277777777777778,-1,"A) 2021-2022"
"944",2022-05-28,"SD",3,"South Dakota",3,2022-09-12,0,0,"A) 2021-2022"
"945",2022-05-28,"TN",19,"Tennessee",22,2022-09-12,0.157894736842105,3,"A) 2021-2022"
"946",2022-05-28,"TX",154,"Texas",138,2022-09-12,-0.103896103896104,-16,"A) 2021-2022"
"947",2022-05-28,"US",2910,"US",2800,2022-09-12,-0.0378006872852234,-110,"A) 2021-2022"
"948",2022-05-28,"UT",1,"Utah",1,2022-09-12,0,0,"A) 2021-2022"
"949",2022-05-28,"VT",2,"Vermont",2,2022-09-12,0,0,"A) 2021-2022"
"950",2022-05-28,"VA",35,"Virginia",39,2022-09-12,0.114285714285714,4,"A) 2021-2022"
"951",2022-05-28,"WA",89,"Washington",57,2022-09-12,-0.359550561797753,-32,"A) 2021-2022"
"952",2022-05-28,"WV",7,"West Virginia",8,2022-09-12,0.142857142857143,1,"A) 2021-2022"
"953",2022-05-28,"WI",25,"Wisconsin",24,2022-09-12,-0.04,-1,"A) 2021-2022"
"954",2022-05-28,"WY",6,"Wyoming",6,2022-09-12,0,0,"A) 2021-2022"
"955",2022-06-04,"AL",17,"Alabama",19,2022-09-12,0.117647058823529,2,"A) 2021-2022"
"956",2022-06-04,"AK",4,"Alaska",2,2022-09-12,-0.5,-2,"A) 2021-2022"
"957",2022-06-04,"AZ",220,"Arizona",204,2022-09-12,-0.0727272727272727,-16,"A) 2021-2022"
"958",2022-06-04,"AR",21,"Arkansas",21,2022-09-12,0,0,"A) 2021-2022"
"959",2022-06-04,"CA",444,"California",453,2022-09-12,0.0202702702702703,9,"A) 2021-2022"
"960",2022-06-04,"CO",69,"Colorado",72,2022-09-12,0.0434782608695652,3,"A) 2021-2022"
"961",2022-06-04,"CT",23,"Connecticut",20,2022-09-12,-0.130434782608696,-3,"A) 2021-2022"
"962",2022-06-04,"DE",9,"Delaware",9,2022-09-12,0,0,"A) 2021-2022"
"963",2022-06-04,"DC",4,"District of Columbia",4,2022-09-12,0,0,"A) 2021-2022"
"964",2022-06-04,"FL",696,"Florida",680,2022-09-12,-0.0229885057471264,-16,"A) 2021-2022"
"965",2022-06-04,"GA",70,"Georgia",63,2022-09-12,-0.1,-7,"A) 2021-2022"
"966",2022-06-04,"HI",7,"Hawaii",4,2022-09-12,-0.428571428571429,-3,"A) 2021-2022"
"967",2022-06-04,"ID",8,"Idaho",11,2022-09-12,0.375,3,"A) 2021-2022"
"968",2022-06-04,"IL",39,"Illinois",41,2022-09-12,0.0512820512820513,2,"A) 2021-2022"
"969",2022-06-04,"IN",23,"Indiana",25,2022-09-12,0.0869565217391304,2,"A) 2021-2022"
"970",2022-06-04,"IA",5,"Iowa",5,2022-09-12,0,0,"A) 2021-2022"
"971",2022-06-04,"KS",5,"Kansas",3,2022-09-12,-0.4,-2,"A) 2021-2022"
"972",2022-06-04,"KY",30,"Kentucky",24,2022-09-12,-0.2,-6,"A) 2021-2022"
"973",2022-06-04,"LA",16,"Louisiana",16,2022-09-12,0,0,"A) 2021-2022"
"974",2022-06-04,"ME",12,"Maine",12,2022-09-12,0,0,"A) 2021-2022"
"975",2022-06-04,"MD",19,"Maryland",18,2022-09-12,-0.0526315789473684,-1,"A) 2021-2022"
"976",2022-06-04,"MA",52,"Massachusetts",50,2022-09-12,-0.0384615384615385,-2,"A) 2021-2022"
"977",2022-06-04,"MI",64,"Michigan",57,2022-09-12,-0.109375,-7,"A) 2021-2022"
"978",2022-06-04,"MN",4,"Minnesota",4,2022-09-12,0,0,"A) 2021-2022"
"979",2022-06-04,"MS",25,"Mississippi",23,2022-09-12,-0.08,-2,"A) 2021-2022"
"980",2022-06-04,"MO",37,"Missouri",33,2022-09-12,-0.108108108108108,-4,"A) 2021-2022"
"981",2022-06-04,"MT",26,"Montana",22,2022-09-12,-0.153846153846154,-4,"A) 2021-2022"
"982",2022-06-04,"NE",9,"Nebraska",9,2022-09-12,0,0,"A) 2021-2022"
"983",2022-06-04,"NV",63,"Nevada",64,2022-09-12,0.0158730158730159,1,"A) 2021-2022"
"984",2022-06-04,"NH",8,"New Hampshire",8,2022-09-12,0,0,"A) 2021-2022"
"985",2022-06-04,"NJ",48,"New Jersey",48,2022-09-12,0,0,"A) 2021-2022"
"986",2022-06-04,"NM",54,"New Mexico",54,2022-09-12,0,0,"A) 2021-2022"
"987",2022-06-04,"NY",121,"New York",119,2022-09-12,-0.0165289256198347,-2,"A) 2021-2022"
"988",2022-06-04,"NC",30,"North Carolina",30,2022-09-12,0,0,"A) 2021-2022"
"989",2022-06-04,"ND",3,"North Dakota",3,2022-09-12,0,0,"A) 2021-2022"
"990",2022-06-04,"OH",41,"Ohio",41,2022-09-12,0,0,"A) 2021-2022"
"991",2022-06-04,"OK",35,"Oklahoma",37,2022-09-12,0.0571428571428571,2,"A) 2021-2022"
"992",2022-06-04,"OR",24,"Oregon",29,2022-09-12,0.208333333333333,5,"A) 2021-2022"
"993",2022-06-04,"PA",62,"Pennsylvania",63,2022-09-12,0.0161290322580645,1,"A) 2021-2022"
"994",2022-06-04,"PR",32,"Puerto Rico",26,2022-09-12,-0.1875,-6,"A) 2021-2022"
"995",2022-06-04,"RI",11,"Rhode Island",6,2022-09-12,-0.454545454545455,-5,"A) 2021-2022"
"996",2022-06-04,"SC",34,"South Carolina",32,2022-09-12,-0.0588235294117647,-2,"A) 2021-2022"
"997",2022-06-04,"SD",3,"South Dakota",1,2022-09-12,-0.666666666666667,-2,"A) 2021-2022"
"998",2022-06-04,"TN",24,"Tennessee",22,2022-09-12,-0.0833333333333333,-2,"A) 2021-2022"
"999",2022-06-04,"TX",118,"Texas",125,2022-09-12,0.0593220338983051,7,"A) 2021-2022"
"1000",2022-06-04,"US",2823,"US",2758,2022-09-12,-0.0230251505490613,-65,"A) 2021-2022"
"1001",2022-06-04,"UT",5,"Utah",5,2022-09-12,0,0,"A) 2021-2022"
"1002",2022-06-04,"VT",0,"Vermont",0,2022-09-12,NA,0,"A) 2021-2022"
"1003",2022-06-04,"VA",40,"Virginia",48,2022-09-12,0.2,8,"A) 2021-2022"
"1004",2022-06-04,"WA",81,"Washington",64,2022-09-12,-0.209876543209877,-17,"A) 2021-2022"
"1005",2022-06-04,"WV",6,"West Virginia",6,2022-09-12,0,0,"A) 2021-2022"
"1006",2022-06-04,"WI",13,"Wisconsin",14,2022-09-12,0.0769230769230769,1,"A) 2021-2022"
"1007",2022-06-04,"WY",9,"Wyoming",9,2022-09-12,0,0,"A) 2021-2022"
"1008",2022-06-11,"AL",22,"Alabama",18,2022-09-12,-0.181818181818182,-4,"A) 2021-2022"
"1009",2022-06-11,"AK",8,"Alaska",6,2022-09-12,-0.25,-2,"A) 2021-2022"
"1010",2022-06-11,"AZ",104,"Arizona",87,2022-09-12,-0.163461538461538,-17,"A) 2021-2022"
"1011",2022-06-11,"AR",21,"Arkansas",20,2022-09-12,-0.0476190476190476,-1,"A) 2021-2022"
"1012",2022-06-11,"CA",400,"California",397,2022-09-12,-0.0075,-3,"A) 2021-2022"
"1013",2022-06-11,"CO",38,"Colorado",33,2022-09-12,-0.131578947368421,-5,"A) 2021-2022"
"1014",2022-06-11,"CT",34,"Connecticut",37,2022-09-12,0.0882352941176471,3,"A) 2021-2022"
"1015",2022-06-11,"DE",5,"Delaware",5,2022-09-12,0,0,"A) 2021-2022"
"1016",2022-06-11,"DC",1,"District of Columbia",1,2022-09-12,0,0,"A) 2021-2022"
"1017",2022-06-11,"FL",596,"Florida",556,2022-09-12,-0.0671140939597315,-40,"A) 2021-2022"
"1018",2022-06-11,"GA",40,"Georgia",38,2022-09-12,-0.05,-2,"A) 2021-2022"
"1019",2022-06-11,"HI",6,"Hawaii",3,2022-09-12,-0.5,-3,"A) 2021-2022"
"1020",2022-06-11,"ID",3,"Idaho",6,2022-09-12,1,3,"A) 2021-2022"
"1021",2022-06-11,"IL",22,"Illinois",18,2022-09-12,-0.181818181818182,-4,"A) 2021-2022"
"1022",2022-06-11,"IN",12,"Indiana",13,2022-09-12,0.0833333333333333,1,"A) 2021-2022"
"1023",2022-06-11,"IA",15,"Iowa",10,2022-09-12,-0.333333333333333,-5,"A) 2021-2022"
"1024",2022-06-11,"KS",1,"Kansas",3,2022-09-12,2,2,"A) 2021-2022"
"1025",2022-06-11,"KY",24,"Kentucky",25,2022-09-12,0.0416666666666667,1,"A) 2021-2022"
"1026",2022-06-11,"LA",21,"Louisiana",21,2022-09-12,0,0,"A) 2021-2022"
"1027",2022-06-11,"ME",11,"Maine",15,2022-09-12,0.363636363636364,4,"A) 2021-2022"
"1028",2022-06-11,"MD",19,"Maryland",20,2022-09-12,0.0526315789473684,1,"A) 2021-2022"
"1029",2022-06-11,"MA",51,"Massachusetts",47,2022-09-12,-0.0784313725490196,-4,"A) 2021-2022"
"1030",2022-06-11,"MI",38,"Michigan",39,2022-09-12,0.0263157894736842,1,"A) 2021-2022"
"1031",2022-06-11,"MN",5,"Minnesota",5,2022-09-12,0,0,"A) 2021-2022"
"1032",2022-06-11,"MS",13,"Mississippi",13,2022-09-12,0,0,"A) 2021-2022"
"1033",2022-06-11,"MO",17,"Missouri",19,2022-09-12,0.117647058823529,2,"A) 2021-2022"
"1034",2022-06-11,"MT",10,"Montana",10,2022-09-12,0,0,"A) 2021-2022"
"1035",2022-06-11,"NE",3,"Nebraska",6,2022-09-12,1,3,"A) 2021-2022"
"1036",2022-06-11,"NV",107,"Nevada",87,2022-09-12,-0.186915887850467,-20,"A) 2021-2022"
"1037",2022-06-11,"NH",3,"New Hampshire",4,2022-09-12,0.333333333333333,1,"A) 2021-2022"
"1038",2022-06-11,"NJ",49,"New Jersey",50,2022-09-12,0.0204081632653061,1,"A) 2021-2022"
"1039",2022-06-11,"NM",24,"New Mexico",27,2022-09-12,0.125,3,"A) 2021-2022"
"1040",2022-06-11,"NY",104,"New York",102,2022-09-12,-0.0192307692307692,-2,"A) 2021-2022"
"1041",2022-06-11,"NC",28,"North Carolina",45,2022-09-12,0.607142857142857,17,"A) 2021-2022"
"1042",2022-06-11,"ND",1,"North Dakota",2,2022-09-12,1,1,"A) 2021-2022"
"1043",2022-06-11,"OH",27,"Ohio",25,2022-09-12,-0.0740740740740741,-2,"A) 2021-2022"
"1044",2022-06-11,"OK",27,"Oklahoma",26,2022-09-12,-0.037037037037037,-1,"A) 2021-2022"
"1045",2022-06-11,"OR",17,"Oregon",16,2022-09-12,-0.0588235294117647,-1,"A) 2021-2022"
"1046",2022-06-11,"PA",57,"Pennsylvania",55,2022-09-12,-0.0350877192982456,-2,"A) 2021-2022"
"1047",2022-06-11,"PR",18,"Puerto Rico",17,2022-09-12,-0.0555555555555556,-1,"A) 2021-2022"
"1048",2022-06-11,"RI",0,"Rhode Island",2,2022-09-12,Inf,2,"A) 2021-2022"
"1049",2022-06-11,"SC",34,"South Carolina",32,2022-09-12,-0.0588235294117647,-2,"A) 2021-2022"
"1050",2022-06-11,"SD",3,"South Dakota",1,2022-09-12,-0.666666666666667,-2,"A) 2021-2022"
"1051",2022-06-11,"TN",22,"Tennessee",22,2022-09-12,0,0,"A) 2021-2022"
"1052",2022-06-11,"TX",118,"Texas",100,2022-09-12,-0.152542372881356,-18,"A) 2021-2022"
"1053",2022-06-11,"US",2336,"US",2225,2022-09-12,-0.0475171232876712,-111,"A) 2021-2022"
"1054",2022-06-11,"UT",3,"Utah",3,2022-09-12,0,0,"A) 2021-2022"
"1055",2022-06-11,"VT",3,"Vermont",3,2022-09-12,0,0,"A) 2021-2022"
"1056",2022-06-11,"VA",42,"Virginia",40,2022-09-12,-0.0476190476190476,-2,"A) 2021-2022"
"1057",2022-06-11,"WA",66,"Washington",59,2022-09-12,-0.106060606060606,-7,"A) 2021-2022"
"1058",2022-06-11,"WV",20,"West Virginia",15,2022-09-12,-0.25,-5,"A) 2021-2022"
"1059",2022-06-11,"WI",17,"Wisconsin",15,2022-09-12,-0.117647058823529,-2,"A) 2021-2022"
"1060",2022-06-11,"WY",6,"Wyoming",6,2022-09-12,0,0,"A) 2021-2022"
"1061",2022-06-18,"AL",18,"Alabama",17,2022-09-12,-0.0555555555555556,-1,"A) 2021-2022"
"1062",2022-06-18,"AK",1,"Alaska",1,2022-09-12,0,0,"A) 2021-2022"
"1063",2022-06-18,"AZ",60,"Arizona",52,2022-09-12,-0.133333333333333,-8,"A) 2021-2022"
"1064",2022-06-18,"AR",14,"Arkansas",13,2022-09-12,-0.0714285714285714,-1,"A) 2021-2022"
"1065",2022-06-18,"CA",317,"California",304,2022-09-12,-0.0410094637223975,-13,"A) 2021-2022"
"1066",2022-06-18,"CO",32,"Colorado",27,2022-09-12,-0.15625,-5,"A) 2021-2022"
"1067",2022-06-18,"CT",14,"Connecticut",14,2022-09-12,0,0,"A) 2021-2022"
"1068",2022-06-18,"DE",2,"Delaware",2,2022-09-12,0,0,"A) 2021-2022"
"1069",2022-06-18,"DC",2,"District of Columbia",2,2022-09-12,0,0,"A) 2021-2022"
"1070",2022-06-18,"FL",462,"Florida",465,2022-09-12,0.00649350649350649,3,"A) 2021-2022"
"1071",2022-06-18,"GA",37,"Georgia",36,2022-09-12,-0.027027027027027,-1,"A) 2021-2022"
"1072",2022-06-18,"HI",4,"Hawaii",4,2022-09-12,0,0,"A) 2021-2022"
"1073",2022-06-18,"ID",6,"Idaho",6,2022-09-12,0,0,"A) 2021-2022"
"1074",2022-06-18,"IL",24,"Illinois",23,2022-09-12,-0.0416666666666667,-1,"A) 2021-2022"
"1075",2022-06-18,"IN",21,"Indiana",23,2022-09-12,0.0952380952380952,2,"A) 2021-2022"
"1076",2022-06-18,"IA",9,"Iowa",5,2022-09-12,-0.444444444444444,-4,"A) 2021-2022"
"1077",2022-06-18,"KS",2,"Kansas",2,2022-09-12,0,0,"A) 2021-2022"
"1078",2022-06-18,"KY",8,"Kentucky",7,2022-09-12,-0.125,-1,"A) 2021-2022"
"1079",2022-06-18,"LA",14,"Louisiana",14,2022-09-12,0,0,"A) 2021-2022"
"1080",2022-06-18,"ME",4,"Maine",5,2022-09-12,0.25,1,"A) 2021-2022"
"1081",2022-06-18,"MD",22,"Maryland",23,2022-09-12,0.0454545454545455,1,"A) 2021-2022"
"1082",2022-06-18,"MA",14,"Massachusetts",13,2022-09-12,-0.0714285714285714,-1,"A) 2021-2022"
"1083",2022-06-18,"MI",22,"Michigan",19,2022-09-12,-0.136363636363636,-3,"A) 2021-2022"
"1084",2022-06-18,"MN",10,"Minnesota",9,2022-09-12,-0.1,-1,"A) 2021-2022"
"1085",2022-06-18,"MS",19,"Mississippi",19,2022-09-12,0,0,"A) 2021-2022"
"1086",2022-06-18,"MO",25,"Missouri",24,2022-09-12,-0.04,-1,"A) 2021-2022"
"1087",2022-06-18,"MT",1,"Montana",1,2022-09-12,0,0,"A) 2021-2022"
"1088",2022-06-18,"NE",3,"Nebraska",3,2022-09-12,0,0,"A) 2021-2022"
"1089",2022-06-18,"NV",55,"Nevada",52,2022-09-12,-0.0545454545454545,-3,"A) 2021-2022"
"1090",2022-06-18,"NH",2,"New Hampshire",2,2022-09-12,0,0,"A) 2021-2022"
"1091",2022-06-18,"NJ",46,"New Jersey",49,2022-09-12,0.0652173913043478,3,"A) 2021-2022"
"1092",2022-06-18,"NM",16,"New Mexico",16,2022-09-12,0,0,"A) 2021-2022"
"1093",2022-06-18,"NY",84,"New York",89,2022-09-12,0.0595238095238095,5,"A) 2021-2022"
"1094",2022-06-18,"NC",65,"North Carolina",73,2022-09-12,0.123076923076923,8,"A) 2021-2022"
"1095",2022-06-18,"ND",0,"North Dakota",0,2022-09-12,NA,0,"A) 2021-2022"
"1096",2022-06-18,"OH",29,"Ohio",24,2022-09-12,-0.172413793103448,-5,"A) 2021-2022"
"1097",2022-06-18,"OK",26,"Oklahoma",28,2022-09-12,0.0769230769230769,2,"A) 2021-2022"
"1098",2022-06-18,"OR",13,"Oregon",12,2022-09-12,-0.0769230769230769,-1,"A) 2021-2022"
"1099",2022-06-18,"PA",42,"Pennsylvania",43,2022-09-12,0.0238095238095238,1,"A) 2021-2022"
"1100",2022-06-18,"PR",33,"Puerto Rico",35,2022-09-12,0.0606060606060606,2,"A) 2021-2022"
"1101",2022-06-18,"RI",1,"Rhode Island",1,2022-09-12,0,0,"A) 2021-2022"
"1102",2022-06-18,"SC",30,"South Carolina",29,2022-09-12,-0.0333333333333333,-1,"A) 2021-2022"
"1103",2022-06-18,"SD",2,"South Dakota",2,2022-09-12,0,0,"A) 2021-2022"
"1104",2022-06-18,"TN",29,"Tennessee",27,2022-09-12,-0.0689655172413793,-2,"A) 2021-2022"
"1105",2022-06-18,"TX",140,"Texas",140,2022-09-12,0,0,"A) 2021-2022"
"1106",2022-06-18,"US",1903,"US",1865,2022-09-12,-0.0199684708355229,-38,"A) 2021-2022"
"1107",2022-06-18,"UT",2,"Utah",2,2022-09-12,0,0,"A) 2021-2022"
"1108",2022-06-18,"VT",2,"Vermont",2,2022-09-12,0,0,"A) 2021-2022"
"1109",2022-06-18,"VA",37,"Virginia",42,2022-09-12,0.135135135135135,5,"A) 2021-2022"
"1110",2022-06-18,"WA",61,"Washington",46,2022-09-12,-0.245901639344262,-15,"A) 2021-2022"
"1111",2022-06-18,"WV",8,"West Virginia",7,2022-09-12,-0.125,-1,"A) 2021-2022"
"1112",2022-06-18,"WI",10,"Wisconsin",8,2022-09-12,-0.2,-2,"A) 2021-2022"
"1113",2022-06-18,"WY",3,"Wyoming",3,2022-09-12,0,0,"A) 2021-2022"
"1114",2022-06-25,"AL",16,"Alabama",14,2022-09-12,-0.125,-2,"A) 2021-2022"
"1115",2022-06-25,"AK",3,"Alaska",3,2022-09-12,0,0,"A) 2021-2022"
"1116",2022-06-25,"AZ",45,"Arizona",41,2022-09-12,-0.0888888888888889,-4,"A) 2021-2022"
"1117",2022-06-25,"AR",12,"Arkansas",16,2022-09-12,0.333333333333333,4,"A) 2021-2022"
"1118",2022-06-25,"CA",236,"California",238,2022-09-12,0.00847457627118644,2,"A) 2021-2022"
"1119",2022-06-25,"CO",9,"Colorado",9,2022-09-12,0,0,"A) 2021-2022"
"1120",2022-06-25,"CT",3,"Connecticut",4,2022-09-12,0.333333333333333,1,"A) 2021-2022"
"1121",2022-06-25,"DE",4,"Delaware",4,2022-09-12,0,0,"A) 2021-2022"
"1122",2022-06-25,"DC",3,"District of Columbia",3,2022-09-12,0,0,"A) 2021-2022"
"1123",2022-06-25,"FL",315,"Florida",321,2022-09-12,0.019047619047619,6,"A) 2021-2022"
"1124",2022-06-25,"GA",25,"Georgia",26,2022-09-12,0.04,1,"A) 2021-2022"
"1125",2022-06-25,"HI",5,"Hawaii",6,2022-09-12,0.2,1,"A) 2021-2022"
"1126",2022-06-25,"ID",3,"Idaho",3,2022-09-12,0,0,"A) 2021-2022"
"1127",2022-06-25,"IL",19,"Illinois",18,2022-09-12,-0.0526315789473684,-1,"A) 2021-2022"
"1128",2022-06-25,"IN",20,"Indiana",21,2022-09-12,0.05,1,"A) 2021-2022"
"1129",2022-06-25,"IA",8,"Iowa",7,2022-09-12,-0.125,-1,"A) 2021-2022"
"1130",2022-06-25,"KS",3,"Kansas",3,2022-09-12,0,0,"A) 2021-2022"
"1131",2022-06-25,"KY",22,"Kentucky",16,2022-09-12,-0.272727272727273,-6,"A) 2021-2022"
"1132",2022-06-25,"LA",8,"Louisiana",8,2022-09-12,0,0,"A) 2021-2022"
"1133",2022-06-25,"ME",3,"Maine",3,2022-09-12,0,0,"A) 2021-2022"
"1134",2022-06-25,"MD",16,"Maryland",22,2022-09-12,0.375,6,"A) 2021-2022"
"1135",2022-06-25,"MA",19,"Massachusetts",17,2022-09-12,-0.105263157894737,-2,"A) 2021-2022"
"1136",2022-06-25,"MI",17,"Michigan",18,2022-09-12,0.0588235294117647,1,"A) 2021-2022"
"1137",2022-06-25,"MN",0,"Minnesota",0,2022-09-12,NA,0,"A) 2021-2022"
"1138",2022-06-25,"MS",21,"Mississippi",19,2022-09-12,-0.0952380952380952,-2,"A) 2021-2022"
"1139",2022-06-25,"MO",16,"Missouri",18,2022-09-12,0.125,2,"A) 2021-2022"
"1140",2022-06-25,"MT",0,"Montana",0,2022-09-12,NA,0,"A) 2021-2022"
"1141",2022-06-25,"NE",7,"Nebraska",7,2022-09-12,0,0,"A) 2021-2022"
"1142",2022-06-25,"NV",36,"Nevada",32,2022-09-12,-0.111111111111111,-4,"A) 2021-2022"
"1143",2022-06-25,"NH",1,"New Hampshire",1,2022-09-12,0,0,"A) 2021-2022"
"1144",2022-06-25,"NJ",19,"New Jersey",17,2022-09-12,-0.105263157894737,-2,"A) 2021-2022"
"1145",2022-06-25,"NM",8,"New Mexico",8,2022-09-12,0,0,"A) 2021-2022"
"1146",2022-06-25,"NY",78,"New York",63,2022-09-12,-0.192307692307692,-15,"A) 2021-2022"
"1147",2022-06-25,"NC",55,"North Carolina",48,2022-09-12,-0.127272727272727,-7,"A) 2021-2022"
"1148",2022-06-25,"ND",0,"North Dakota",0,2022-09-12,NA,0,"A) 2021-2022"
