"","report_date","state","value","location_name","final_value","truth_date","final_perc_change","absolutediff","season"
"1630",2022-11-19,"PR",85,"Puerto Rico",91,2023-05-20,0.0705882352941176,6,"B) 2022-2023"
"1631",2022-11-19,"RI",3,"Rhode Island",3,2023-05-20,0,0,"B) 2022-2023"
"1632",2022-11-19,"SC",221,"South Carolina",215,2023-05-20,-0.0271493212669683,-6,"B) 2022-2023"
"1633",2022-11-19,"SD",30,"South Dakota",28,2023-05-20,-0.0666666666666667,-2,"B) 2022-2023"
"1634",2022-11-19,"TN",312,"Tennessee",300,2023-05-20,-0.0384615384615385,-12,"B) 2022-2023"
"1635",2022-11-19,"TX",1167,"Texas",1230,2023-05-20,0.0539845758354756,63,"B) 2022-2023"
"1636",2022-11-19,"US",11319,"US",11427,2023-05-20,0.00954147892923403,108,"B) 2022-2023"
"1637",2022-11-19,"UT",8,"Utah",8,2023-05-20,0,0,"B) 2022-2023"
"1638",2022-11-19,"VT",2,"Vermont",2,2023-05-20,0,0,"B) 2022-2023"
"1639",2022-11-19,"VA",282,"Virginia",273,2023-05-20,-0.0319148936170213,-9,"B) 2022-2023"
"1640",2022-11-19,"WA",272,"Washington",270,2023-05-20,-0.00735294117647059,-2,"B) 2022-2023"
"1641",2022-11-19,"WV",133,"West Virginia",135,2023-05-20,0.0150375939849624,2,"B) 2022-2023"
"1642",2022-11-19,"WI",104,"Wisconsin",109,2023-05-20,0.0480769230769231,5,"B) 2022-2023"
"1643",2022-11-19,"WY",50,"Wyoming",47,2023-05-20,-0.06,-3,"B) 2022-2023"
"1644",2022-11-26,"AL",243,"Alabama",261,2023-05-20,0.0740740740740741,18,"B) 2022-2023"
"1645",2022-11-26,"AK",67,"Alaska",66,2023-05-20,-0.0149253731343284,-1,"B) 2022-2023"
"1646",2022-11-26,"AZ",538,"Arizona",612,2023-05-20,0.137546468401487,74,"B) 2022-2023"
"1647",2022-11-26,"AR",457,"Arkansas",435,2023-05-20,-0.0481400437636762,-22,"B) 2022-2023"
"1648",2022-11-26,"CA",2623,"California",2790,2023-05-20,0.0636675562333206,167,"B) 2022-2023"
"1649",2022-11-26,"CO",146,"Colorado",157,2023-05-20,0.0753424657534247,11,"B) 2022-2023"
"1650",2022-11-26,"CT",220,"Connecticut",199,2023-05-20,-0.0954545454545455,-21,"B) 2022-2023"
"1651",2022-11-26,"DE",45,"Delaware",48,2023-05-20,0.0666666666666667,3,"B) 2022-2023"
"1652",2022-11-26,"DC",68,"District of Columbia",70,2023-05-20,0.0294117647058824,2,"B) 2022-2023"
"1653",2022-11-26,"FL",812,"Florida",803,2023-05-20,-0.0110837438423645,-9,"B) 2022-2023"
"1654",2022-11-26,"GA",236,"Georgia",251,2023-05-20,0.0635593220338983,15,"B) 2022-2023"
"1655",2022-11-26,"HI",10,"Hawaii",12,2023-05-20,0.2,2,"B) 2022-2023"
"1656",2022-11-26,"ID",155,"Idaho",155,2023-05-20,0,0,"B) 2022-2023"
"1657",2022-11-26,"IL",839,"Illinois",915,2023-05-20,0.0905840286054827,76,"B) 2022-2023"
"1658",2022-11-26,"IN",484,"Indiana",505,2023-05-20,0.0433884297520661,21,"B) 2022-2023"
"1659",2022-11-26,"IA",76,"Iowa",139,2023-05-20,0.828947368421053,63,"B) 2022-2023"
"1660",2022-11-26,"KS",149,"Kansas",187,2023-05-20,0.25503355704698,38,"B) 2022-2023"
"1661",2022-11-26,"KY",582,"Kentucky",603,2023-05-20,0.0360824742268041,21,"B) 2022-2023"
"1662",2022-11-26,"LA",233,"Louisiana",240,2023-05-20,0.0300429184549356,7,"B) 2022-2023"
"1663",2022-11-26,"ME",34,"Maine",34,2023-05-20,0,0,"B) 2022-2023"
"1664",2022-11-26,"MD",301,"Maryland",332,2023-05-20,0.102990033222591,31,"B) 2022-2023"
"1665",2022-11-26,"MA",199,"Massachusetts",221,2023-05-20,0.110552763819095,22,"B) 2022-2023"
"1666",2022-11-26,"MI",295,"Michigan",313,2023-05-20,0.0610169491525424,18,"B) 2022-2023"
"1667",2022-11-26,"MN",369,"Minnesota",382,2023-05-20,0.035230352303523,13,"B) 2022-2023"
"1668",2022-11-26,"MS",256,"Mississippi",282,2023-05-20,0.1015625,26,"B) 2022-2023"
"1669",2022-11-26,"MO",436,"Missouri",548,2023-05-20,0.256880733944954,112,"B) 2022-2023"
"1670",2022-11-26,"MT",52,"Montana",50,2023-05-20,-0.0384615384615385,-2,"B) 2022-2023"
"1671",2022-11-26,"NE",71,"Nebraska",62,2023-05-20,-0.126760563380282,-9,"B) 2022-2023"
"1672",2022-11-26,"NV",147,"Nevada",252,2023-05-20,0.714285714285714,105,"B) 2022-2023"
"1673",2022-11-26,"NH",12,"New Hampshire",12,2023-05-20,0,0,"B) 2022-2023"
"1674",2022-11-26,"NJ",575,"New Jersey",581,2023-05-20,0.0104347826086957,6,"B) 2022-2023"
"1675",2022-11-26,"NM",191,"New Mexico",190,2023-05-20,-0.00523560209424084,-1,"B) 2022-2023"
"1676",2022-11-26,"NY",844,"New York",871,2023-05-20,0.0319905213270142,27,"B) 2022-2023"
"1677",2022-11-26,"NC",439,"North Carolina",467,2023-05-20,0.0637813211845103,28,"B) 2022-2023"
"1678",2022-11-26,"ND",13,"North Dakota",28,2023-05-20,1.15384615384615,15,"B) 2022-2023"
"1679",2022-11-26,"OH",609,"Ohio",646,2023-05-20,0.0607553366174056,37,"B) 2022-2023"
"1680",2022-11-26,"OK",409,"Oklahoma",426,2023-05-20,0.0415647921760391,17,"B) 2022-2023"
"1681",2022-11-26,"OR",367,"Oregon",406,2023-05-20,0.106267029972752,39,"B) 2022-2023"
"1682",2022-11-26,"PA",810,"Pennsylvania",825,2023-05-20,0.0185185185185185,15,"B) 2022-2023"
"1683",2022-11-26,"PR",77,"Puerto Rico",97,2023-05-20,0.25974025974026,20,"B) 2022-2023"
"1684",2022-11-26,"RI",13,"Rhode Island",16,2023-05-20,0.230769230769231,3,"B) 2022-2023"
"1685",2022-11-26,"SC",236,"South Carolina",233,2023-05-20,-0.0127118644067797,-3,"B) 2022-2023"
"1686",2022-11-26,"SD",53,"South Dakota",63,2023-05-20,0.188679245283019,10,"B) 2022-2023"
"1687",2022-11-26,"TN",496,"Tennessee",534,2023-05-20,0.0766129032258065,38,"B) 2022-2023"
"1688",2022-11-26,"TX",1939,"Texas",1929,2023-05-20,-0.00515729757607014,-10,"B) 2022-2023"
"1689",2022-11-26,"US",18626,"US",19846,2023-05-20,0.0654998389348223,1220,"B) 2022-2023"
"1690",2022-11-26,"UT",34,"Utah",29,2023-05-20,-0.147058823529412,-5,"B) 2022-2023"
"1691",2022-11-26,"VT",17,"Vermont",15,2023-05-20,-0.117647058823529,-2,"B) 2022-2023"
"1692",2022-11-26,"VA",352,"Virginia",440,2023-05-20,0.25,88,"B) 2022-2023"
"1693",2022-11-26,"WA",532,"Washington",605,2023-05-20,0.137218045112782,73,"B) 2022-2023"
"1694",2022-11-26,"WV",182,"West Virginia",209,2023-05-20,0.148351648351648,27,"B) 2022-2023"
"1695",2022-11-26,"WI",246,"Wisconsin",255,2023-05-20,0.0365853658536585,9,"B) 2022-2023"
"1696",2022-11-26,"WY",37,"Wyoming",45,2023-05-20,0.216216216216216,8,"B) 2022-2023"
"1697",2022-12-03,"AL",357,"Alabama",351,2023-05-20,-0.0168067226890756,-6,"B) 2022-2023"
"1698",2022-12-03,"AK",61,"Alaska",58,2023-05-20,-0.0491803278688525,-3,"B) 2022-2023"
"1699",2022-12-03,"AZ",843,"Arizona",821,2023-05-20,-0.0260972716488731,-22,"B) 2022-2023"
"1700",2022-12-03,"AR",471,"Arkansas",468,2023-05-20,-0.00636942675159236,-3,"B) 2022-2023"
"1701",2022-12-03,"CA",3158,"California",3138,2023-05-20,-0.00633312222925903,-20,"B) 2022-2023"
"1702",2022-12-03,"CO",166,"Colorado",160,2023-05-20,-0.036144578313253,-6,"B) 2022-2023"
"1703",2022-12-03,"CT",461,"Connecticut",424,2023-05-20,-0.0802603036876356,-37,"B) 2022-2023"
"1704",2022-12-03,"DE",79,"Delaware",79,2023-05-20,0,0,"B) 2022-2023"
"1705",2022-12-03,"DC",56,"District of Columbia",56,2023-05-20,0,0,"B) 2022-2023"
"1706",2022-12-03,"FL",901,"Florida",896,2023-05-20,-0.00554938956714761,-5,"B) 2022-2023"
"1707",2022-12-03,"GA",244,"Georgia",252,2023-05-20,0.0327868852459016,8,"B) 2022-2023"
"1708",2022-12-03,"HI",10,"Hawaii",12,2023-05-20,0.2,2,"B) 2022-2023"
"1709",2022-12-03,"ID",150,"Idaho",189,2023-05-20,0.26,39,"B) 2022-2023"
"1710",2022-12-03,"IL",1098,"Illinois",1125,2023-05-20,0.0245901639344262,27,"B) 2022-2023"
"1711",2022-12-03,"IN",866,"Indiana",826,2023-05-20,-0.046189376443418,-40,"B) 2022-2023"
"1712",2022-12-03,"IA",196,"Iowa",201,2023-05-20,0.0255102040816327,5,"B) 2022-2023"
"1713",2022-12-03,"KS",264,"Kansas",303,2023-05-20,0.147727272727273,39,"B) 2022-2023"
"1714",2022-12-03,"KY",837,"Kentucky",807,2023-05-20,-0.03584229390681,-30,"B) 2022-2023"
"1715",2022-12-03,"LA",293,"Louisiana",294,2023-05-20,0.00341296928327645,1,"B) 2022-2023"
"1716",2022-12-03,"ME",114,"Maine",110,2023-05-20,-0.0350877192982456,-4,"B) 2022-2023"
"1717",2022-12-03,"MD",396,"Maryland",405,2023-05-20,0.0227272727272727,9,"B) 2022-2023"
"1718",2022-12-03,"MA",451,"Massachusetts",446,2023-05-20,-0.0110864745011086,-5,"B) 2022-2023"
"1719",2022-12-03,"MI",483,"Michigan",485,2023-05-20,0.0041407867494824,2,"B) 2022-2023"
"1720",2022-12-03,"MN",474,"Minnesota",447,2023-05-20,-0.0569620253164557,-27,"B) 2022-2023"
"1721",2022-12-03,"MS",264,"Mississippi",258,2023-05-20,-0.0227272727272727,-6,"B) 2022-2023"
"1722",2022-12-03,"MO",881,"Missouri",861,2023-05-20,-0.0227014755959137,-20,"B) 2022-2023"
"1723",2022-12-03,"MT",70,"Montana",71,2023-05-20,0.0142857142857143,1,"B) 2022-2023"
"1724",2022-12-03,"NE",112,"Nebraska",97,2023-05-20,-0.133928571428571,-15,"B) 2022-2023"
"1725",2022-12-03,"NV",404,"Nevada",397,2023-05-20,-0.0173267326732673,-7,"B) 2022-2023"
"1726",2022-12-03,"NH",36,"New Hampshire",36,2023-05-20,0,0,"B) 2022-2023"
"1727",2022-12-03,"NJ",1000,"New Jersey",892,2023-05-20,-0.108,-108,"B) 2022-2023"
"1728",2022-12-03,"NM",352,"New Mexico",371,2023-05-20,0.0539772727272727,19,"B) 2022-2023"
"1729",2022-12-03,"NY",1397,"New York",1350,2023-05-20,-0.0336435218324982,-47,"B) 2022-2023"
"1730",2022-12-03,"NC",688,"North Carolina",600,2023-05-20,-0.127906976744186,-88,"B) 2022-2023"
"1731",2022-12-03,"ND",53,"North Dakota",49,2023-05-20,-0.0754716981132075,-4,"B) 2022-2023"
"1732",2022-12-03,"OH",972,"Ohio",966,2023-05-20,-0.00617283950617284,-6,"B) 2022-2023"
"1733",2022-12-03,"OK",831,"Oklahoma",829,2023-05-20,-0.00240673886883273,-2,"B) 2022-2023"
"1734",2022-12-03,"OR",528,"Oregon",546,2023-05-20,0.0340909090909091,18,"B) 2022-2023"
"1735",2022-12-03,"PA",1343,"Pennsylvania",1330,2023-05-20,-0.00967982129560685,-13,"B) 2022-2023"
"1736",2022-12-03,"PR",91,"Puerto Rico",87,2023-05-20,-0.043956043956044,-4,"B) 2022-2023"
"1737",2022-12-03,"RI",25,"Rhode Island",26,2023-05-20,0.04,1,"B) 2022-2023"
"1738",2022-12-03,"SC",239,"South Carolina",223,2023-05-20,-0.0669456066945607,-16,"B) 2022-2023"
"1739",2022-12-03,"SD",69,"South Dakota",70,2023-05-20,0.0144927536231884,1,"B) 2022-2023"
"1740",2022-12-03,"TN",671,"Tennessee",660,2023-05-20,-0.0163934426229508,-11,"B) 2022-2023"
"1741",2022-12-03,"TX",2138,"Texas",2139,2023-05-20,0.000467726847521048,1,"B) 2022-2023"
"1742",2022-12-03,"US",26722,"US",26333,2023-05-20,-0.0145572936157473,-389,"B) 2022-2023"
"1743",2022-12-03,"UT",37,"Utah",36,2023-05-20,-0.027027027027027,-1,"B) 2022-2023"
"1744",2022-12-03,"VT",33,"Vermont",34,2023-05-20,0.0303030303030303,1,"B) 2022-2023"
"1745",2022-12-03,"VA",519,"Virginia",469,2023-05-20,-0.0963391136801541,-50,"B) 2022-2023"
"1746",2022-12-03,"WA",692,"Washington",716,2023-05-20,0.0346820809248555,24,"B) 2022-2023"
"1747",2022-12-03,"WV",303,"West Virginia",320,2023-05-20,0.0561056105610561,17,"B) 2022-2023"
"1748",2022-12-03,"WI",473,"Wisconsin",474,2023-05-20,0.00211416490486258,1,"B) 2022-2023"
"1749",2022-12-03,"WY",72,"Wyoming",73,2023-05-20,0.0138888888888889,1,"B) 2022-2023"
"1750",2022-12-10,"AL",233,"Alabama",223,2023-05-20,-0.0429184549356223,-10,"B) 2022-2023"
"1751",2022-12-10,"AK",83,"Alaska",77,2023-05-20,-0.072289156626506,-6,"B) 2022-2023"
"1752",2022-12-10,"AZ",781,"Arizona",759,2023-05-20,-0.028169014084507,-22,"B) 2022-2023"
"1753",2022-12-10,"AR",313,"Arkansas",331,2023-05-20,0.0575079872204473,18,"B) 2022-2023"
"1754",2022-12-10,"CA",2299,"California",2275,2023-05-20,-0.0104393214441061,-24,"B) 2022-2023"
"1755",2022-12-10,"CO",252,"Colorado",243,2023-05-20,-0.0357142857142857,-9,"B) 2022-2023"
"1756",2022-12-10,"CT",469,"Connecticut",419,2023-05-20,-0.106609808102345,-50,"B) 2022-2023"
"1757",2022-12-10,"DE",39,"Delaware",28,2023-05-20,-0.282051282051282,-11,"B) 2022-2023"
"1758",2022-12-10,"DC",43,"District of Columbia",42,2023-05-20,-0.0232558139534884,-1,"B) 2022-2023"
"1759",2022-12-10,"FL",811,"Florida",789,2023-05-20,-0.0271270036991369,-22,"B) 2022-2023"
"1760",2022-12-10,"GA",187,"Georgia",172,2023-05-20,-0.0802139037433155,-15,"B) 2022-2023"
"1761",2022-12-10,"HI",10,"Hawaii",11,2023-05-20,0.1,1,"B) 2022-2023"
"1762",2022-12-10,"ID",140,"Idaho",195,2023-05-20,0.392857142857143,55,"B) 2022-2023"
"1763",2022-12-10,"IL",921,"Illinois",973,2023-05-20,0.0564603691639522,52,"B) 2022-2023"
"1764",2022-12-10,"IN",874,"Indiana",851,2023-05-20,-0.0263157894736842,-23,"B) 2022-2023"
"1765",2022-12-10,"IA",239,"Iowa",235,2023-05-20,-0.0167364016736402,-4,"B) 2022-2023"
"1766",2022-12-10,"KS",262,"Kansas",253,2023-05-20,-0.0343511450381679,-9,"B) 2022-2023"
"1767",2022-12-10,"KY",708,"Kentucky",691,2023-05-20,-0.0240112994350282,-17,"B) 2022-2023"
"1768",2022-12-10,"LA",253,"Louisiana",253,2023-05-20,0,0,"B) 2022-2023"
"1769",2022-12-10,"ME",118,"Maine",120,2023-05-20,0.0169491525423729,2,"B) 2022-2023"
"1770",2022-12-10,"MD",305,"Maryland",319,2023-05-20,0.0459016393442623,14,"B) 2022-2023"
"1771",2022-12-10,"MA",582,"Massachusetts",578,2023-05-20,-0.00687285223367698,-4,"B) 2022-2023"
"1772",2022-12-10,"MI",603,"Michigan",601,2023-05-20,-0.0033167495854063,-2,"B) 2022-2023"
"1773",2022-12-10,"MN",325,"Minnesota",325,2023-05-20,0,0,"B) 2022-2023"
"1774",2022-12-10,"MS",173,"Mississippi",171,2023-05-20,-0.0115606936416185,-2,"B) 2022-2023"
"1775",2022-12-10,"MO",868,"Missouri",861,2023-05-20,-0.00806451612903226,-7,"B) 2022-2023"
"1776",2022-12-10,"MT",112,"Montana",104,2023-05-20,-0.0714285714285714,-8,"B) 2022-2023"
"1777",2022-12-10,"NE",129,"Nebraska",133,2023-05-20,0.0310077519379845,4,"B) 2022-2023"
"1778",2022-12-10,"NV",375,"Nevada",366,2023-05-20,-0.024,-9,"B) 2022-2023"
"1779",2022-12-10,"NH",73,"New Hampshire",73,2023-05-20,0,0,"B) 2022-2023"
"1780",2022-12-10,"NJ",712,"New Jersey",738,2023-05-20,0.0365168539325843,26,"B) 2022-2023"
"1781",2022-12-10,"NM",421,"New Mexico",417,2023-05-20,-0.00950118764845606,-4,"B) 2022-2023"
"1782",2022-12-10,"NY",1527,"New York",1531,2023-05-20,0.00261951538965291,4,"B) 2022-2023"
"1783",2022-12-10,"NC",468,"North Carolina",385,2023-05-20,-0.177350427350427,-83,"B) 2022-2023"
"1784",2022-12-10,"ND",55,"North Dakota",59,2023-05-20,0.0727272727272727,4,"B) 2022-2023"
"1785",2022-12-10,"OH",938,"Ohio",952,2023-05-20,0.0149253731343284,14,"B) 2022-2023"
"1786",2022-12-10,"OK",899,"Oklahoma",871,2023-05-20,-0.0311457174638487,-28,"B) 2022-2023"
"1787",2022-12-10,"OR",644,"Oregon",698,2023-05-20,0.0838509316770186,54,"B) 2022-2023"
"1788",2022-12-10,"PA",1226,"Pennsylvania",1180,2023-05-20,-0.0375203915171289,-46,"B) 2022-2023"
"1789",2022-12-10,"PR",108,"Puerto Rico",88,2023-05-20,-0.185185185185185,-20,"B) 2022-2023"
"1790",2022-12-10,"RI",51,"Rhode Island",50,2023-05-20,-0.0196078431372549,-1,"B) 2022-2023"
"1791",2022-12-10,"SC",157,"South Carolina",163,2023-05-20,0.0382165605095541,6,"B) 2022-2023"
"1792",2022-12-10,"SD",102,"South Dakota",85,2023-05-20,-0.166666666666667,-17,"B) 2022-2023"
"1793",2022-12-10,"TN",474,"Tennessee",462,2023-05-20,-0.0253164556962025,-12,"B) 2022-2023"
"1794",2022-12-10,"TX",1791,"Texas",1781,2023-05-20,-0.00558347292015634,-10,"B) 2022-2023"
"1795",2022-12-10,"US",23951,"US",23851,2023-05-20,-0.00417519101498894,-100,"B) 2022-2023"
"1796",2022-12-10,"UT",62,"Utah",64,2023-05-20,0.032258064516129,2,"B) 2022-2023"
"1797",2022-12-10,"VT",51,"Vermont",45,2023-05-20,-0.117647058823529,-6,"B) 2022-2023"
"1798",2022-12-10,"VA",341,"Virginia",338,2023-05-20,-0.00879765395894428,-3,"B) 2022-2023"
"1799",2022-12-10,"WA",592,"Washington",707,2023-05-20,0.194256756756757,115,"B) 2022-2023"
"1800",2022-12-10,"WV",237,"West Virginia",236,2023-05-20,-0.00421940928270042,-1,"B) 2022-2023"
"1801",2022-12-10,"WI",469,"Wisconsin",478,2023-05-20,0.0191897654584222,9,"B) 2022-2023"
"1802",2022-12-10,"WY",46,"Wyoming",52,2023-05-20,0.130434782608696,6,"B) 2022-2023"
"1803",2022-12-17,"AL",136,"Alabama",143,2023-05-20,0.0514705882352941,7,"B) 2022-2023"
"1804",2022-12-17,"AK",47,"Alaska",45,2023-05-20,-0.0425531914893617,-2,"B) 2022-2023"
"1805",2022-12-17,"AZ",580,"Arizona",563,2023-05-20,-0.0293103448275862,-17,"B) 2022-2023"
"1806",2022-12-17,"AR",229,"Arkansas",234,2023-05-20,0.0218340611353712,5,"B) 2022-2023"
"1807",2022-12-17,"CA",1573,"California",1576,2023-05-20,0.00190718372536554,3,"B) 2022-2023"
"1808",2022-12-17,"CO",228,"Colorado",255,2023-05-20,0.118421052631579,27,"B) 2022-2023"
"1809",2022-12-17,"CT",402,"Connecticut",352,2023-05-20,-0.124378109452736,-50,"B) 2022-2023"
"1810",2022-12-17,"DE",25,"Delaware",27,2023-05-20,0.08,2,"B) 2022-2023"
"1811",2022-12-17,"DC",21,"District of Columbia",20,2023-05-20,-0.0476190476190476,-1,"B) 2022-2023"
"1812",2022-12-17,"FL",817,"Florida",891,2023-05-20,0.0905752753977968,74,"B) 2022-2023"
"1813",2022-12-17,"GA",146,"Georgia",138,2023-05-20,-0.0547945205479452,-8,"B) 2022-2023"
"1814",2022-12-17,"HI",16,"Hawaii",17,2023-05-20,0.0625,1,"B) 2022-2023"
"1815",2022-12-17,"ID",305,"Idaho",285,2023-05-20,-0.0655737704918033,-20,"B) 2022-2023"
"1816",2022-12-17,"IL",790,"Illinois",744,2023-05-20,-0.0582278481012658,-46,"B) 2022-2023"
"1817",2022-12-17,"IN",700,"Indiana",685,2023-05-20,-0.0214285714285714,-15,"B) 2022-2023"
"1818",2022-12-17,"IA",358,"Iowa",352,2023-05-20,-0.0167597765363128,-6,"B) 2022-2023"
"1819",2022-12-17,"KS",264,"Kansas",220,2023-05-20,-0.166666666666667,-44,"B) 2022-2023"
"1820",2022-12-17,"KY",459,"Kentucky",419,2023-05-20,-0.0871459694989107,-40,"B) 2022-2023"
"1821",2022-12-17,"LA",139,"Louisiana",146,2023-05-20,0.0503597122302158,7,"B) 2022-2023"
"1822",2022-12-17,"ME",204,"Maine",196,2023-05-20,-0.0392156862745098,-8,"B) 2022-2023"
"1823",2022-12-17,"MD",228,"Maryland",278,2023-05-20,0.219298245614035,50,"B) 2022-2023"
"1824",2022-12-17,"MA",689,"Massachusetts",694,2023-05-20,0.00725689404934688,5,"B) 2022-2023"
"1825",2022-12-17,"MI",1074,"Michigan",1001,2023-05-20,-0.0679702048417132,-73,"B) 2022-2023"
"1826",2022-12-17,"MN",257,"Minnesota",236,2023-05-20,-0.0817120622568093,-21,"B) 2022-2023"
"1827",2022-12-17,"MS",135,"Mississippi",133,2023-05-20,-0.0148148148148148,-2,"B) 2022-2023"
"1828",2022-12-17,"MO",735,"Missouri",717,2023-05-20,-0.0244897959183673,-18,"B) 2022-2023"
"1829",2022-12-17,"MT",107,"Montana",96,2023-05-20,-0.102803738317757,-11,"B) 2022-2023"
"1830",2022-12-17,"NE",193,"Nebraska",173,2023-05-20,-0.103626943005181,-20,"B) 2022-2023"
"1831",2022-12-17,"NV",242,"Nevada",231,2023-05-20,-0.0454545454545455,-11,"B) 2022-2023"
"1832",2022-12-17,"NH",89,"New Hampshire",87,2023-05-20,-0.0224719101123595,-2,"B) 2022-2023"
"1833",2022-12-17,"NJ",598,"New Jersey",601,2023-05-20,0.00501672240802676,3,"B) 2022-2023"
"1834",2022-12-17,"NM",267,"New Mexico",351,2023-05-20,0.314606741573034,84,"B) 2022-2023"
"1835",2022-12-17,"NY",1826,"New York",1741,2023-05-20,-0.0465498357064622,-85,"B) 2022-2023"
"1836",2022-12-17,"NC",335,"North Carolina",316,2023-05-20,-0.0567164179104478,-19,"B) 2022-2023"
"1837",2022-12-17,"ND",92,"North Dakota",95,2023-05-20,0.0326086956521739,3,"B) 2022-2023"
"1838",2022-12-17,"OH",993,"Ohio",982,2023-05-20,-0.0110775427995972,-11,"B) 2022-2023"
"1839",2022-12-17,"OK",768,"Oklahoma",764,2023-05-20,-0.00520833333333333,-4,"B) 2022-2023"
"1840",2022-12-17,"OR",567,"Oregon",652,2023-05-20,0.149911816578483,85,"B) 2022-2023"
"1841",2022-12-17,"PA",994,"Pennsylvania",1042,2023-05-20,0.0482897384305835,48,"B) 2022-2023"
"1842",2022-12-17,"PR",58,"Puerto Rico",89,2023-05-20,0.53448275862069,31,"B) 2022-2023"
"1843",2022-12-17,"RI",47,"Rhode Island",47,2023-05-20,0,0,"B) 2022-2023"
"1844",2022-12-17,"SC",138,"South Carolina",137,2023-05-20,-0.0072463768115942,-1,"B) 2022-2023"
"1845",2022-12-17,"SD",103,"South Dakota",105,2023-05-20,0.0194174757281553,2,"B) 2022-2023"
"1846",2022-12-17,"TN",242,"Tennessee",251,2023-05-20,0.0371900826446281,9,"B) 2022-2023"
"1847",2022-12-17,"TX",1488,"Texas",1462,2023-05-20,-0.0174731182795699,-26,"B) 2022-2023"
"1848",2022-12-17,"US",21323,"US",21426,2023-05-20,0.00483046475636636,103,"B) 2022-2023"
"1849",2022-12-17,"UT",34,"Utah",41,2023-05-20,0.205882352941176,7,"B) 2022-2023"
"1850",2022-12-17,"VT",56,"Vermont",66,2023-05-20,0.178571428571429,10,"B) 2022-2023"
"1851",2022-12-17,"VA",298,"Virginia",285,2023-05-20,-0.0436241610738255,-13,"B) 2022-2023"
"1852",2022-12-17,"WA",495,"Washington",713,2023-05-20,0.44040404040404,218,"B) 2022-2023"
"1853",2022-12-17,"WV",211,"West Virginia",199,2023-05-20,-0.0568720379146919,-12,"B) 2022-2023"
"1854",2022-12-17,"WI",483,"Wisconsin",498,2023-05-20,0.031055900621118,15,"B) 2022-2023"
"1855",2022-12-17,"WY",42,"Wyoming",35,2023-05-20,-0.166666666666667,-7,"B) 2022-2023"
"1856",2022-12-24,"AL",130,"Alabama",155,2023-05-20,0.192307692307692,25,"B) 2022-2023"
"1857",2022-12-24,"AK",48,"Alaska",40,2023-05-20,-0.166666666666667,-8,"B) 2022-2023"
"1858",2022-12-24,"AZ",597,"Arizona",604,2023-05-20,0.0117252931323283,7,"B) 2022-2023"
"1859",2022-12-24,"AR",210,"Arkansas",189,2023-05-20,-0.1,-21,"B) 2022-2023"
"1860",2022-12-24,"CA",1645,"California",1580,2023-05-20,-0.0395136778115502,-65,"B) 2022-2023"
"1861",2022-12-24,"CO",341,"Colorado",350,2023-05-20,0.0263929618768328,9,"B) 2022-2023"
"1862",2022-12-24,"CT",309,"Connecticut",275,2023-05-20,-0.110032362459547,-34,"B) 2022-2023"
"1863",2022-12-24,"DE",28,"Delaware",29,2023-05-20,0.0357142857142857,1,"B) 2022-2023"
"1864",2022-12-24,"DC",23,"District of Columbia",26,2023-05-20,0.130434782608696,3,"B) 2022-2023"
"1865",2022-12-24,"FL",905,"Florida",982,2023-05-20,0.0850828729281768,77,"B) 2022-2023"
"1866",2022-12-24,"GA",152,"Georgia",162,2023-05-20,0.0657894736842105,10,"B) 2022-2023"
"1867",2022-12-24,"HI",24,"Hawaii",31,2023-05-20,0.291666666666667,7,"B) 2022-2023"
"1868",2022-12-24,"ID",213,"Idaho",195,2023-05-20,-0.0845070422535211,-18,"B) 2022-2023"
"1869",2022-12-24,"IL",529,"Illinois",563,2023-05-20,0.0642722117202268,34,"B) 2022-2023"
"1870",2022-12-24,"IN",627,"Indiana",592,2023-05-20,-0.0558213716108453,-35,"B) 2022-2023"
"1871",2022-12-24,"IA",319,"Iowa",331,2023-05-20,0.0376175548589342,12,"B) 2022-2023"
"1872",2022-12-24,"KS",154,"Kansas",187,2023-05-20,0.214285714285714,33,"B) 2022-2023"
"1873",2022-12-24,"KY",279,"Kentucky",268,2023-05-20,-0.039426523297491,-11,"B) 2022-2023"
"1874",2022-12-24,"LA",170,"Louisiana",141,2023-05-20,-0.170588235294118,-29,"B) 2022-2023"
"1875",2022-12-24,"ME",195,"Maine",212,2023-05-20,0.0871794871794872,17,"B) 2022-2023"
"1876",2022-12-24,"MD",209,"Maryland",227,2023-05-20,0.0861244019138756,18,"B) 2022-2023"
"1877",2022-12-24,"MA",804,"Massachusetts",769,2023-05-20,-0.0435323383084577,-35,"B) 2022-2023"
"1878",2022-12-24,"MI",1088,"Michigan",1108,2023-05-20,0.0183823529411765,20,"B) 2022-2023"
"1879",2022-12-24,"MN",169,"Minnesota",162,2023-05-20,-0.0414201183431953,-7,"B) 2022-2023"
"1880",2022-12-24,"MS",78,"Mississippi",87,2023-05-20,0.115384615384615,9,"B) 2022-2023"
"1881",2022-12-24,"MO",540,"Missouri",548,2023-05-20,0.0148148148148148,8,"B) 2022-2023"
"1882",2022-12-24,"MT",67,"Montana",64,2023-05-20,-0.0447761194029851,-3,"B) 2022-2023"
"1883",2022-12-24,"NE",139,"Nebraska",138,2023-05-20,-0.00719424460431655,-1,"B) 2022-2023"
"1884",2022-12-24,"NV",271,"Nevada",232,2023-05-20,-0.143911439114391,-39,"B) 2022-2023"
