"model","target_end_date","target","season","coverage95","model_color"
"CU-ensemble",2023-01-28,"4 wk ahead inc flu hosp","2022-2023",0.173076923076923,"#abbfcb"
"CU-ensemble",2023-02-04,"1 wk ahead inc flu hosp","2022-2023",0.923076923076923,"#abbfcb"
"CU-ensemble",2023-02-04,"4 wk ahead inc flu hosp","2022-2023",0.615384615384615,"#abbfcb"
"CU-ensemble",2023-02-11,"1 wk ahead inc flu hosp","2022-2023",0.884615384615385,"#abbfcb"
"CU-ensemble",2023-02-11,"4 wk ahead inc flu hosp","2022-2023",0.961538461538462,"#abbfcb"
"CU-ensemble",2023-02-18,"1 wk ahead inc flu hosp","2022-2023",0.961538461538462,"#abbfcb"
"CU-ensemble",2023-02-25,"1 wk ahead inc flu hosp","2022-2023",0.942307692307692,"#abbfcb"
"CU-ensemble",2023-02-25,"4 wk ahead inc flu hosp","2022-2023",0.961538461538462,"#abbfcb"
"CU-ensemble",2023-03-04,"1 wk ahead inc flu hosp","2022-2023",0.903846153846154,"#abbfcb"
"CU-ensemble",2023-03-04,"4 wk ahead inc flu hosp","2022-2023",0.980769230769231,"#abbfcb"
"CU-ensemble",2023-03-11,"1 wk ahead inc flu hosp","2022-2023",0.923076923076923,"#abbfcb"
"CU-ensemble",2023-03-11,"4 wk ahead inc flu hosp","2022-2023",0.961538461538462,"#abbfcb"
"CU-ensemble",2023-03-18,"1 wk ahead inc flu hosp","2022-2023",1,"#abbfcb"
"CU-ensemble",2023-03-18,"4 wk ahead inc flu hosp","2022-2023",0.980769230769231,"#abbfcb"
"CU-ensemble",2023-03-25,"1 wk ahead inc flu hosp","2022-2023",0.961538461538462,"#abbfcb"
"CU-ensemble",2023-03-25,"4 wk ahead inc flu hosp","2022-2023",0.942307692307692,"#abbfcb"
"CU-ensemble",2023-04-01,"4 wk ahead inc flu hosp","2022-2023",0.942307692307692,"#abbfcb"
"CU-ensemble",2023-04-08,"4 wk ahead inc flu hosp","2022-2023",0.980769230769231,"#abbfcb"
"CU-ensemble",2023-04-15,"1 wk ahead inc flu hosp","2022-2023",0.961538461538462,"#abbfcb"
"CU-ensemble",2023-04-15,"4 wk ahead inc flu hosp","2022-2023",1,"#abbfcb"
"CU-ensemble",2023-04-22,"1 wk ahead inc flu hosp","2022-2023",0.961538461538462,"#abbfcb"
"CU-ensemble",2023-04-29,"1 wk ahead inc flu hosp","2022-2023",0.923076923076923,"#abbfcb"
"CU-ensemble",2023-05-06,"1 wk ahead inc flu hosp","2022-2023",0.903846153846154,"#abbfcb"
"CU-ensemble",2023-05-06,"4 wk ahead inc flu hosp","2022-2023",0.961538461538462,"#abbfcb"
"CU-ensemble",2023-05-13,"4 wk ahead inc flu hosp","2022-2023",0.980769230769231,"#abbfcb"
"CU-ensemble",2023-05-20,"1 wk ahead inc flu hosp","2022-2023",0.903846153846154,"#abbfcb"
"CU-ensemble",2023-05-20,"4 wk ahead inc flu hosp","2022-2023",0.961538461538462,"#abbfcb"
"CU-ensemble",2023-05-27,"4 wk ahead inc flu hosp","2022-2023",0.961538461538462,"#abbfcb"
"CU-ensemble",2023-06-10,"4 wk ahead inc flu hosp","2022-2023",0.903846153846154,"#abbfcb"
"GH-Flusight",2022-02-26,"1 wk ahead inc flu hosp","2021-2022",0.211538461538462,"#abbfcb"
"GH-Flusight",2022-03-05,"1 wk ahead inc flu hosp","2021-2022",0.192307692307692,"#abbfcb"
"GH-Flusight",2022-03-19,"1 wk ahead inc flu hosp","2021-2022",0.115384615384615,"#abbfcb"
"GH-Flusight",2022-03-19,"4 wk ahead inc flu hosp","2021-2022",0.0961538461538462,"#abbfcb"
"GH-Flusight",2022-03-26,"1 wk ahead inc flu hosp","2021-2022",0.173076923076923,"#abbfcb"
"GH-Flusight",2022-03-26,"4 wk ahead inc flu hosp","2021-2022",0.134615384615385,"#abbfcb"
"GH-Flusight",2022-04-02,"1 wk ahead inc flu hosp","2021-2022",0.134615384615385,"#abbfcb"
"GH-Flusight",2022-04-09,"1 wk ahead inc flu hosp","2021-2022",0.134615384615385,"#abbfcb"
"GH-Flusight",2022-04-09,"4 wk ahead inc flu hosp","2021-2022",0.0576923076923077,"#abbfcb"
"GH-Flusight",2022-04-16,"1 wk ahead inc flu hosp","2021-2022",0.0769230769230769,"#abbfcb"
"GH-Flusight",2022-04-16,"4 wk ahead inc flu hosp","2021-2022",0.0384615384615385,"#abbfcb"
"GH-Flusight",2022-04-23,"1 wk ahead inc flu hosp","2021-2022",0.230769230769231,"#abbfcb"
"GH-Flusight",2022-04-23,"4 wk ahead inc flu hosp","2021-2022",0.0961538461538462,"#abbfcb"
"GH-Flusight",2022-04-30,"1 wk ahead inc flu hosp","2021-2022",0.192307692307692,"#abbfcb"
"GH-Flusight",2022-04-30,"4 wk ahead inc flu hosp","2021-2022",0.115384615384615,"#abbfcb"
"GH-Flusight",2022-05-07,"1 wk ahead inc flu hosp","2021-2022",0.134615384615385,"#abbfcb"
"GH-Flusight",2022-05-07,"4 wk ahead inc flu hosp","2021-2022",0.115384615384615,"#abbfcb"
"GH-Flusight",2022-05-14,"1 wk ahead inc flu hosp","2021-2022",0.134615384615385,"#abbfcb"
"GH-Flusight",2022-05-14,"4 wk ahead inc flu hosp","2021-2022",0.134615384615385,"#abbfcb"
"GH-Flusight",2022-05-21,"1 wk ahead inc flu hosp","2021-2022",0.192307692307692,"#abbfcb"
"GH-Flusight",2022-05-21,"4 wk ahead inc flu hosp","2021-2022",0.0961538461538462,"#abbfcb"
"GH-Flusight",2022-05-28,"1 wk ahead inc flu hosp","2021-2022",0.173076923076923,"#abbfcb"
"GH-Flusight",2022-05-28,"4 wk ahead inc flu hosp","2021-2022",0.0769230769230769,"#abbfcb"
"GH-Flusight",2022-06-04,"1 wk ahead inc flu hosp","2021-2022",0.211538461538462,"#abbfcb"
"GH-Flusight",2022-06-04,"4 wk ahead inc flu hosp","2021-2022",0.153846153846154,"#abbfcb"
"GH-Flusight",2022-06-11,"1 wk ahead inc flu hosp","2021-2022",0.25,"#abbfcb"
"GH-Flusight",2022-06-11,"4 wk ahead inc flu hosp","2021-2022",0.115384615384615,"#abbfcb"
"GH-Flusight",2022-06-18,"1 wk ahead inc flu hosp","2021-2022",0.288461538461538,"#abbfcb"
"GH-Flusight",2022-06-18,"4 wk ahead inc flu hosp","2021-2022",0.134615384615385,"#abbfcb"
"GH-Flusight",2022-06-25,"1 wk ahead inc flu hosp","2021-2022",0.269230769230769,"#abbfcb"
"GH-Flusight",2022-06-25,"4 wk ahead inc flu hosp","2021-2022",0.134615384615385,"#abbfcb"
"GH-Flusight",2022-07-02,"4 wk ahead inc flu hosp","2021-2022",0.0769230769230769,"#abbfcb"
"GH-Flusight",2022-07-09,"4 wk ahead inc flu hosp","2021-2022",0.0961538461538462,"#abbfcb"
"GH-Flusight",2022-07-16,"4 wk ahead inc flu hosp","2021-2022",0.134615384615385,"#abbfcb"
"GT-FluFNP",2022-02-26,"1 wk ahead inc flu hosp","2021-2022",0.78,"#abbfcb"
"GT-FluFNP",2022-03-05,"1 wk ahead inc flu hosp","2021-2022",0.64,"#abbfcb"
"GT-FluFNP",2022-03-12,"1 wk ahead inc flu hosp","2021-2022",0.62,"#abbfcb"
"GT-FluFNP",2022-03-19,"1 wk ahead inc flu hosp","2021-2022",0.46,"#abbfcb"
"GT-FluFNP",2022-03-19,"4 wk ahead inc flu hosp","2021-2022",0.54,"#abbfcb"
"GT-FluFNP",2022-03-26,"1 wk ahead inc flu hosp","2021-2022",0.48,"#abbfcb"
"GT-FluFNP",2022-03-26,"4 wk ahead inc flu hosp","2021-2022",0.4,"#abbfcb"
"GT-FluFNP",2022-04-02,"1 wk ahead inc flu hosp","2021-2022",0.64,"#abbfcb"
"GT-FluFNP",2022-04-02,"4 wk ahead inc flu hosp","2021-2022",0.4,"#abbfcb"
"GT-FluFNP",2022-04-09,"1 wk ahead inc flu hosp","2021-2022",0.54,"#abbfcb"
"GT-FluFNP",2022-04-09,"4 wk ahead inc flu hosp","2021-2022",0.46,"#abbfcb"
"GT-FluFNP",2022-04-16,"1 wk ahead inc flu hosp","2021-2022",0.64,"#abbfcb"
"GT-FluFNP",2022-04-16,"4 wk ahead inc flu hosp","2021-2022",0.38,"#abbfcb"
"GT-FluFNP",2022-04-23,"1 wk ahead inc flu hosp","2021-2022",0.7,"#abbfcb"
"GT-FluFNP",2022-04-23,"4 wk ahead inc flu hosp","2021-2022",0.54,"#abbfcb"
"GT-FluFNP",2022-04-30,"1 wk ahead inc flu hosp","2021-2022",0.74,"#abbfcb"
"GT-FluFNP",2022-04-30,"4 wk ahead inc flu hosp","2021-2022",0.58,"#abbfcb"
"GT-FluFNP",2022-05-07,"1 wk ahead inc flu hosp","2021-2022",0.74,"#abbfcb"
"GT-FluFNP",2022-05-07,"4 wk ahead inc flu hosp","2021-2022",0.66,"#abbfcb"
"GT-FluFNP",2022-05-14,"1 wk ahead inc flu hosp","2021-2022",0.72,"#abbfcb"
"GT-FluFNP",2022-05-14,"4 wk ahead inc flu hosp","2021-2022",0.7,"#abbfcb"
"GT-FluFNP",2022-05-21,"1 wk ahead inc flu hosp","2021-2022",0.68,"#abbfcb"
"GT-FluFNP",2022-05-21,"4 wk ahead inc flu hosp","2021-2022",0.78,"#abbfcb"
"GT-FluFNP",2022-05-28,"1 wk ahead inc flu hosp","2021-2022",0.74,"#abbfcb"
"GT-FluFNP",2022-05-28,"4 wk ahead inc flu hosp","2021-2022",0.84,"#abbfcb"
"GT-FluFNP",2022-06-04,"1 wk ahead inc flu hosp","2021-2022",0.82,"#abbfcb"
"GT-FluFNP",2022-06-04,"4 wk ahead inc flu hosp","2021-2022",0.76,"#abbfcb"
"GT-FluFNP",2022-06-11,"1 wk ahead inc flu hosp","2021-2022",0.86,"#abbfcb"
"GT-FluFNP",2022-06-11,"4 wk ahead inc flu hosp","2021-2022",0.82,"#abbfcb"
"GT-FluFNP",2022-06-18,"1 wk ahead inc flu hosp","2021-2022",0.86,"#abbfcb"
"GT-FluFNP",2022-06-18,"4 wk ahead inc flu hosp","2021-2022",0.86,"#abbfcb"
"GT-FluFNP",2022-06-25,"1 wk ahead inc flu hosp","2021-2022",0.96,"#abbfcb"
"GT-FluFNP",2022-06-25,"4 wk ahead inc flu hosp","2021-2022",0.9,"#abbfcb"
"GT-FluFNP",2022-07-02,"4 wk ahead inc flu hosp","2021-2022",1,"#abbfcb"
"GT-FluFNP",2022-07-09,"4 wk ahead inc flu hosp","2021-2022",1,"#abbfcb"
"GT-FluFNP",2022-07-16,"4 wk ahead inc flu hosp","2021-2022",1,"#abbfcb"
"GT-FluFNP",2022-10-22,"1 wk ahead inc flu hosp","2022-2023",0.76,"#abbfcb"
"GT-FluFNP",2022-10-29,"1 wk ahead inc flu hosp","2022-2023",0.52,"#abbfcb"
"GT-FluFNP",2022-11-05,"1 wk ahead inc flu hosp","2022-2023",0.46,"#abbfcb"
"GT-FluFNP",2022-11-12,"1 wk ahead inc flu hosp","2022-2023",0.48,"#abbfcb"
"GT-FluFNP",2022-11-12,"4 wk ahead inc flu hosp","2022-2023",0.28,"#abbfcb"
"GT-FluFNP",2022-11-19,"1 wk ahead inc flu hosp","2022-2023",0.38,"#abbfcb"
"GT-FluFNP",2022-11-19,"4 wk ahead inc flu hosp","2022-2023",0.16,"#abbfcb"
"GT-FluFNP",2022-11-26,"1 wk ahead inc flu hosp","2022-2023",0.125,"#abbfcb"
"GT-FluFNP",2022-11-26,"4 wk ahead inc flu hosp","2022-2023",0.04,"#abbfcb"
"GT-FluFNP",2022-12-03,"1 wk ahead inc flu hosp","2022-2023",0.12,"#abbfcb"
"GT-FluFNP",2022-12-03,"4 wk ahead inc flu hosp","2022-2023",0.02,"#abbfcb"
"GT-FluFNP",2022-12-10,"1 wk ahead inc flu hosp","2022-2023",0.64,"#abbfcb"
"GT-FluFNP",2022-12-10,"4 wk ahead inc flu hosp","2022-2023",0.12,"#abbfcb"
"GT-FluFNP",2022-12-17,"1 wk ahead inc flu hosp","2022-2023",0.62,"#abbfcb"
"GT-FluFNP",2022-12-17,"4 wk ahead inc flu hosp","2022-2023",0.1875,"#abbfcb"
"GT-FluFNP",2022-12-24,"1 wk ahead inc flu hosp","2022-2023",0.627906976744186,"#abbfcb"
"GT-FluFNP",2022-12-24,"4 wk ahead inc flu hosp","2022-2023",0.38,"#abbfcb"
"GT-FluFNP",2022-12-31,"1 wk ahead inc flu hosp","2022-2023",0.790697674418605,"#abbfcb"
"GT-FluFNP",2022-12-31,"4 wk ahead inc flu hosp","2022-2023",0.74,"#abbfcb"
"GT-FluFNP",2023-01-07,"1 wk ahead inc flu hosp","2022-2023",0.7,"#abbfcb"
"GT-FluFNP",2023-01-07,"4 wk ahead inc flu hosp","2022-2023",0.88,"#abbfcb"
"GT-FluFNP",2023-01-14,"1 wk ahead inc flu hosp","2022-2023",0.14,"#abbfcb"
"GT-FluFNP",2023-01-14,"4 wk ahead inc flu hosp","2022-2023",0.953488372093023,"#abbfcb"
"GT-FluFNP",2023-01-21,"1 wk ahead inc flu hosp","2022-2023",0.94,"#abbfcb"
"GT-FluFNP",2023-01-21,"4 wk ahead inc flu hosp","2022-2023",0.953488372093023,"#abbfcb"
"GT-FluFNP",2023-01-28,"1 wk ahead inc flu hosp","2022-2023",0.979591836734694,"#abbfcb"
"GT-FluFNP",2023-01-28,"4 wk ahead inc flu hosp","2022-2023",0.9,"#abbfcb"
"GT-FluFNP",2023-02-04,"1 wk ahead inc flu hosp","2022-2023",0.96,"#abbfcb"
"GT-FluFNP",2023-02-04,"4 wk ahead inc flu hosp","2022-2023",0.86,"#abbfcb"
"GT-FluFNP",2023-02-11,"1 wk ahead inc flu hosp","2022-2023",0.979591836734694,"#abbfcb"
"GT-FluFNP",2023-02-11,"4 wk ahead inc flu hosp","2022-2023",1,"#abbfcb"
"GT-FluFNP",2023-02-18,"1 wk ahead inc flu hosp","2022-2023",1,"#abbfcb"
"GT-FluFNP",2023-02-18,"4 wk ahead inc flu hosp","2022-2023",1,"#abbfcb"
"GT-FluFNP",2023-02-25,"1 wk ahead inc flu hosp","2022-2023",0.98,"#abbfcb"
"GT-FluFNP",2023-02-25,"4 wk ahead inc flu hosp","2022-2023",1,"#abbfcb"
"GT-FluFNP",2023-03-04,"1 wk ahead inc flu hosp","2022-2023",1,"#abbfcb"
"GT-FluFNP",2023-03-04,"4 wk ahead inc flu hosp","2022-2023",1,"#abbfcb"
"GT-FluFNP",2023-03-11,"1 wk ahead inc flu hosp","2022-2023",1,"#abbfcb"
"GT-FluFNP",2023-03-11,"4 wk ahead inc flu hosp","2022-2023",1,"#abbfcb"
"GT-FluFNP",2023-03-18,"1 wk ahead inc flu hosp","2022-2023",1,"#abbfcb"
"GT-FluFNP",2023-03-18,"4 wk ahead inc flu hosp","2022-2023",1,"#abbfcb"
"GT-FluFNP",2023-03-25,"1 wk ahead inc flu hosp","2022-2023",0.96,"#abbfcb"
"GT-FluFNP",2023-03-25,"4 wk ahead inc flu hosp","2022-2023",0.98,"#abbfcb"
"GT-FluFNP",2023-04-01,"1 wk ahead inc flu hosp","2022-2023",0.96,"#abbfcb"
"GT-FluFNP",2023-04-01,"4 wk ahead inc flu hosp","2022-2023",1,"#abbfcb"
"GT-FluFNP",2023-04-08,"1 wk ahead inc flu hosp","2022-2023",0.94,"#abbfcb"
"GT-FluFNP",2023-04-08,"4 wk ahead inc flu hosp","2022-2023",1,"#abbfcb"
"GT-FluFNP",2023-04-15,"1 wk ahead inc flu hosp","2022-2023",0.96,"#abbfcb"
"GT-FluFNP",2023-04-15,"4 wk ahead inc flu hosp","2022-2023",1,"#abbfcb"
"GT-FluFNP",2023-04-22,"1 wk ahead inc flu hosp","2022-2023",1,"#abbfcb"
"GT-FluFNP",2023-04-22,"4 wk ahead inc flu hosp","2022-2023",1,"#abbfcb"
"GT-FluFNP",2023-04-29,"1 wk ahead inc flu hosp","2022-2023",1,"#abbfcb"
"GT-FluFNP",2023-04-29,"4 wk ahead inc flu hosp","2022-2023",1,"#abbfcb"
"GT-FluFNP",2023-05-06,"1 wk ahead inc flu hosp","2022-2023",0.98,"#abbfcb"
"GT-FluFNP",2023-05-06,"4 wk ahead inc flu hosp","2022-2023",1,"#abbfcb"
"GT-FluFNP",2023-05-13,"4 wk ahead inc flu hosp","2022-2023",1,"#abbfcb"
"GT-FluFNP",2023-05-20,"4 wk ahead inc flu hosp","2022-2023",1,"#abbfcb"
"GT-FluFNP",2023-05-27,"4 wk ahead inc flu hosp","2022-2023",1,"#abbfcb"
"IEM_Health-FluProject",2022-02-26,"1 wk ahead inc flu hosp","2021-2022",0.942307692307692,"#abbfcb"
"IEM_Health-FluProject",2022-03-05,"1 wk ahead inc flu hosp","2021-2022",0.942307692307692,"#abbfcb"
"IEM_Health-FluProject",2022-03-12,"1 wk ahead inc flu hosp","2021-2022",0.961538461538462,"#abbfcb"
"IEM_Health-FluProject",2022-03-19,"1 wk ahead inc flu hosp","2021-2022",0.923076923076923,"#abbfcb"
"IEM_Health-FluProject",2022-03-19,"4 wk ahead inc flu hosp","2021-2022",0.711538461538462,"#abbfcb"
"IEM_Health-FluProject",2022-03-26,"1 wk ahead inc flu hosp","2021-2022",0.923076923076923,"#abbfcb"
"IEM_Health-FluProject",2022-03-26,"4 wk ahead inc flu hosp","2021-2022",0.596153846153846,"#abbfcb"
"IEM_Health-FluProject",2022-04-02,"1 wk ahead inc flu hosp","2021-2022",1,"#abbfcb"
"IEM_Health-FluProject",2022-04-02,"4 wk ahead inc flu hosp","2021-2022",0.653846153846154,"#abbfcb"
"IEM_Health-FluProject",2022-04-09,"1 wk ahead inc flu hosp","2021-2022",1,"#abbfcb"
"IEM_Health-FluProject",2022-04-09,"4 wk ahead inc flu hosp","2021-2022",0.634615384615385,"#abbfcb"
"IEM_Health-FluProject",2022-04-16,"1 wk ahead inc flu hosp","2021-2022",0.769230769230769,"#abbfcb"
"IEM_Health-FluProject",2022-04-16,"4 wk ahead inc flu hosp","2021-2022",0.596153846153846,"#abbfcb"
"IEM_Health-FluProject",2022-04-23,"1 wk ahead inc flu hosp","2021-2022",0.788461538461538,"#abbfcb"
"IEM_Health-FluProject",2022-04-23,"4 wk ahead inc flu hosp","2021-2022",0.846153846153846,"#abbfcb"
"IEM_Health-FluProject",2022-04-30,"1 wk ahead inc flu hosp","2021-2022",0.865384615384615,"#abbfcb"
"IEM_Health-FluProject",2022-04-30,"4 wk ahead inc flu hosp","2021-2022",0.961538461538462,"#abbfcb"
"IEM_Health-FluProject",2022-05-07,"1 wk ahead inc flu hosp","2021-2022",0.923076923076923,"#abbfcb"
"IEM_Health-FluProject",2022-05-07,"4 wk ahead inc flu hosp","2021-2022",0.807692307692308,"#abbfcb"
"IEM_Health-FluProject",2022-05-14,"1 wk ahead inc flu hosp","2021-2022",0.923076923076923,"#abbfcb"
"IEM_Health-FluProject",2022-05-14,"4 wk ahead inc flu hosp","2021-2022",0.692307692307692,"#abbfcb"
"IEM_Health-FluProject",2022-05-21,"1 wk ahead inc flu hosp","2021-2022",0.846153846153846,"#abbfcb"
"IEM_Health-FluProject",2022-05-21,"4 wk ahead inc flu hosp","2021-2022",0.769230769230769,"#abbfcb"
"IEM_Health-FluProject",2022-05-28,"1 wk ahead inc flu hosp","2021-2022",0.865384615384615,"#abbfcb"
"IEM_Health-FluProject",2022-05-28,"4 wk ahead inc flu hosp","2021-2022",0.807692307692308,"#abbfcb"
"IEM_Health-FluProject",2022-06-04,"1 wk ahead inc flu hosp","2021-2022",0.980769230769231,"#abbfcb"
"IEM_Health-FluProject",2022-06-04,"4 wk ahead inc flu hosp","2021-2022",0.692307692307692,"#abbfcb"
"IEM_Health-FluProject",2022-06-11,"1 wk ahead inc flu hosp","2021-2022",0.903846153846154,"#abbfcb"
"IEM_Health-FluProject",2022-06-11,"4 wk ahead inc flu hosp","2021-2022",0.788461538461538,"#abbfcb"
"IEM_Health-FluProject",2022-06-18,"1 wk ahead inc flu hosp","2021-2022",0.923076923076923,"#abbfcb"
"IEM_Health-FluProject",2022-06-18,"4 wk ahead inc flu hosp","2021-2022",0.807692307692308,"#abbfcb"
"IEM_Health-FluProject",2022-06-25,"1 wk ahead inc flu hosp","2021-2022",0.980769230769231,"#abbfcb"
"IEM_Health-FluProject",2022-06-25,"4 wk ahead inc flu hosp","2021-2022",0.923076923076923,"#abbfcb"
"IEM_Health-FluProject",2022-07-02,"4 wk ahead inc flu hosp","2021-2022",0.923076923076923,"#abbfcb"
"IEM_Health-FluProject",2022-07-09,"4 wk ahead inc flu hosp","2021-2022",0.865384615384615,"#abbfcb"
"IEM_Health-FluProject",2022-07-16,"4 wk ahead inc flu hosp","2021-2022",1,"#abbfcb"
"JHU_IDD-CovidSP",2022-10-29,"1 wk ahead inc flu hosp","2022-2023",0.705882352941177,"#abbfcb"
"JHU_IDD-CovidSP",2022-11-05,"1 wk ahead inc flu hosp","2022-2023",0.862745098039216,"#abbfcb"
"JHU_IDD-CovidSP",2022-11-12,"1 wk ahead inc flu hosp","2022-2023",0.843137254901961,"#abbfcb"
"JHU_IDD-CovidSP",2022-11-19,"1 wk ahead inc flu hosp","2022-2023",0.955555555555556,"#abbfcb"
"JHU_IDD-CovidSP",2022-11-19,"4 wk ahead inc flu hosp","2022-2023",0.705882352941177,"#abbfcb"
"JHU_IDD-CovidSP",2022-11-26,"1 wk ahead inc flu hosp","2022-2023",0.803921568627451,"#abbfcb"
"JHU_IDD-CovidSP",2022-11-26,"4 wk ahead inc flu hosp","2022-2023",0.627450980392157,"#abbfcb"
"JHU_IDD-CovidSP",2022-12-03,"1 wk ahead inc flu hosp","2022-2023",0.823529411764706,"#abbfcb"
"JHU_IDD-CovidSP",2022-12-03,"4 wk ahead inc flu hosp","2022-2023",0.568627450980392,"#abbfcb"
"JHU_IDD-CovidSP",2022-12-10,"1 wk ahead inc flu hosp","2022-2023",0.509803921568627,"#abbfcb"
"JHU_IDD-CovidSP",2022-12-10,"4 wk ahead inc flu hosp","2022-2023",0.6,"#abbfcb"
"JHU_IDD-CovidSP",2022-12-17,"4 wk ahead inc flu hosp","2022-2023",0.372549019607843,"#abbfcb"
"JHU_IDD-CovidSP",2022-12-24,"1 wk ahead inc flu hosp","2022-2023",0.96078431372549,"#abbfcb"
"JHU_IDD-CovidSP",2022-12-24,"4 wk ahead inc flu hosp","2022-2023",0.313725490196078,"#abbfcb"
"JHU_IDD-CovidSP",2022-12-31,"4 wk ahead inc flu hosp","2022-2023",0.176470588235294,"#abbfcb"
"JHU_IDD-CovidSP",2023-01-07,"1 wk ahead inc flu hosp","2022-2023",0.803921568627451,"#abbfcb"
"JHU_IDD-CovidSP",2023-01-14,"1 wk ahead inc flu hosp","2022-2023",0.235294117647059,"#abbfcb"
"JHU_IDD-CovidSP",2023-01-14,"4 wk ahead inc flu hosp","2022-2023",0.568627450980392,"#abbfcb"
"JHU_IDD-CovidSP",2023-01-21,"1 wk ahead inc flu hosp","2022-2023",0.490196078431373,"#abbfcb"
"JHU_IDD-CovidSP",2023-01-28,"1 wk ahead inc flu hosp","2022-2023",0.980392156862745,"#abbfcb"
"JHU_IDD-CovidSP",2023-01-28,"4 wk ahead inc flu hosp","2022-2023",0.215686274509804,"#abbfcb"
"JHU_IDD-CovidSP",2023-02-04,"1 wk ahead inc flu hosp","2022-2023",0.941176470588235,"#abbfcb"
"JHU_IDD-CovidSP",2023-02-04,"4 wk ahead inc flu hosp","2022-2023",0.333333333333333,"#abbfcb"
"JHU_IDD-CovidSP",2023-02-11,"1 wk ahead inc flu hosp","2022-2023",0.941176470588235,"#abbfcb"
"JHU_IDD-CovidSP",2023-02-11,"4 wk ahead inc flu hosp","2022-2023",0.666666666666667,"#abbfcb"
"JHU_IDD-CovidSP",2023-02-18,"1 wk ahead inc flu hosp","2022-2023",0.980392156862745,"#abbfcb"
"JHU_IDD-CovidSP",2023-02-18,"4 wk ahead inc flu hosp","2022-2023",0.96078431372549,"#abbfcb"
"JHU_IDD-CovidSP",2023-02-25,"1 wk ahead inc flu hosp","2022-2023",0.96078431372549,"#abbfcb"
"JHU_IDD-CovidSP",2023-02-25,"4 wk ahead inc flu hosp","2022-2023",0.96078431372549,"#abbfcb"
"JHU_IDD-CovidSP",2023-03-04,"1 wk ahead inc flu hosp","2022-2023",0.980392156862745,"#abbfcb"
"JHU_IDD-CovidSP",2023-03-04,"4 wk ahead inc flu hosp","2022-2023",0.96078431372549,"#abbfcb"
"JHU_IDD-CovidSP",2023-03-11,"1 wk ahead inc flu hosp","2022-2023",0.980392156862745,"#abbfcb"
"JHU_IDD-CovidSP",2023-03-11,"4 wk ahead inc flu hosp","2022-2023",0.901960784313726,"#abbfcb"
"JHU_IDD-CovidSP",2023-03-18,"1 wk ahead inc flu hosp","2022-2023",1,"#abbfcb"
"JHU_IDD-CovidSP",2023-03-18,"4 wk ahead inc flu hosp","2022-2023",0.980392156862745,"#abbfcb"
"JHU_IDD-CovidSP",2023-03-25,"1 wk ahead inc flu hosp","2022-2023",0.980392156862745,"#abbfcb"
"JHU_IDD-CovidSP",2023-03-25,"4 wk ahead inc flu hosp","2022-2023",0.980392156862745,"#abbfcb"
"JHU_IDD-CovidSP",2023-04-01,"1 wk ahead inc flu hosp","2022-2023",0.980392156862745,"#abbfcb"
"JHU_IDD-CovidSP",2023-04-01,"4 wk ahead inc flu hosp","2022-2023",0.980392156862745,"#abbfcb"
"JHU_IDD-CovidSP",2023-04-08,"4 wk ahead inc flu hosp","2022-2023",1,"#abbfcb"
"JHU_IDD-CovidSP",2023-04-15,"1 wk ahead inc flu hosp","2022-2023",0.96078431372549,"#abbfcb"
"JHU_IDD-CovidSP",2023-04-15,"4 wk ahead inc flu hosp","2022-2023",1,"#abbfcb"
"JHU_IDD-CovidSP",2023-04-22,"1 wk ahead inc flu hosp","2022-2023",1,"#abbfcb"
"JHU_IDD-CovidSP",2023-04-22,"4 wk ahead inc flu hosp","2022-2023",0.980392156862745,"#abbfcb"
"JHU_IDD-CovidSP",2023-05-06,"1 wk ahead inc flu hosp","2022-2023",0.96078431372549,"#abbfcb"
"JHU_IDD-CovidSP",2023-05-06,"4 wk ahead inc flu hosp","2022-2023",0.980392156862745,"#abbfcb"
"JHU_IDD-CovidSP",2023-05-13,"1 wk ahead inc flu hosp","2022-2023",0.96078431372549,"#abbfcb"
"JHU_IDD-CovidSP",2023-05-13,"4 wk ahead inc flu hosp","2022-2023",0.96078431372549,"#abbfcb"
"JHU_IDD-CovidSP",2023-05-20,"1 wk ahead inc flu hosp","2022-2023",0.96078431372549,"#abbfcb"
"JHU_IDD-CovidSP",2023-05-27,"4 wk ahead inc flu hosp","2022-2023",0.803921568627451,"#abbfcb"
"JHU_IDD-CovidSP",2023-06-03,"4 wk ahead inc flu hosp","2022-2023",0.784313725490196,"#abbfcb"
"LUcompUncertLab-TEVA",2022-02-26,"1 wk ahead inc flu hosp","2021-2022",0.980769230769231,"#abbfcb"
"LUcompUncertLab-TEVA",2022-03-05,"1 wk ahead inc flu hosp","2021-2022",0.788461538461538,"#abbfcb"
"LUcompUncertLab-TEVA",2022-03-12,"1 wk ahead inc flu hosp","2021-2022",0.884615384615385,"#abbfcb"
"LUcompUncertLab-TEVA",2022-03-19,"1 wk ahead inc flu hosp","2021-2022",0.826923076923077,"#abbfcb"
"LUcompUncertLab-TEVA",2022-03-19,"4 wk ahead inc flu hosp","2021-2022",0.826923076923077,"#abbfcb"
"LUcompUncertLab-TEVA",2022-03-26,"1 wk ahead inc flu hosp","2021-2022",0.923076923076923,"#abbfcb"
"LUcompUncertLab-TEVA",2022-03-26,"4 wk ahead inc flu hosp","2021-2022",0.788461538461538,"#abbfcb"
