"model","location_name","wis","rel_wis","mae","below","Percent.Cov.50","Percent.Cov.95","season","modelorder"
"CMU-TimeSeries","Connecticut",0.47,0.71,0.7,1,0.36,0.78,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Delaware",0.6,0.98,0.9,1,0.394230769230769,0.778846153846154,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","District of Columbia",0.47,0.9,0.71,1,0.416666666666667,0.802083333333333,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Florida",0.24,0.79,0.4,1,0.59,0.97,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Georgia",0.27,1.26,0.41,0,0.619565217391304,0.978260869565217,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Hawaii",0.58,1.14,0.88,0,0.554347826086957,0.902173913043478,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Idaho",0.59,0.7,0.86,1,0.375,0.738636363636364,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Illinois",0.44,0.62,0.64,1,0.403846153846154,0.817307692307692,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Indiana",0.3,0.53,0.45,1,0.434782608695652,0.880434782608696,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Iowa",0.44,0.64,0.67,1,0.48,0.81,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Kansas",0.41,0.61,0.62,1,0.4,0.82,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Kentucky",0.47,0.63,0.65,1,0.385416666666667,0.84375,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Louisiana",0.28,0.74,0.45,1,0.458333333333333,0.9375,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Maine",0.54,0.7,0.83,1,0.431818181818182,0.772727272727273,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Maryland",0.33,0.66,0.47,1,0.572916666666667,0.90625,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Massachusetts",0.4,0.54,0.59,1,0.5,0.78,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Michigan",0.37,0.54,0.56,1,0.456521739130435,0.902173913043478,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Minnesota",0.52,0.72,0.75,1,0.5,0.802083333333333,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Mississippi",0.3,0.84,0.48,1,0.40625,0.885416666666667,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Missouri",0.41,0.62,0.59,1,0.432692307692308,0.721153846153846,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Montana",0.47,0.74,0.7,1,0.44,0.76,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Nebraska",0.34,0.55,0.54,1,0.432692307692308,0.971153846153846,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Nevada",0.53,0.69,0.8,1,0.3125,0.770833333333333,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","New Hampshire",0.53,0.72,0.83,1,0.364583333333333,0.864583333333333,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","New Jersey",0.36,0.58,0.54,1,0.442307692307692,0.865384615384615,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","New Mexico",0.37,0.59,0.58,1,0.434782608695652,0.880434782608696,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","New York",0.35,0.54,0.54,1,0.480769230769231,0.836538461538462,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","North Carolina",0.42,0.76,0.62,1,0.447916666666667,0.833333333333333,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","North Dakota",0.52,0.83,0.77,1,0.364583333333333,0.729166666666667,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Ohio",0.37,0.58,0.59,1,0.5625,0.84375,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Oklahoma",0.33,0.53,0.48,1,0.49,0.81,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Oregon",0.54,0.6,0.77,1,0.5,0.75,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Pennsylvania",0.37,0.84,0.59,1,0.403846153846154,0.778846153846154,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Puerto Rico",0.27,1.08,0.42,0,0.57,0.94,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Rhode Island",0.44,0.7,0.71,1,0.5,0.927083333333333,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","South Carolina",0.33,0.98,0.52,0,0.556818181818182,0.897727272727273,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","South Dakota",0.44,0.91,0.69,1,0.298076923076923,0.826923076923077,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Tennessee",0.37,0.79,0.56,1,0.47,0.91,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Texas",0.23,0.6,0.35,1,0.66304347826087,0.945652173913043,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Utah",0.39,0.71,0.61,1,0.644230769230769,0.990384615384615,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Vermont",0.62,0.86,0.92,1,0.5,0.75,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Virginia",0.3,0.83,0.43,1,0.61,0.93,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Washington",0.36,0.6,0.52,1,0.5,0.88,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","West Virginia",0.4,0.64,0.58,1,0.467391304347826,0.826086956521739,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Wisconsin",0.49,0.63,0.73,1,0.471153846153846,0.778846153846154,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Wyoming",0.42,0.76,0.66,1,0.46,0.81,"2022-2023","CMU-TimeSeries 2022-2023"
"CU-ensemble","Alabama",0.39,0.95,0.56,0,0.397727272727273,0.693181818181818,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Alaska",0.59,0.86,0.8,1,0.420454545454545,0.659090909090909,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Arizona",0.53,0.84,0.68,1,0.443181818181818,0.659090909090909,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Arkansas",0.36,0.69,0.48,1,0.431818181818182,0.715909090909091,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","California",0.47,0.65,0.52,1,0.465909090909091,0.636363636363636,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Colorado",0.43,0.71,0.62,1,0.477272727272727,0.681818181818182,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Connecticut",0.54,0.79,0.75,1,0.340909090909091,0.590909090909091,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Delaware",0.63,1.01,0.94,0,0.443181818181818,0.693181818181818,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","District of Columbia",0.5,0.93,0.69,1,0.511363636363636,0.715909090909091,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Florida",0.23,0.73,0.31,1,0.431818181818182,0.681818181818182,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Georgia",0.21,0.94,0.3,1,0.409090909090909,0.829545454545455,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Hawaii",0.46,0.95,0.65,1,0.534090909090909,0.772727272727273,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Idaho",0.79,0.92,1.05,1,0.420454545454545,0.590909090909091,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Illinois",0.53,0.72,0.63,1,0.477272727272727,0.590909090909091,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Indiana",0.48,0.82,0.63,1,0.431818181818182,0.613636363636364,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Iowa",0.66,0.93,0.89,1,0.431818181818182,0.647727272727273,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Kansas",0.51,0.74,0.73,1,0.454545454545455,0.715909090909091,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Kentucky",0.74,0.94,0.96,1,0.386363636363636,0.545454545454545,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Louisiana",0.33,0.85,0.46,1,0.363636363636364,0.636363636363636,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Maine",0.69,0.84,0.96,1,0.5,0.636363636363636,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Maryland",0.51,0.96,0.66,0,0.397727272727273,0.625,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Massachusetts",0.5,0.67,0.64,1,0.477272727272727,0.670454545454545,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Michigan",0.73,0.99,0.92,0,0.375,0.5,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Minnesota",0.59,0.77,0.78,1,0.465909090909091,0.625,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Mississippi",0.32,0.86,0.48,1,0.420454545454545,0.727272727272727,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Missouri",0.5,0.72,0.62,1,0.363636363636364,0.602272727272727,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Montana",0.62,0.96,0.96,0,0.431818181818182,0.693181818181818,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Nebraska",0.51,0.82,0.65,1,0.545454545454545,0.659090909090909,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Nevada",0.67,0.84,0.93,1,0.477272727272727,0.625,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","New Hampshire",0.76,0.99,1.06,0,0.488636363636364,0.647727272727273,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","New Jersey",0.5,0.76,0.68,1,0.363636363636364,0.613636363636364,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","New Mexico",0.57,0.89,0.77,1,0.363636363636364,0.590909090909091,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","New York",0.61,0.87,0.71,1,0.465909090909091,0.511363636363636,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","North Carolina",0.52,0.95,0.67,1,0.409090909090909,0.545454545454545,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","North Dakota",0.59,0.96,0.86,1,0.477272727272727,0.693181818181818,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Ohio",0.48,0.73,0.6,1,0.454545454545455,0.579545454545455,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Oklahoma",0.43,0.66,0.5,1,0.477272727272727,0.636363636363636,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Oregon",0.74,0.81,0.95,1,0.443181818181818,0.579545454545455,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Pennsylvania",0.46,0.97,0.61,0,0.340909090909091,0.522727272727273,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Puerto Rico",0.26,1.02,0.41,0,0.522727272727273,0.977272727272727,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Rhode Island",0.6,0.96,0.85,1,0.556818181818182,0.704545454545455,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","South Carolina",0.33,0.96,0.38,0,0.556818181818182,0.715909090909091,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","South Dakota",0.51,1.03,0.74,0,0.397727272727273,0.613636363636364,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Tennessee",0.37,0.76,0.49,1,0.409090909090909,0.670454545454545,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Texas",0.26,0.65,0.29,1,0.431818181818182,0.613636363636364,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Utah",0.54,0.96,0.72,0,0.488636363636364,0.727272727272727,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Vermont",0.68,0.89,0.99,1,0.556818181818182,0.681818181818182,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Virginia",0.29,0.8,0.35,1,0.568181818181818,0.704545454545455,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Washington",0.48,0.76,0.59,1,0.545454545454545,0.670454545454545,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","West Virginia",0.53,0.79,0.68,1,0.454545454545455,0.670454545454545,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Wisconsin",0.62,0.77,0.79,1,0.443181818181818,0.670454545454545,"2022-2023","CU-ensemble 2022-2023"
"CU-ensemble","Wyoming",0.53,0.92,0.82,1,0.545454545454545,0.784090909090909,"2022-2023","CU-ensemble 2022-2023"
"Flusight-baseline","Alabama",0.39,1,0.44,0,0.471153846153846,0.817307692307692,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Alaska",0.66,1,0.93,0,0.403846153846154,0.682692307692308,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Arizona",0.63,1,0.69,0,0.384615384615385,0.673076923076923,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Arkansas",0.51,1,0.59,0,0.403846153846154,0.692307692307692,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","California",0.72,1,0.75,0,0.413461538461538,0.634615384615385,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Colorado",0.62,1,0.75,0,0.461538461538462,0.740384615384615,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Connecticut",0.67,1,0.78,0,0.394230769230769,0.548076923076923,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Delaware",0.61,1,0.97,0,0.432692307692308,0.875,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","District of Columbia",0.51,1,0.67,0,0.394230769230769,0.740384615384615,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Florida",0.31,1,0.37,0,0.365384615384615,0.653846153846154,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Georgia",0.22,1,0.27,0,0.413461538461538,0.769230769230769,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Hawaii",0.51,1,0.74,0,0.423076923076923,0.798076923076923,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Idaho",0.82,1,1,0,0.365384615384615,0.615384615384615,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Illinois",0.71,1,0.77,0,0.403846153846154,0.567307692307692,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Indiana",0.58,1,0.66,0,0.375,0.605769230769231,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Iowa",0.7,1,0.83,0,0.432692307692308,0.682692307692308,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Kansas",0.66,1,0.83,0,0.413461538461538,0.701923076923077,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Kentucky",0.75,1,0.82,0,0.423076923076923,0.625,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Louisiana",0.38,1,0.45,0,0.384615384615385,0.692307692307692,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Maine",0.78,1,1.16,0,0.394230769230769,0.692307692307692,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Maryland",0.5,1,0.58,0,0.403846153846154,0.625,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Massachusetts",0.73,1,0.85,0,0.394230769230769,0.682692307692308,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Michigan",0.7,1,0.82,0,0.403846153846154,0.625,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Minnesota",0.72,1,0.84,0,0.480769230769231,0.625,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Mississippi",0.38,1,0.46,0,0.471153846153846,0.778846153846154,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Missouri",0.66,1,0.74,0,0.375,0.605769230769231,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Montana",0.62,1,0.86,0,0.480769230769231,0.721153846153846,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Nebraska",0.62,1,0.83,0,0.451923076923077,0.673076923076923,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Nevada",0.79,1,1.01,0,0.461538461538462,0.634615384615385,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","New Hampshire",0.76,1,1.12,0,0.403846153846154,0.711538461538462,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","New Jersey",0.62,1,0.72,0,0.365384615384615,0.625,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","New Mexico",0.64,1,0.79,0,0.471153846153846,0.644230769230769,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","New York",0.66,1,0.7,0,0.403846153846154,0.576923076923077,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","North Carolina",0.53,1,0.61,0,0.423076923076923,0.653846153846154,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","North Dakota",0.6,1,0.95,0,0.336538461538462,0.75,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Ohio",0.65,1,0.72,0,0.423076923076923,0.615384615384615,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Oklahoma",0.62,1,0.67,0,0.375,0.682692307692308,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Oregon",0.88,1,1.02,0,0.442307692307692,0.615384615384615,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Pennsylvania",0.46,1,0.53,0,0.230769230769231,0.596153846153846,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Puerto Rico",0.25,1,0.35,0,0.480769230769231,0.951923076923077,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Rhode Island",0.63,1,0.89,0,0.423076923076923,0.663461538461538,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","South Carolina",0.33,1,0.39,0,0.480769230769231,0.778846153846154,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","South Dakota",0.49,1,0.66,0,0.423076923076923,0.759615384615385,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Tennessee",0.48,1,0.54,0,0.403846153846154,0.692307692307692,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Texas",0.4,1,0.42,0,0.394230769230769,0.605769230769231,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Utah",0.54,1,0.71,0,0.509615384615385,0.711538461538462,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Vermont",0.74,1,1.07,0,0.423076923076923,0.682692307692308,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Virginia",0.36,1,0.41,0,0.394230769230769,0.692307692307692,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Washington",0.61,1,0.74,0,0.211538461538462,0.682692307692308,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","West Virginia",0.65,1,0.76,0,0.442307692307692,0.596153846153846,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Wisconsin",0.77,1,0.96,0,0.432692307692308,0.711538461538462,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-baseline","Wyoming",0.55,1,0.8,0,0.442307692307692,0.817307692307692,"2022-2023","Flusight-baseline 2022-2023"
"Flusight-ensemble","Alabama",0.29,0.73,0.41,1,0.519230769230769,0.836538461538462,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Alaska",0.55,0.83,0.79,1,0.509615384615385,0.740384615384615,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Arizona",0.48,0.75,0.67,1,0.394230769230769,0.759615384615385,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Arkansas",0.36,0.71,0.5,1,0.509615384615385,0.740384615384615,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","California",0.49,0.67,0.64,1,0.528846153846154,0.721153846153846,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Colorado",0.44,0.69,0.64,1,0.461538461538462,0.807692307692308,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Connecticut",0.48,0.71,0.66,1,0.442307692307692,0.711538461538462,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Delaware",0.56,0.93,0.91,1,0.471153846153846,0.769230769230769,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","District of Columbia",0.44,0.86,0.63,1,0.567307692307692,0.855769230769231,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Florida",0.22,0.7,0.31,1,0.557692307692308,0.817307692307692,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Georgia",0.18,0.85,0.27,1,0.557692307692308,0.951923076923077,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Hawaii",0.45,0.87,0.64,1,0.519230769230769,0.855769230769231,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Idaho",0.64,0.77,0.85,1,0.557692307692308,0.721153846153846,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Illinois",0.47,0.67,0.65,1,0.451923076923077,0.682692307692308,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Indiana",0.39,0.68,0.55,1,0.509615384615385,0.769230769230769,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Iowa",0.5,0.72,0.68,1,0.528846153846154,0.769230769230769,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Kansas",0.48,0.71,0.67,1,0.480769230769231,0.769230769230769,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Kentucky",0.51,0.68,0.67,1,0.471153846153846,0.701923076923077,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Louisiana",0.26,0.68,0.38,1,0.471153846153846,0.846153846153846,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Maine",0.61,0.77,0.91,1,0.519230769230769,0.778846153846154,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Maryland",0.35,0.69,0.49,1,0.548076923076923,0.798076923076923,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Massachusetts",0.45,0.62,0.62,1,0.596153846153846,0.759615384615385,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Michigan",0.45,0.64,0.62,1,0.509615384615385,0.701923076923077,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Minnesota",0.53,0.73,0.74,1,0.490384615384615,0.759615384615385,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Mississippi",0.27,0.72,0.42,1,0.451923076923077,0.846153846153846,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Missouri",0.45,0.69,0.59,1,0.5,0.692307692307692,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Montana",0.5,0.79,0.75,1,0.5,0.798076923076923,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Nebraska",0.49,0.78,0.72,1,0.490384615384615,0.769230769230769,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Nevada",0.62,0.78,0.87,1,0.490384615384615,0.701923076923077,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","New Hampshire",0.59,0.78,0.91,1,0.5,0.788461538461538,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","New Jersey",0.44,0.69,0.63,1,0.451923076923077,0.730769230769231,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","New Mexico",0.45,0.7,0.67,1,0.442307692307692,0.759615384615385,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","New York",0.44,0.66,0.57,1,0.480769230769231,0.653846153846154,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","North Carolina",0.4,0.75,0.56,1,0.442307692307692,0.759615384615385,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","North Dakota",0.49,0.81,0.73,1,0.519230769230769,0.846153846153846,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Ohio",0.41,0.63,0.55,1,0.538461538461538,0.701923076923077,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Oklahoma",0.38,0.61,0.45,1,0.596153846153846,0.807692307692308,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Oregon",0.65,0.73,0.88,1,0.528846153846154,0.721153846153846,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Pennsylvania",0.38,0.84,0.55,1,0.384615384615385,0.692307692307692,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Puerto Rico",0.23,0.9,0.35,1,0.567307692307692,0.971153846153846,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Rhode Island",0.49,0.79,0.73,1,0.567307692307692,0.788461538461538,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","South Carolina",0.27,0.83,0.37,1,0.586538461538462,0.817307692307692,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","South Dakota",0.43,0.87,0.63,1,0.451923076923077,0.788461538461538,"2022-2023","Flusight-ensemble 2022-2023"
"Flusight-ensemble","Tennessee",0.33,0.69,0.46,1,0.480769230769231,0.788461538461538,"2022-2023","Flusight-ensemble 2022-2023"
