"model","location_name","relative_WIS","season"
"LUcompUncertLab-TEVA","Nevada",0.88286363246993,"2021-2022"
"LUcompUncertLab-TEVA","New Hampshire",1.41000903262989,"2021-2022"
"LUcompUncertLab-TEVA","New Jersey",0.886763349163753,"2021-2022"
"LUcompUncertLab-TEVA","New Mexico",1.039037950322,"2021-2022"
"LUcompUncertLab-TEVA","New York",1.12719769588657,"2021-2022"
"LUcompUncertLab-TEVA","North Carolina",1.05797530238799,"2021-2022"
"LUcompUncertLab-TEVA","North Dakota",2.19626462446062,"2021-2022"
"LUcompUncertLab-TEVA","Ohio",1.20973762323815,"2021-2022"
"LUcompUncertLab-TEVA","Oklahoma",1.35229176824814,"2021-2022"
"LUcompUncertLab-TEVA","Oregon",1.51759065856556,"2021-2022"
"LUcompUncertLab-TEVA","Pennsylvania",0.981568530886709,"2021-2022"
"LUcompUncertLab-TEVA","Puerto Rico",1.14553496134366,"2021-2022"
"LUcompUncertLab-TEVA","Rhode Island",0.98120593305201,"2021-2022"
"LUcompUncertLab-TEVA","South Carolina",1.21058176081759,"2021-2022"
"LUcompUncertLab-TEVA","South Dakota",1.46465458478279,"2021-2022"
"LUcompUncertLab-TEVA","Tennessee",1.03451360154655,"2021-2022"
"LUcompUncertLab-TEVA","Texas",1.59188383362984,"2021-2022"
"LUcompUncertLab-TEVA","Utah",1.12972326226247,"2021-2022"
"LUcompUncertLab-TEVA","Vermont",0.932913072651775,"2021-2022"
"LUcompUncertLab-TEVA","Virginia",0.819250686249946,"2021-2022"
"LUcompUncertLab-TEVA","Washington",1.46497563141351,"2021-2022"
"LUcompUncertLab-TEVA","West Virginia",0.974544434171763,"2021-2022"
"LUcompUncertLab-TEVA","Wisconsin",1.13313880581154,"2021-2022"
"LUcompUncertLab-TEVA","Wyoming",0.948129371603963,"2021-2022"
"LUcompUncertLab-VAR2","Alabama",1.10127649365752,"2021-2022"
"LUcompUncertLab-VAR2","Alaska",1.19413321070819,"2021-2022"
"LUcompUncertLab-VAR2","Arizona",1.43457016212049,"2021-2022"
"LUcompUncertLab-VAR2","Arkansas",1.24020068152003,"2021-2022"
"LUcompUncertLab-VAR2","California",0.931804760165483,"2021-2022"
"LUcompUncertLab-VAR2","Colorado",1.58760650961638,"2021-2022"
"LUcompUncertLab-VAR2","Connecticut",1.54464116723422,"2021-2022"
"LUcompUncertLab-VAR2","Delaware",1.00024058976268,"2021-2022"
"LUcompUncertLab-VAR2","District of Columbia",1.09783286655986,"2021-2022"
"LUcompUncertLab-VAR2","Florida",1.71594653705036,"2021-2022"
"LUcompUncertLab-VAR2","Georgia",1.93374567878165,"2021-2022"
"LUcompUncertLab-VAR2","Hawaii",1.03013774010915,"2021-2022"
"LUcompUncertLab-VAR2","Idaho",2.51286348848219,"2021-2022"
"LUcompUncertLab-VAR2","Illinois",1.26545921285296,"2021-2022"
"LUcompUncertLab-VAR2","Indiana",2.35438807219929,"2021-2022"
"LUcompUncertLab-VAR2","Iowa",2.27514807412224,"2021-2022"
"LUcompUncertLab-VAR2","Kansas",1.19954633598807,"2021-2022"
"LUcompUncertLab-VAR2","Kentucky",1.14207423526442,"2021-2022"
"LUcompUncertLab-VAR2","Louisiana",2.10530693827722,"2021-2022"
"LUcompUncertLab-VAR2","Maine",0.967267981868795,"2021-2022"
"LUcompUncertLab-VAR2","Maryland",1.1154142462454,"2021-2022"
"LUcompUncertLab-VAR2","Massachusetts",1.68309970213103,"2021-2022"
"LUcompUncertLab-VAR2","Michigan",1.66891359068553,"2021-2022"
"LUcompUncertLab-VAR2","Minnesota",3.03353701518895,"2021-2022"
"LUcompUncertLab-VAR2","Mississippi",1.41156024505262,"2021-2022"
"LUcompUncertLab-VAR2","Missouri",0.97633265802456,"2021-2022"
"LUcompUncertLab-VAR2","Montana",2.42118839218446,"2021-2022"
"LUcompUncertLab-VAR2","Nebraska",1.57431212455417,"2021-2022"
"LUcompUncertLab-VAR2","Nevada",0.998252882687189,"2021-2022"
"LUcompUncertLab-VAR2","New Hampshire",1.95462814922174,"2021-2022"
"LUcompUncertLab-VAR2","New Jersey",1.44889878281549,"2021-2022"
"LUcompUncertLab-VAR2","New Mexico",1.26235754989093,"2021-2022"
"LUcompUncertLab-VAR2","New York",1.45059109695818,"2021-2022"
"LUcompUncertLab-VAR2","North Carolina",1.92314374489623,"2021-2022"
"LUcompUncertLab-VAR2","North Dakota",5.11876829917487,"2021-2022"
"LUcompUncertLab-VAR2","Ohio",2.11631563259674,"2021-2022"
"LUcompUncertLab-VAR2","Oklahoma",1.65046187829032,"2021-2022"
"LUcompUncertLab-VAR2","Oregon",1.87215628145221,"2021-2022"
"LUcompUncertLab-VAR2","Pennsylvania",1.21300731331974,"2021-2022"
"LUcompUncertLab-VAR2","Puerto Rico",1.34264773626337,"2021-2022"
"LUcompUncertLab-VAR2","Rhode Island",1.15583034478374,"2021-2022"
"LUcompUncertLab-VAR2","South Carolina",1.63835215750857,"2021-2022"
"LUcompUncertLab-VAR2","South Dakota",3.80863904754631,"2021-2022"
"LUcompUncertLab-VAR2","Tennessee",1.64467943016694,"2021-2022"
"LUcompUncertLab-VAR2","Texas",1.55150374299908,"2021-2022"
"LUcompUncertLab-VAR2","Utah",1.51128196842836,"2021-2022"
"LUcompUncertLab-VAR2","Vermont",1.30609046606986,"2021-2022"
"LUcompUncertLab-VAR2","Virginia",0.9618522421283,"2021-2022"
"LUcompUncertLab-VAR2","Washington",1.60586956643634,"2021-2022"
"LUcompUncertLab-VAR2","West Virginia",1.3341605963872,"2021-2022"
"LUcompUncertLab-VAR2","Wisconsin",2.27357435221222,"2021-2022"
"LUcompUncertLab-VAR2","Wyoming",2.04773120886734,"2021-2022"
"LUcompUncertLab-VAR2K","Alabama",2.63812482080819,"2021-2022"
"LUcompUncertLab-VAR2K","Alaska",1.37325645015739,"2021-2022"
"LUcompUncertLab-VAR2K","Arizona",1.32541664662208,"2021-2022"
"LUcompUncertLab-VAR2K","Arkansas",1.43254283556217,"2021-2022"
"LUcompUncertLab-VAR2K","California",0.755710952212401,"2021-2022"
"LUcompUncertLab-VAR2K","Colorado",1.41549897185187,"2021-2022"
"LUcompUncertLab-VAR2K","Connecticut",1.00562048635935,"2021-2022"
"LUcompUncertLab-VAR2K","Delaware",1.22218086271075,"2021-2022"
"LUcompUncertLab-VAR2K","District of Columbia",1.40004082569978,"2021-2022"
"LUcompUncertLab-VAR2K","Florida",1.43909606883456,"2021-2022"
"LUcompUncertLab-VAR2K","Georgia",3.31474216990406,"2021-2022"
"LUcompUncertLab-VAR2K","Hawaii",1.05138057053023,"2021-2022"
"LUcompUncertLab-VAR2K","Idaho",2.79300349617703,"2021-2022"
"LUcompUncertLab-VAR2K","Illinois",1.29439413086944,"2021-2022"
"LUcompUncertLab-VAR2K","Indiana",1.9531277804595,"2021-2022"
"LUcompUncertLab-VAR2K","Iowa",1.97900920976765,"2021-2022"
"LUcompUncertLab-VAR2K","Kansas",1.3642039957196,"2021-2022"
"LUcompUncertLab-VAR2K","Kentucky",1.03085589784303,"2021-2022"
"LUcompUncertLab-VAR2K","Louisiana",3.48126129648349,"2021-2022"
"LUcompUncertLab-VAR2K","Maine",1.00406311578341,"2021-2022"
"LUcompUncertLab-VAR2K","Maryland",1.11798061485766,"2021-2022"
"LUcompUncertLab-VAR2K","Massachusetts",1.1997283800426,"2021-2022"
"LUcompUncertLab-VAR2K","Michigan",1.66380997224166,"2021-2022"
"LUcompUncertLab-VAR2K","Minnesota",4.95607614464378,"2021-2022"
"LUcompUncertLab-VAR2K","Mississippi",2.7374335943053,"2021-2022"
"LUcompUncertLab-VAR2K","Missouri",1.36781334593118,"2021-2022"
"LUcompUncertLab-VAR2K","Montana",2.21564053061331,"2021-2022"
"LUcompUncertLab-VAR2K","Nebraska",1.67054407108129,"2021-2022"
"LUcompUncertLab-VAR2K","Nevada",0.865412688518361,"2021-2022"
"LUcompUncertLab-VAR2K","New Hampshire",1.1436459519216,"2021-2022"
"LUcompUncertLab-VAR2K","New Jersey",1.29793351011019,"2021-2022"
"LUcompUncertLab-VAR2K","New Mexico",1.06125960473195,"2021-2022"
"LUcompUncertLab-VAR2K","New York",1.10843524111956,"2021-2022"
"LUcompUncertLab-VAR2K","North Carolina",3.41398632471541,"2021-2022"
"LUcompUncertLab-VAR2K","North Dakota",8.15847286240774,"2021-2022"
"LUcompUncertLab-VAR2K","Ohio",2.4988716337256,"2021-2022"
"LUcompUncertLab-VAR2K","Oklahoma",2.01168384859065,"2021-2022"
"LUcompUncertLab-VAR2K","Oregon",1.76489090087904,"2021-2022"
"LUcompUncertLab-VAR2K","Pennsylvania",0.969325576627482,"2021-2022"
"LUcompUncertLab-VAR2K","Puerto Rico",1.62077706350628,"2021-2022"
"LUcompUncertLab-VAR2K","Rhode Island",0.83492055101855,"2021-2022"
"LUcompUncertLab-VAR2K","South Carolina",3.07559810271325,"2021-2022"
"LUcompUncertLab-VAR2K","South Dakota",4.18647428473162,"2021-2022"
"LUcompUncertLab-VAR2K","Tennessee",2.73819902586675,"2021-2022"
"LUcompUncertLab-VAR2K","Texas",1.78864489526546,"2021-2022"
"LUcompUncertLab-VAR2K","Utah",1.71497305468958,"2021-2022"
"LUcompUncertLab-VAR2K","Vermont",0.996995128023106,"2021-2022"
"LUcompUncertLab-VAR2K","Virginia",1.29033758227372,"2021-2022"
"LUcompUncertLab-VAR2K","Washington",1.3127048963842,"2021-2022"
"LUcompUncertLab-VAR2K","West Virginia",1.03781380800014,"2021-2022"
"LUcompUncertLab-VAR2K","Wisconsin",2.25499643231262,"2021-2022"
"LUcompUncertLab-VAR2K","Wyoming",3.41516505930461,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Alabama",0.723573923369166,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Alaska",0.996098995971094,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Arizona",1.48991807590663,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Arkansas",0.942559404111448,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","California",1.18284802798974,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Colorado",1.5230292747734,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Connecticut",1.21622527535151,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Delaware",1.59636061908658,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","District of Columbia",1.53324105024113,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Florida",1.85800168124002,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Georgia",0.900461033062479,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Hawaii",0.965393346746992,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Idaho",1.55751470572979,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Illinois",1.98595919164831,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Indiana",1.17065970164622,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Iowa",1.08295665900026,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Kansas",0.837609360345258,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Kentucky",1.13909032737763,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Louisiana",1.12707779507277,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Maine",1.98393714231825,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Maryland",1.2231502922464,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Massachusetts",1.50969638322588,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Michigan",1.43743039689132,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Minnesota",1.30776970320277,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Mississippi",0.941940757432963,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Missouri",1.08440555718218,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Montana",1.37130051203084,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Nebraska",1.18574061101468,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Nevada",1.25285921304616,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","New Hampshire",1.85477882978985,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","New Jersey",0.870532156548135,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","New Mexico",1.24453847629828,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","New York",1.25931485119267,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","North Carolina",0.835973553401408,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","North Dakota",1.11142478775498,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Ohio",1.22471838476722,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Oklahoma",1.57679589533686,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Oregon",1.58499258662388,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Pennsylvania",1.19752394320668,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Puerto Rico",1.20805173342812,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Rhode Island",1.54612034663307,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","South Carolina",1.01812476913989,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","South Dakota",1.08972943182548,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Tennessee",0.872799448412012,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Texas",1.96379591883766,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Utah",1.10919117071107,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Vermont",0.916943004677487,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Virginia",0.849846015589824,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Washington",1.52998081671707,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","West Virginia",1.01883209957744,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Wisconsin",1.27312149873233,"2021-2022"
"LUcompUncertLab-VAR2K_plusCOVID","Wyoming",0.732215995356631,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Alabama",0.657850163879439,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Alaska",0.937697964674351,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Arizona",1.37202615362198,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Arkansas",0.822648670962481,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","California",1.23337297643935,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Colorado",1.46320458259631,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Connecticut",1.40564245982055,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Delaware",0.83396469231747,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","District of Columbia",1.19608766372742,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Florida",1.71765416976459,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Georgia",0.828560964215641,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Hawaii",0.997095430976775,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Idaho",1.57666824467924,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Illinois",1.65924796715365,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Indiana",1.17629452584242,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Iowa",0.922053389628702,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Kansas",0.923196222516284,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Kentucky",1.11207256409983,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Louisiana",0.953912380861191,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Maine",1.48564027282701,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Maryland",1.15092359733636,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Massachusetts",1.4404803342377,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Michigan",1.37253513373117,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Minnesota",0.930044186719498,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Mississippi",0.820696253809198,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Missouri",0.97904446885196,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Montana",1.59899602866625,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Nebraska",1.08687564191625,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Nevada",1.10149714254143,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","New Hampshire",1.70571452461733,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","New Jersey",0.807743481594113,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","New Mexico",1.17213110143919,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","New York",1.35932945188245,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","North Carolina",0.8472487049383,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","North Dakota",0.873709076390737,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Ohio",1.09691864777898,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Oklahoma",1.23665574494717,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Oregon",1.60811118980636,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Pennsylvania",1.02278573904782,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Puerto Rico",1.07035586431421,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Rhode Island",1.25200336374381,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","South Carolina",1.14036525864294,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","South Dakota",0.960633307742706,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Tennessee",0.747471265080216,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Texas",1.56192599042391,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Utah",1.1483582174661,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Vermont",1.01788998375589,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Virginia",0.841938929026661,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Washington",1.71108403064495,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","West Virginia",1.00597036738328,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Wisconsin",1.09948077593148,"2021-2022"
"LUcompUncertLab-VAR2_plusCOVID","Wyoming",0.747753251251693,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Alabama",0.662377397564642,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Alaska",1.24976139093803,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Arizona",1.63630190356289,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Arkansas",1.08541897878714,"2021-2022"
"LosAlamos_NAU-CModel_Flu","California",2.34541175857678,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Colorado",1.77178288651598,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Connecticut",1.29106162909649,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Delaware",1.00645366566207,"2021-2022"
"LosAlamos_NAU-CModel_Flu","District of Columbia",1.40573726020982,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Florida",1.84150699613313,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Georgia",1.58259508605935,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Hawaii",1.54436452628594,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Idaho",1.11917354798545,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Illinois",1.88952888661695,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Indiana",1.49715363246851,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Iowa",1.17575174745188,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Kansas",0.826109499360499,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Kentucky",1.20608470360087,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Louisiana",1.64576545905907,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Maine",1.17622399425239,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Maryland",1.94354633271169,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Massachusetts",1.65981826274557,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Michigan",2.35043237345293,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Minnesota",1.69451748888332,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Mississippi",1.66615127308453,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Missouri",2.41017914734339,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Montana",1.11225085179446,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Nebraska",0.607776027017412,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Nevada",1.6376184450944,"2021-2022"
"LosAlamos_NAU-CModel_Flu","New Hampshire",1.44040494286249,"2021-2022"
"LosAlamos_NAU-CModel_Flu","New Jersey",1.95771947081912,"2021-2022"
"LosAlamos_NAU-CModel_Flu","New Mexico",0.968386923269847,"2021-2022"
"LosAlamos_NAU-CModel_Flu","New York",1.72574775898159,"2021-2022"
"LosAlamos_NAU-CModel_Flu","North Carolina",1.35122855110969,"2021-2022"
"LosAlamos_NAU-CModel_Flu","North Dakota",1.42687459547444,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Ohio",2.4198904433037,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Oklahoma",1.42420638700989,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Oregon",1.08353490940409,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Pennsylvania",1.9775459657375,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Puerto Rico",0.999259050424265,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Rhode Island",0.942855782480591,"2021-2022"
"LosAlamos_NAU-CModel_Flu","South Carolina",2.18696661197897,"2021-2022"
"LosAlamos_NAU-CModel_Flu","South Dakota",1.35801680620537,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Tennessee",1.14868093634941,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Texas",1.68175596698277,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Utah",0.984911190657909,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Vermont",1.29828487950143,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Virginia",1.34650547770213,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Washington",1.0751293173735,"2021-2022"
"LosAlamos_NAU-CModel_Flu","West Virginia",1.14564863218346,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Wisconsin",1.73404091124236,"2021-2022"
"LosAlamos_NAU-CModel_Flu","Wyoming",1.28090121853894,"2021-2022"
"MOBS-GLEAM_FLUH","Alabama",1.00044594918398,"2021-2022"
"MOBS-GLEAM_FLUH","Alaska",0.844490793420286,"2021-2022"
"MOBS-GLEAM_FLUH","Arizona",1.5466633859022,"2021-2022"
"MOBS-GLEAM_FLUH","Arkansas",0.79884957551305,"2021-2022"
"MOBS-GLEAM_FLUH","California",1.13866614377218,"2021-2022"
"MOBS-GLEAM_FLUH","Colorado",0.901554770089503,"2021-2022"
"MOBS-GLEAM_FLUH","Connecticut",0.881155193246853,"2021-2022"
"MOBS-GLEAM_FLUH","Delaware",1.0677885563561,"2021-2022"
"MOBS-GLEAM_FLUH","Florida",1.42251653550265,"2021-2022"
"MOBS-GLEAM_FLUH","Georgia",1.39766045436413,"2021-2022"
"MOBS-GLEAM_FLUH","Hawaii",0.926282051282051,"2021-2022"
"MOBS-GLEAM_FLUH","Idaho",1.24123484096459,"2021-2022"
"MOBS-GLEAM_FLUH","Illinois",0.979422049529741,"2021-2022"
"MOBS-GLEAM_FLUH","Indiana",1.09999280720287,"2021-2022"
"MOBS-GLEAM_FLUH","Iowa",0.531460284242642,"2021-2022"
"MOBS-GLEAM_FLUH","Kansas",0.797252919906705,"2021-2022"
"MOBS-GLEAM_FLUH","Kentucky",0.72587915097867,"2021-2022"
"MOBS-GLEAM_FLUH","Louisiana",0.957109537617999,"2021-2022"
"MOBS-GLEAM_FLUH","Maine",0.836146773965932,"2021-2022"
"MOBS-GLEAM_FLUH","Maryland",0.979437422298069,"2021-2022"
"MOBS-GLEAM_FLUH","Massachusetts",0.918801028255707,"2021-2022"
"MOBS-GLEAM_FLUH","Michigan",1.04675387882385,"2021-2022"
"MOBS-GLEAM_FLUH","Minnesota",0.544370432267278,"2021-2022"
"MOBS-GLEAM_FLUH","Mississippi",1.18800626233749,"2021-2022"
"MOBS-GLEAM_FLUH","Missouri",0.889674355534565,"2021-2022"
"MOBS-GLEAM_FLUH","Montana",1.26143501047364,"2021-2022"
"MOBS-GLEAM_FLUH","Nebraska",0.73043371056229,"2021-2022"
"MOBS-GLEAM_FLUH","Nevada",1.02522690620757,"2021-2022"
"MOBS-GLEAM_FLUH","New Hampshire",1.0179116776747,"2021-2022"
"MOBS-GLEAM_FLUH","New Jersey",0.85366080188045,"2021-2022"
"MOBS-GLEAM_FLUH","New Mexico",0.889028192871437,"2021-2022"
"MOBS-GLEAM_FLUH","New York",0.924387778348916,"2021-2022"
"MOBS-GLEAM_FLUH","North Carolina",1.27397020741994,"2021-2022"
"MOBS-GLEAM_FLUH","North Dakota",0.665132963942267,"2021-2022"
"MOBS-GLEAM_FLUH","Ohio",0.90821070037854,"2021-2022"
"MOBS-GLEAM_FLUH","Oklahoma",1.09415366730769,"2021-2022"
"MOBS-GLEAM_FLUH","Oregon",1.14765479085175,"2021-2022"
"MOBS-GLEAM_FLUH","Pennsylvania",0.8191797666883,"2021-2022"
"MOBS-GLEAM_FLUH","Rhode Island",0.90822134223743,"2021-2022"
"MOBS-GLEAM_FLUH","South Carolina",1.36489844037706,"2021-2022"
"MOBS-GLEAM_FLUH","South Dakota",0.903750474951411,"2021-2022"
"MOBS-GLEAM_FLUH","Tennessee",0.83936249343058,"2021-2022"
"MOBS-GLEAM_FLUH","Texas",1.03538271485703,"2021-2022"
"MOBS-GLEAM_FLUH","Utah",1.03259232819872,"2021-2022"
"MOBS-GLEAM_FLUH","Vermont",0.863567795879665,"2021-2022"
"MOBS-GLEAM_FLUH","Virginia",1.50027249652156,"2021-2022"
"MOBS-GLEAM_FLUH","Washington",0.797513211210511,"2021-2022"
"MOBS-GLEAM_FLUH","West Virginia",0.709213640983734,"2021-2022"
"MOBS-GLEAM_FLUH","Wisconsin",0.799369080347224,"2021-2022"
"MOBS-GLEAM_FLUH","Wyoming",0.923273742718187,"2021-2022"
"PSI-DICE","Alabama",0.754887619306814,"2021-2022"
"PSI-DICE","Alaska",1.11480504581764,"2021-2022"
"PSI-DICE","Arizona",1.03113600164415,"2021-2022"
"PSI-DICE","Arkansas",0.678590892275488,"2021-2022"
"PSI-DICE","California",0.834367805370119,"2021-2022"
"PSI-DICE","Colorado",0.895928163164033,"2021-2022"
"PSI-DICE","Connecticut",0.868460351840951,"2021-2022"
"PSI-DICE","Delaware",1.1665815597156,"2021-2022"
"PSI-DICE","District of Columbia",1.06959411996505,"2021-2022"
"PSI-DICE","Florida",0.8218019635393,"2021-2022"
"PSI-DICE","Georgia",1.0071943570994,"2021-2022"
"PSI-DICE","Hawaii",0.923723755092296,"2021-2022"
